id,text,text_el,topic,topic-other-context,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner,ner-limited
11," Because, these images, we communists, together with the people, have made them all over Greece, from one end to the other, and they can become images of the future. Because the KKE, the people and the youth, have them for much more than mere spectators of developments or mere voters every four years.  He has them as protagonists, as those who will shape and determine the developments in our country.  For those who will take power and with the KKE in front, they will exercise governance in a new Greece, different from the one we live in today, free from the bosses, the exploitation of man by man, profit. Well, let's make this fear their nightmare.  And their nightmare reality. "," Γιατί, αυτές τις εικόνες, εμείς οι κομμουνιστές, μαζί με τον λαό, τις φτιάξαμε σε όλη την Ελλάδα, απ’ άκρη σ’ άκρη και μπορούν να γίνουν εικόνες από το μέλλον Γιατί το ΚΚΕ, τον λαό και τη νεολαία, τούς έχει για πολλά παραπάνω από απλούς θεατές των εξελίξεων ή απλούς ψηφοφόρους ανά τετραετία  Τους έχει για πρωταγωνιστές, για αυτούς που θα διαμορφώσουν και θα καθορίσουν τις εξελίξεις στην χώρα μας  Για αυτούς που θα πάρουν την εξουσία και με το ΚΚΕ μπροστά, θα ασκήσουν τη διακυβέρνηση σε μια νέα Ελλάδα, διαφορετική από αυτή που ζούμε σήμερα, απαλλαγμένη από τα αφεντικά, την εκμετάλλευση ανθρώπου από άνθρωπο, το κέρδος Ε, λοιπόν, αυτόν τον φόβο τους, ας τον κάνουμε εφιάλτη τους  Και τον εφιάλτη τους πραγματικότητα",political parties,elections,other,communism,-1.0,0.92,0.5,0.4,0.2,0.35,0.2,0.0,"[['greece', 'location', '1.0'], ['kke', 'organization', '1.0']]","[['greece', 'location', '1.0'], ['kke', 'organization', '1.0'], ['people', 'group of people', '1.0'], ['youth', 'group of people', '1.0'], ['country', 'location', '1.0'], ['kke', 'organization', '1.0'], ['greece', 'location', '1.0'], ['bosses', 'organization', '0.5'], ['man', 'person', '0.5'], ['profit', 'organization', '0.5']]"
12," The people should be powerful with the KKE much stronger and they should be weak, dazed and frightened against it. Only in this way will the way be opened for better days for the new generation, for our people.  Their system is afraid of the anti-systemic vote in the KKE, but the new generation is satisfied with their system. That's why, right now, a lot of young red votes.  Those young people who vote for the first time, to vote antisystemic, against the system of profit and exploitation, to vote for the KKE. Our people and especially the young generation have a great opportunity this year. "," Να είναι πανίσχυρος ο λαός με πολύ πιο δυνατό το ΚΚΕ και αυτοί αδύναμοι, ζαλισμένοι, τρομαγμένοι απέναντί του Μόνο έτσι θα ανοίξει ο δρόμος για καλύτερες μέρες για τη νέα γενιά, για τον λαό μας  Το σύστημά τους φοβάται την αντισυστημική ψήφο στο ΚΚΕ, η νέα γενιά όμως μπούχτισε με το σύστημά τους Γι’ αυτό, τώρα, πολλές νεανικές κόκκινες ψήφοι  Όσοι νέοι ψηφίζουν για πρώτη φορά, να ψηφίσουν αντισυστημικά, απέναντι στο σύστημα του κέρδους και της εκμετάλλευσης, να ψηφίσουν ΚΚΕ Ο λαός μας και ειδικά η νέα γενιά έχει φέτος μια μεγάλη ευκαιρία",political parties,elections,other,kke,0.5,0.85,0.8,0.2,0.3,0.5,0.9,0.0,"[['kke', 'organization', '2.0', ''], ['new generation', 'person', '2.0', ''], ['our people', 'group', '1.0', ''], ['system', 'organization', '2.0', ''], ['anti-systemic vote', 'concept', '1.0', ''], ['young red votes', 'concept', '1.0', ''], ['first time', 'concept', '1.0', ''], ['system of profit and exploitation', 'concept', '1.0', ''], ['young generation', 'person', '2.0']]","[['kke', 'organization', '1.0'], ['kke', 'organization', '1.0'], ['new generation', 'group of people', '1.0'], ['our people', 'group of people', '1.0'], ['kke', 'organization', '1.0'], ['new generation', 'group of people', '1.0'], ['young people', 'group of people', '1.0'], ['kke', 'organization', '1.0'], ['our people', 'group of people', '1.0'], ['young generation', 'group of people', '1.0'], ['this year', 'date', '1.0']]"
13," This time after the elections to be counted and get out those less.  Not to get the ""pips"" and the votes to build the next unpopular government. To expose themselves more, to ""burn"" the cards they have up their sleeves, to have a weak anti-people's government and a much stronger KKE, together with the people, to confront them.  Not to be able to easily pass the next unpopular measures they are planning.  To strengthen the organized struggle nationwide, everywhere, to claim all that our people deserve in the 21st century.  To intensify the conflict with the whole policy, the strategy of this system that wants the people in the corner.  So we can hope for truly better days. "," Αυτή τη φορά μετά τις εκλογές να μετρηθούν και να βγουν αυτοί λιγότεροι  Να μην τους βγαίνουν τα “κουκιά” και οι ψήφοι για να φτιάξουν την επόμενη αντιλαϊκή κυβέρνηση Να εκτεθούν περισσότερο, να “κάψουν” τα χαρτιά που έχουν στο μανίκι τους, να έχουμε αδύναμη αντιλαϊκή κυβέρνηση και πολύ πιο ισχυρό το ΚΚΕ, μαζί με τον λαό για να τους αντιμετωπίσει  Να μην μπορούν να περάσουν εύκολα τα επόμενα αντιλαϊκά μέτρα που σχεδιάζουν  Να δυναμώσει ο οργανωμένος αγώνας πανελλαδικά, παντού για τη διεκδίκηση όλων όσα αξίζουν στον λαό μας τον 21ο αιώνα  Να δυναμώσει η σύγκρουση με το σύνολο της πολιτικής, της στρατηγικής αυτού του συστήματος που θέλει τον λαό στη γωνία  Έτσι μπορούμε να ελπίζουμε σε πραγματικά καλύτερες μέρες",elections,other,election spending,greek elections,-0.35,0.2,0.5,0.1,0.7,0.3,0.2,0.0,[],"[['kke', 'organization', '1.0'], ['21st century', 'date', '1.0']]"
14,"Friends, compañeras and compañeros,In this ""evil country"", as in all the others, there is a very big contradiction.  On the one hand there is a people, millions of workers capable of producing, creating, highly skilled and experienced, capable of. There is a new generation coming up with momentum, fighting for their education, eager to create and grow, to exploit new technologies and what humanity has created, and on the other side, there are a handful of people, along with their governments, who are trying to limit all this power, to put the brakes on it, to subjugate it within the framework of their profit, who see young people and young people only as the necessary accessories and tools to achieve the coveted capitalist development, who see the rights of youth, of young workers, as an obstacle to their profits. That's why many feel suffocated within these boundaries.  This is why many young people today see their knowledge and skills not rewarded with decent wages, hours and working conditions.  That's why many can't even work in their field, in what they studied or spend many years practicing it. ","Φίλες και φίλοι, συντρόφισσες και σύντροφοι,Σε αυτή την “κακιά τη χώρα”, όπως και σε όλες τις άλλες, υπάρχει μια πολύ μεγάλη αντίφαση  Να υπάρχει από τη μία ένας λαός, εκατομμύρια εργαζόμενοι ικανοί να παράξουν, να δημιουργήσουν, με υψηλή εξειδίκευση και εμπειρία, ικανότητα Να υπάρχει μια νέα γενιά που έρχεται με ορμή, που παλεύει για τη μόρφωσή της, με όρεξη να δημιουργήσει και να μεγαλουργήσει, να αξιοποιήσει τις νέες τεχνολογίες και όσα έχει δημιουργήσει η ανθρωπότητα και από την άλλη μεριά, να βρίσκεται μια χούφτα ανθρώπων, μαζί με τις κυβερνήσεις τους, που όλη αυτή τη δύναμη πασχίζουν να την περιορίσουν, να τη φρενάρουν, να την υποτάξουν μέσα στο πλαίσια του κέρδους τους, που βλέπουν τις νέες και τους νέους, μόνο ως τα απαραίτητα εξαρτήματα και εργαλεία για να πετύχουν την πολυπόθητη καπιταλιστική ανάπτυξη, που βλέπουν τα δικαιώματα της νεολαίας, των νέων εργαζομένων, ως εμπόδιο για τα κέρδη τους Γι’ αυτό πολλοί νιώθουν ασφυκτικά μέσα σε αυτά τα όρια  Γι’ αυτό πολλοί νέοι σήμερα βλέπουν οι γνώσεις και οι ικανότητές τους να μην αμείβονται με αξιοπρεπείς μισθούς, ωράρια και συνθήκες εργασίας  Γι’ αυτό πολλοί δεν μπορούν καν να εργαστούν στον τομέα τους, σε αυτό που σπούδασαν ή περνούν πολλά χρόνια μέχρι να το εξασκήσουν",employment,employment,working class,contradiction,-0.8,0.7,0.2,0.1,0.2,0.3,0.8,0.0,"[['n/a', '', '(no named entity)'], ['friends', 'person', '0.997'], ['n/a', '', '(no named entity)'], ['compañeras', 'work_of_art', '0.9222'], ['and', '', '(no named entity)'], ['compañeros', 'work_of_art', '0.9222'], ['n/a', '', '(no named entity)'], ['evil country', 'location', '0.8779'], ['n/a', '', '(no named entity)'], ['people', 'group', '0.9965'], ['millions', 'quantity', '0.9349'], ['workers', 'job_title', '0.9863'], ['n/a', '', '(no named entity)'], ['generation', 'date', '0.9365'], ['n/a', '', '(no named entity)'], ['momentum', 'measure', '0.9014'], ['n/a', '', '(no named entity)'], ['education', 'field_of_study', '0.9895'], ['n/a', '', '(no named entity)'], ['technologies', 'technology', '0.998'], ['humanity', 'organization', '0.9964'], ['n/a', '', '(no named entity)'], ['governments', 'organization', '0.9886'], ['n/a', '', '(no named entity)'], ['capitalist development', 'ideology', '0.9861'], ['n/a', '', '(no named entity)'], ['young people', 'person', '0.9902'], ['young people', 'person', '0.9902'], ['n/a', '', '(no named entity)'], ['youth', 'person', '0.9013'], ['young workers', 'person', '0.9852'], ['n/a', '', '(no named entity)'], ['profits', 'money', '0.9833'], ['n/a', '', '(no named entity)'], ['knowledge', 'idea', '0.9065'], ['skills', 'skill', '0.9691'], ['n/a', '', '(no named entity)'], ['wages', 'money', '0.9177'], ['hours', 'time', '0.9517'], ['working conditions', 'condition', '0.9205'], ['n/a', '', '(no named entity)'], ['field', 'field_of_study', '0.9514'], ['n/a', '', '(no named entity)'], ['years', 'date', '0.9653'], ['n/a', '', '(no named entity)']]","[['friends', 'person', '0.9'], ['compañeras', 'group of people', '0.8'], ['compañeros', 'group of people', '0.8'], ['their governments', 'organization', '0.7'], ['capitalist development', 'organization', '0.6'], ['young workers', 'group of people', '0.6'], ['youth', 'group of people', '0.6']]"
15,"That is why the present system and its governments turn the youth sometimes into an army of unemployed and sometimes into an army of wandering summer workers in various tourist paradises, built on top of the working hell that the workers live in. This is why many young couples hesitate for a long time until they take the first step, feeling and being unsupported in the new life they want to build, since everything they need is treated as a cost. But this is what the KKE sees and thunders:Our country can have a better future.  Your generation, with its struggle, with the KKE together, can make it happen. ","Γι’ αυτό και το σημερινό σύστημα και οι κυβερνήσεις του μετατρέπουν τη νεολαία πότε σε μια στρατιά ανέργων και πότε σε στρατιά περιπλανώμενων καλοκαιρινών εργαζομένων σε διάφορους τουριστικούς παραδείσους, που χτίζονται πάνω από την εργασιακή κόλαση που ζουν οι εργαζόμενοι Γι’ αυτό πολλά νέα ζευγάρια διστάζουν για καιρό μέχρι να κάνουν το πρώτο βήμα, νιώθουν και είναι αστήριχτοι στην καινούργια ζωή που θέλουν να χτίσουν, αφού όλα όσα χρειάζονται αντιμετωπίζονται ως κόστος Αυτά βλέπει όμως και το ΚΚΕ και βροντοφωνάζει:Η πατρίδα μας μπορεί να έχει καλύτερο μέλλον  Η γενιά σας, με τον αγώνα της, με το ΚΚΕ μαζί, μπορεί να το κάνει πράξη",employment,employment,youth,youth and their struggle,0.2,0.1,0.1,0.1,0.2,0.2,0.0,0.0,"[['kke', 'organization', '1.0']]","[['kke', 'organization', '1.0']]"
16,"Because today there are all those possibilities, which in the hands of another power can be exploited, to ensure permanent and stable work with decent working conditions, with a wage that will cover modern social needs.  To create cheap, modern, people's housing for all, without the crows of the funds over our heads and the risk of the people being squeezed out.  In order to provide modern, cheap, safe mass transport for all the people with a modern transport network in the big urban centres and not to endanger the people even in cities like Thessaloniki, where the right to transport has become a ping-pong ball between the joke of the metro and the buses of OASΘ, which are self-igniting, at the same time that thousands of workers, young people, students, pupils, etc. use these means every day. ά. ","Γιατί σήμερα υπάρχουν όλες εκείνες οι δυνατότητες, που στα χέρια μιας άλλης εξουσίας μπορούν να αξιοποιηθούν, για να εξασφαλίζεται μόνιμη και σταθερή δουλειά με αξιοπρεπείς συνθήκες εργασίας, με μισθό που θα καλύπτει τις σύγχρονες κοινωνικές ανάγκες  Για να δημιουργούνται φθηνές, σύγχρονες, λαϊκές κατοικίες για όλους, χωρίς τα κοράκια των funds πάνω από το κεφάλι μας και τον κίνδυνο να ξεσπιτωθεί ο λαός  Για να παρέχονται σύγχρονες, φθηνές, ασφαλείς μαζικές μεταφορές για όλο τον λαό με σύγχρονο συγκοινωνιακό δίκτυο στα μεγάλα αστικά κέντρα και όχι να κινδυνεύει ο λαός ακόμα και σε πόλεις, όπως η Θεσσαλονίκη, που το δικαίωμα στη μετακίνηση έχει γίνει μπαλάκι του πινγκ-πονγκ ανάμεσα στο ανέκδοτο του μετρό και στα λεωφορεία του ΟΑΣΘ, που αυτοαναφλέγονται, την ίδια στιγμή που αυτά τα μέσα τα χρησιμοποιούν καθημερινά χιλιάδες εργαζόμενοι, νέοι άνθρωποι, φοιτητές, μαθητές κ ά",employment,employment,working class,improving living conditions,0.2,0.1,0.0,0.1,0.0,0.5,0.0,0.0,"[['thessaloniki', 'location', '1.0'], ['oasθ', 'organization', '1.0']]","[['thessaloniki', 'location', '1.0'], ['oasθ', 'organization', '1.0']]"
17,"To guarantee the universal right to public and free education, pre-school education and free public education.  To support especially young parents and couples who are constantly living in insecurity and even the population of the country is being driven to decline.  Similarly, to ensure the right to free health care, by upgrading the existing infrastructure, the hospitals, with an integrated primary health care system, which will not depend on the whims of ""sponsors"" and ""benefactors"", as happened here in Thessaloniki, where the construction of the pediatric hospital is frozen, because the sponsor withdrew. To create modern, human cities, full of greenery and open spaces for recreation and sport.  No caged cities, as is the case in many districts of Thessaloniki, which is at the bottom of the league table in Europe in terms of green area per inhabitant. ","Για να κατοχυρώνεται το καθολικό δικαίωμα σε δημόσια και δωρεάν παιδεία, προσχολική αγωγή  Για στήριξη ειδικά των νέων γονιών και ζευγαριών που ζουν διαρκώς μέσα στην ανασφάλεια και οδηγείται σε μείωση ακόμη και ο πληθυσμός της χώρας  Αντίστοιχα, να εξασφαλίζεται το δικαίωμα σε δωρεάν υγεία, με αναβάθμιση των υπαρχουσών υποδομών, των νοσοκομείων, με ένα ολοκληρωμένο σύστημα πρωτοβάθμιας υγείας, που δε θα εξαρτάται από τα κέφια των “χορηγών” και των “ευεργετών”, όπως έγινε εδώ στη Θεσσαλονίκη που παγώνει η κατασκευή του παιδιατρικού νοσοκομείου, γιατί αποσύρθηκε ο χορηγός Για να δημιουργούνται πόλεις σύγχρονες, ανθρώπινες, γεμάτες πράσινο και ανοιχτούς χώρους αναψυχής και άθλησης  Όχι πόλεις κλουβιά, όπως είναι σε πολλές συνοικίες η Θεσσαλονίκη, η οποία βρίσκεται στις τελευταίες θέσεις πανευρωπαϊκά στο εμβαδόν πρασίνου ανά κάτοικο",environment,environment,other,public services,0.5,0.2,0.0,0.05,0.0,0.1,0.0,0.0,"[['thessaloniki', 'location', '3/3'], ['europe', 'location', '1/3']]","[['thessaloniki', 'location', '1.0'], ['europe', 'country', '1.0']]"
18," While, now, any urban development plans that are being formulated are planning the creation of new hotel and conference facilities, not spaces that will give breath to the people and youth of the city. To ensure in practice equality between the sexes, the structures and mechanisms that will protect the victims of domestic violence and especially children, and above all the social framework that is necessary to put an end to all those causes that create an endless vicious circle of incidents of rot and stench. The KKE is fighting for this and much more. "," Ενώ, τώρα, τα όποια σχέδια αστικής ανάπτυξης διαμορφώνονται, σχεδιάζουν τη δημιουργία νέων ξενοδοχειακών και συνεδριακών μονάδων και όχι χώρων που θα δώσουν ανάσα στο λαό και στη νεολαία της πόλης Για να εξασφαλίζεται στην πράξη η ισοτιμία ανάμεσα στα δύο φύλα, οι δομές και οι μηχανισμοί εκείνοι που θα προστατεύουν τα θύματα της ενδοοικογενειακής βίας και ειδικά τα παιδιά, που θα διαμορφώνεται κυρίως το κοινωνικό πλαίσιο που είναι αναγκαίο, ώστε να μπει ένα τέρμα σε όλες εκείνες τις αιτίες που δημιουργούν έναν ατέρμονο φαύλο κύκλο περιστατικών σήψης και δυσωδίας Γι’ αυτά και άλλα πολλά παλεύει το ΚΚΕ",other,other,domestic violence,urban development,-0.2,0.15,0.1,0.1,0.1,0.1,0.0,0.0,"[['kke', 'organization', '1.0']]","[['kke', 'organization', '1.0']]"
19," This is his political proposal, his programme for the power of the people themselves.  He ties these proposals to the daily struggle. In all the past years, after all, every young person has a vivid image to remember, when communists stepped forward in the struggles of students for safe schools and complete education, in the struggles of students against the plans for SA University, to prevent the police from entering schools.  Through these struggles the students turned a new page with the emergence of the Panspoudasida as a leading force. "," Αυτά είναι η πολιτική του πρόταση, το πρόγραμμά του για την εξουσία του ίδιου του λαού  Αυτές τις προτάσεις του τις δένει με τον καθημερινό αγώνα Όλα τα προηγούμενα χρόνια, άλλωστε, κάθε νέος άνθρωπος έχει μια ζωντανή εικόνα να θυμάται, που οι κομμουνιστές μπήκαν μπροστά στους αγώνες των μαθητών για ασφαλή σχολεία και ολοκληρωμένη μόρφωση, στους αγώνες των φοιτητών ενάντια στα σχέδια για Πανεπιστήμιο ΑΕ, για να μην μπει η αστυνομία στις σχολές  Μέσα από αυτούς τους αγώνες οι φοιτητές άλλαξαν σελίδα με την ανάδειξη της Πανσπουδαστικής σε πρώτη δύναμη",political parties,education,other,student activism,0.6,0.2,0.0,0.1,0.1,0.5,0.2,0.0,"[['panspoudasida', 'org', '1.0'], ['sa university', 'org', '1.0']]","[['communists', 'group of people', '0.8'], ['sa university', 'organization', '0.4'], ['panspoudasida', 'organization', '0.7']]"
20," To the young workers, to demand better wages and working conditions, to prevent the passage of the anti-labour laws on the 8-hour day and the ban on strikes, to the youth struggles against the country's involvement in NATO's imperialist war against Russia. Struggles that should be intensified, especially now that the possibility of a generalisation of the war is more than visible, as the incident of the shooting down of the American drone by Russian forces over the Black Sea has shown. We recall that such American drones are stationed at the US base in Larissa. "," Στους νέους εργαζόμενους, για να διεκδικήσουν καλύτερους μισθούς και συνθήκες δουλειάς, για να μην περάσουν οι αντεργατικοί νόμοι για το 8ωρο και την απαγόρευση της απεργίας, στους αγώνες της νεολαίας ενάντια στην εμπλοκή της χώρας στον ιμπεριαλιστικό πόλεμο του ΝΑΤΟ απέναντι στη Ρωσία Αγώνες που θα πρέπει να δυναμώσουν, ειδικά τώρα που το ενδεχόμενο γενίκευσης του πολέμου είναι κάτι παραπάνω από ορατό, όπως απέδειξε και το περιστατικό κατάρριψης του αμερικανικού drone από τις ρωσικές δυνάμεις πάνω από τη Μαύρη Θάλασσα Θυμίζουμε ότι τέτοια αμερικανικά drones σταθμεύουν στη βάση των ΗΠΑ στη Λάρισα",employment,national security,working class,youth struggles,-0.4,0.79,0.1,0.2,0.0,0.1,0.0,0.0,"[['nato', 'organization', '0.85'], ['russia', 'country', '0.85'], ['american', 'nationality', '0.7'], ['black sea', 'location', '0.5'], ['us', 'country', '0.5'], ['larissa', 'location', '0.5']]","[['young workers', 'person', '0.6'], ['nato', 'organization', '0.5'], ['russia', 'country', '0.7'], ['american', 'organization', '0.5'], ['larissa', 'location', '0.8']]"
21," And ""let's not forget. ""The struggles of the youth must grow stronger now that the clouds are thickening over the capitalist economy, that the cannons of the big banks are bursting one after the other, that precision and inflation have swallowed the new increase - mockery announced by the government in the minimum wage before it is even given. Not to mention the bad time passes that have become a joke among young people.  But this is their growth and it prepares them for their next crisis. Friends, the KKE proposal speaks of a state radically different from the current hostile state that our people have faced all these years.  For a state that, as much as it suits them to put the blame on it in a general and vague way, reproducing the jokes that ""there is no state"" or talking about the ""bad old state"", in reality it does exist and is very capable. It is a state capable of monitoring parties and whoever it needs to, but incapable of following the course of two trains.  It is capable of carrying out instant electronic auctions, recording in detail all debts to the tax authorities, but unable to have electronic systems for the railways. It is capable, where necessary, of speeding up and bypassing the ""bureaucracy"" of the ""bureaucracy"". χ. "," Και “ο νοών νοείτω ”Πρέπει να δυναμώσουν οι αγώνες της νεολαίας τώρα που πυκνώνουν τα σύννεφα πάνω από την καπιταλιστική οικονομία, που σκάνε τα κανόνια των μεγάλων τραπεζών το ένα πίσω από το άλλο, που η ακρίβεια και ο πληθωρισμός έχει καταπιεί την καινούρια αύξηση - κοροϊδία που ανακοίνωσε η κυβέρνηση στον κατώτατο μισθό πριν καν αυτή δοθεί Για να μη μιλήσουμε για τα pass της κακιάς ώρας που έχουν γίνει ανέκδοτο ανάμεσα στους νέους  Αυτή είναι όμως η ανάπτυξή τους και προετοιμάζει την επόμενη κρίση τους Φίλες και φίλοι,Η πρόταση του ΚΚΕ μιλά για ένα κράτος ριζικά διαφορετικό από το σημερινό εχθρικό κράτος που έχει αντιμετωπίσει ο λαός μας όλα αυτά τα χρόνια  Για ένα κράτος που, όσο κι αν τους βολεύει να τα φορτώνουν γενικά κι αόριστα πάνω του, αναπαράγοντας τις αστειότητες, ότι “δεν υπάρχει κράτος” ή μιλώντας για το “παλιό κακό κράτος”, στην πραγματικότητα και υπάρχει και πολύ ικανό είναι Είναι κράτος ικανό να παρακολουθεί κόμματα και όποιον χρειαστεί, αλλά ανίκανο να παρακολουθήσει την πορεία δύο τρένων  Είναι ικανό να πραγματοποιεί άμεσα ηλεκτρονικούς πλειστηριασμούς, να καταγράφει αναλυτικά όλα τα χρέη προς την εφορία, αλλά ανίκανο να έχει ηλεκτρονικά συστήματα για τον σιδηρόδρομο Είναι ικανό, όπου χρειάζεται, να επιταχύνει και να παρακάμπτει τη “γραφειοκρατία” π χ",economy,economy,youth,youth struggles,-0.5,0.2,0.0,0.1,0.5,0.3,0.0,0.0,"[['kke', 'organization', '1.0']]","[['kke', 'organization', '1.0']]"
22," for the supply of weapons systems, but not when it concerns the realisation of projects that also cover certain popular needs.  It is of course capable of suppressing popular struggles and the youth of Thessaloniki know this well, they experienced it last Thursday, but it is incapable of protecting the people from natural disasters. These things don't happen by accident. "," για την προμήθεια οπλικών συστημάτων, όχι όμως όταν αυτή αφορά στην πραγματοποίηση έργων που καλύπτουν και κάποιες λαϊκές ανάγκες  Είναι ικανό φυσικά να καταστέλλει τους λαϊκούς αγώνες και αυτό η νεολαία της Θεσσαλονίκης το ξέρει καλά, το έζησε και την περασμένη Πέμπτη, αλλά ανίκανο να προστατεύει τον λαό από φυσικές καταστροφές Αυτά δε γίνονται τυχαία",civil protection,civil protection,natural disasters,government's limitations,-0.5,0.4,0.0,0.2,0.2,0.2,0.0,0.0,"[['thessaloniki', 'location', '1.0']]","[['thessaloniki', 'location', '0.8'], ['thursday', 'date', '0.8']]"
23," Because we are talking about a lever state in the hands of the bosses to serve the interests of the few.  A class state, as we say. A state committed to the EU, to the memoranda of perpetual memoranda, to the implementation of European directives, such as those that led to the complete dismantling of the railways, to the unpopular preconditions of the recovery fund. "," Γιατί μιλάμε για ένα κράτος-μοχλό στα χέρια των αφεντικών για την εξυπηρέτηση των συμφερόντων των λίγων  Κράτος ταξικό, όπως λέμε εμείς Κράτος δεσμευμένο στην ΕΕ, στα μνημόνια διαρκείας, στην εφαρμογή των ευρωπαϊκών οδηγιών, όπως αυτές που οδήγησαν στην πλήρη διάλυση του σιδηρόδρομου, στα αντιλαϊκά προαπαιτούμενα του ταμείου ανάκαμψης",privatization,economy,other,state politics,-0.7,0.8,0.6,0.4,0.5,0.8,0.2,0.0,"[['eu', 'org', '0.8'], ['european', 'misc', '0.7']]","[['eu', 'organization', '0.5'], ['european', 'location', '0.5'], ['railways', 'organization', '0.5'], ['recovery fund', 'organization', '0.5']]"
24,"This will not change without the overthrow of this state.  That is why we are sure that the next government, whoever it is, will be unpopular, since it is in full agreement with all of the above. They are betting, especially SYRIZA, that the young generation, because of its age, has not much experience, that they will be able to fool and grab votes from the youth, without having any contact with them and their problems.  Simply by posing trivialized blackmailing dilemmas. ","Αυτό δεν αλλάζει χωρίς ανατροπή αυτού του κράτους  Γι’ αυτό και είμαστε σίγουροι ότι και η επόμενη κυβέρνηση, όποια κι αν είναι αυτή, θα είναι αντιλαϊκή, από τη στιγμή που είναι πλήρως σύμφωνη με όλα τα παραπάνω Ποντάρουν, ειδικά ο ΣΥΡΙΖΑ, στο ότι η νέα γενιά, λόγω της ηλικίας της, δεν έχει μεγάλη πείρα, ότι θα μπορέσουν να ξεγελάσουν και να αρπάξουν ψήφους από τη νεολαία, χωρίς να έχουν καμία επαφή μαζί της και με τα προβλήματά της  Απλά και μόνο θέτοντας χιλιοπαιγμένα εκβιαστικά διλήμματα",political parties,democracy,youth,government overthrow,-0.75,0.8,0.7,0.4,0.6,0.8,0.1,0.05,"[['syriza', 'organization', '0.6']]","[['syriza', 'political party', '0.6'], ['greece', 'country', '0.5']]"
25,"In recent days, this dilemma has become even more grim, it has been transformed by Messrs Mitsotakis and Tsipras themselves into a dilemma of who has more or less dead.  That's what their decline has come to.  That's how low they think the bar of our people is. But so far.  Our people mourned victims, their own children with all the.  And the 102 in Mati and the 25 in Mandra and the 57 now in Tempe and so many others. ","Τις τελευταίες μέρες, αυτό το δίλημμα έχει γίνει ακόμα πιο ζοφερό, έχει μετατραπεί από τους ίδιους τους κυρίους Μητσοτάκη και Τσίπρα στο δίλημμα ποιος έχει περισσότερους ή λιγότερους νεκρούς  Εκεί έχει φτάσει η κατάντια τους  Τόσο χαμηλά νομίζουν ότι είναι ο πήχης του λαού μας Ως εδώ όμως  Ο λαός μας θρήνησε θύματα, δικά του παιδιά με όλους τους  Και τους 102 στο Μάτι και τους 25 στη Μάνδρα και τους 57 τώρα στα Τέμπη και τόσους άλλους",other,other,natural disasters,greek political leadership,-0.7,0.2,0.1,0.1,0.2,0.2,0.1,0.0,"[['mitsotakis', 'person', '0.4'], ['tsipras', 'person', '0.4'], ['mati', 'location', '0.2'], ['mandra', 'location', '0.2'], ['tempe', 'location', '0.2']]","[['mitsotakis', 'person', '0.9'], ['tsipras', 'person', '0.9'], ['mati', 'location', '0.8'], ['mandra', 'location', '0.8'], ['tempe', 'location', '0.8.']]"
26," We can no longer count lost human lives.  We must earn our lives, the life we deserve. This is precisely why these dilemmas are actually shaming every young person who wants to look to the future with their head held high.  Why youth cannot limit their hopes by looking for the ""less is worse"" option. That's why there is a massive ""no one"" response to the questions asked by their own pollsters about which of the two can best solve the big problems.  Not by chance. "," Δεν μπορεί να μετράμε πλέον χαμένες ανθρώπινες ζωές  Πρέπει να κερδίσουμε τις ζωές μας, τη ζωή που μας αξίζει Ακριβώς γι’ αυτόν τον λόγο και αυτά τα διλήμματα ντροπιάζουν στην πραγματικότητα κάθε νέα και νέο που θέλει να κοιτά με το κεφάλι ψηλά το μέλλον  Γιατί η νεολαία δεν μπορεί να περιορίσει τις ελπίδες της ψάχνοντας την επιλογή του “λιγότερου χειρότερου” Γι’ αυτό και απαντά μαζικά “κανένας” στις ερωτήσεις που κάνουν οι δικοί τους δημοσκόποι, για το ποιος από τους δύο μπορεί καλύτερα να δώσει λύση στα μεγάλα προβλήματα  Όχι τυχαία",employment,other,youth,youth perspective,-0.5,0.4,0.0,0.3,0.0,0.2,0.0,0.0,[],"[['young person', 'person', '0.5'], ['pollsters', 'group of people', '0.5']]"
