id,text,text_el,topic,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner
11," And what did the government do.  How she demonstrated her respect for justice in the Council of State by annulling the.  July 2022, you annulled the decision of the. "," Και τι έκανε η κυβέρνηση  Πως επέδειξε τον σεβασμό της στη δικαιοσύνη στο Συμβούλιο της Επικρατείας ακυρώνοντας το  Ιούλιος του 2022, ακυρώσατε την απόφαση του στε",justice,,annulling decision,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,"[['government', 'organization', '0.9'], ['council of state', 'organization', '0.8'], ['july 2022', 'date', '0.6']]"
12," With a law of the Ministry of Environment the majority package of shares, EYDATH EYDAP interferes with the fund and is neither returned nor granted against the Parliament and the judgment of the Council of State.  At the same time, Mitsotakis S.A. initiates the delivery to private parties of the external external water supply system of Attica.  A 291 million budget project.  Essentially the water supply.  The whole of Athens.  And what it does.  Precludes EYDAP from striking this project.  I've seen this play somewhere before. "," Με νόμο του Υπουργείου Περιβάλλοντος το πλειοψηφικό πακέτο των μετοχών, ΕΥΔΑΘ ΕΥΔΑΠ παρεμβαίνει στην ταμείο και ούτε επιστρέφεται ούτε παραχωρείται κόντρα στη Βουλή και στην κρίση του Συμβουλίου της Επικρατείας  Παράλληλα, η Μητσοτάκης Α Ε δρομολογεί την παράδοση σε ιδιώτες του εξωτερικού εξωτερικού υδροδοτικού συστήματος της Αττικής  Ένα έργο προϋπολογισμού 291  εκατομμυρίων  Ουσιαστικά την υδροδότηση  Ολόκληρης της Αθήνας  Και τι κάνει  Αποκλείει την ΕΥΔΑΠ από το να χτυπήσει αυτό το έργο  Κάπου το χω ξαναδεί αυτό το έργο",infrastructure,water privatisation,privatization of water supply,0.0,0.5,0.0,0.2,0.4,0.5,0.0,0.0,"[['ministry of environment', 'organization', '1.0'], ['eydath eydap', 'organization', '1.0'], ['parliament', 'organization', '1.0'], ['council of state', 'organization', '1.0'], ['mitsotakis s.a.', 'organization', '1.0'], ['attica', 'location', '1.0'], ['athens', 'location', '1.0'], ['eydap', 'organization', '0.5']]"
13," For the older ones, you remember the Mitsotakis government of Father Mitsotakis when it shut down the then state-owned.  Ote.  From striking a contract for mobile telephony and handing it over to Mr Kokkalis' panafon and the Italian T e l e s t e.  So does Mitsotakis scandalously excludes the public H I D A P.  From this great project until privatization and will let them say to say to get back in as they did with OTE after its privatization with the cosmote.  Today for this project we have in the final stage 2 consortia actor elector on one side.  Terna Indracat on the other hand to the pimps, in other words. "," Για τους παλαιότερους, θυμάστε η κυβέρνηση Μητσοτάκη του Πατρός Μητσοτάκη όταν απέκλεισε τον τότε κρατικό  Οτε  Από το να χτυπήσει συμβόλαιο για την κινητή τηλεφωνία και το παρέδωσε στην panafon του κυρίου Κόκκαλη και στην ιταλική Τ ε λ ε σ τ ε  Το ίδιο κάνει και ο Μητσοτάκης σκανδαλωδώς εξαιρεί τη δημόσια Ε Υ Δ Α Π  Από αυτό το μεγάλο έργο, έως ότου την ιδιωτικοποίηση και θα τους αφήσει να πει να μπούμε πάλι μέσα όπως κάνανε με τον ΟΤΕ μετά την ιδιωτικοποίησή του με την κοσμοτε  Σήμερα για αυτό το έργο έχουμε στην τελική ευθεία 2 κοινοπραξίες ακτωρ  ηλέκτωρ από τη μια μεριά  Τέρνα Ιντρακάτ από την άλλη στο στους νταβατζήδες, με άλλα λόγια",,privatisations,telecommunications privatization,0.0,0.5,0.0,0.4,0.4,0.5,0.0,0.0,"[['mitsotakis', 'person', '1.0'], ['mitsotakis government', 'organization', '0.8'], ['father mitsotakis', 'person', '1.0'], ['ote', 'organization', '1.0'], ['kokkalis', 'person', '1.0'], ['panafon', 'organization', '1.0'], ['italian t e l e s t e', 'organization', '1.0'], ['mitsotakis scandalously', 'person', '0.7'], ['h i d a p', 'organization', '1.0'], ['ote', 'organization', '1.0'], ['cosmote', 'organization', '1.0'], ['terna indracat', 'organization', '1.0']]"
14," And yet in this last December.  December 22 yes, no from the Council of State blocking government plans.  And for the commercial pricing of water with a Council of State that once again fortunately stood upright.  And he insisted again on public control of water.  And now. "," Και ακόμα σε αυτό τον περασμένο Δεκέμβρη  Το Δεκέμβριο του 22 ναι, όχι από το Συμβούλιο της Επικρατείας που μπλοκάρει τα κυβερνητικά σχέδια  Και για την εμπορική τιμολόγηση του νερού με ένα Συμβούλιο της Επικρατείας που μια φορά ακόμα ευτυχώς έμεινε όρθιο  Και επέμεινε ξανά υπέρ του δημόσιου ελέγχου στο νερό  Και τώρα",civil protection,,water pricing,0.0,0.1,0.0,0.0,0.1,0.2,0.0,0.0,"[['december', 'date', '1.0'], ['council of state', 'organization', '1.0'], ['government', 'organization', '0.8'], ['council of state', 'organization', '1.0'], ['public control', 'misc', '0.9'], ['water', 'misc', '0.8']]"
15, Mitsotakis A Once again you give your change by expanding the energy regulator to become a regulator for water and sanitation.  Always the first step before break-up and privatisation.  This is a regulatory authority.  What do you think? , Μητσοτάκης Α Ε άλλη μια φορά δίνετε τα ρέστα σας με επέκταση της ρυθμιστικής αρχής ενέργειας ώστε να γίνει και ρυθμιστική αρχή για το νερό και την αποχέτευση  Πάντα το πρώτο βήμα πριν το σπάσιμο και την ιδιωτικοποίηση  Αυτό είναι ρυθμιστική αρχή  Εσείς τι λέτε,reference to other parties,water privatisation,regulatory authority,-0.6,0.86,0.0,0.5,0.2,0.5,0.0,0.2,"[['mitsotakis', 'person', '0.91']]"
16," Of course I heard you say that it is not privatisation, as you had the audacity to tell us the other day that the concession of the children's hospitals to Mrs Marianna Vardinoyannis was not public privatisation and that is what you say.  The regulatory authority will simply supervise, it will be the arbiter of the benefits that will remain public you are not telling us.  Leave it to rot to put in a public regulator.  To regulate the public is as stupid as having a referee when you play solitaire alone that's what you're doing, but you're not stupid you're four-faced you're. "," Βέβαια σας άκουσα να λέτε μα δεν πρόκειται για ιδιωτικοποίησή όπως προχτές είχατε το θράσος να μας πείτε ότι η παραχώρηση των νοσοκομείων παίδων στην κυρία Μαριάννα Βαρδινογιάννη δεν ήταν η ιδιωτικοποίηση δημόσιο ήταν και αυτό λέτε  Η ρυθμιστική αρχή αρχή απλά θα εποπτεύει, θα είναι ο διαιτητής των παροχών που θα παραμείνουν δημόσια αυτά δεν μας λέτε  Αφήστε τα σάπια το να βάλεις δημόσια ρυθμιστική αρχή  Να ρυθμίσετε το δημόσιο είναι το ίδιο ηλίθιο με το να έχεις διαιτητή όταν παίζεις μόνος σου πασιέντζα αυτό κάνετε, αλλά ηλίθιοι δεν είστε θα τετραπέρατη είστε",economy,,privatisation,-0.7,0.9,0.1,0.8,0.8,0.8,0.0,0.7,"[['marianna vardinoyannis', 'person', '1.0']]"
17, Agents of the predators who want our water just before you fall from power.  This is you.  Because we know you.  And we know you don't even have original ideas. , Ατζέντηδες των αρπακτικών που θέλουν και το νερό μας λίγο πριν πέσετε από την εξουσία  Αυτοι ειστε  Επειδή σας ξέρουμε  Και ξέρουμε ότι δεν έχετε καν πρωτότυπες ιδέες,,water privatisation,water,-0.7,1.0,1.0,0.85,0.8,0.8,0.7,0.8,"[['agents', 'organization', '0.72'], ['predators', 'organization', '0.58']]"
18," What you are doing is following a model that has come to you from the outside through the law firms of Terna of Peristeri, of one another by the well-known pimps whom you serve and to whom you belong in body and soul.  We know what they want.  The break. "," Αυτό που κάνετε είναι να ακολουθείται ένα μοντέλο που σας ήρθε απ έξω μέσω δίκη δικηγορικών γραφείων της Τερνα του Περιστέρη, του ενός του άλλου από τους γνωστούς Νταβατζήδες, τους οποίους εξυπηρετείτε και στους οποίους ανήκετε ψυχή τε και σώματι  Ξέρουμε τι θέλουν θέλουν  Το σπάσιμο",reference to other parties,other,prostitution,-0.8,1.0,1.0,0.8,0.9,0.9,0.0,0.8,"[['terna', 'organization', '0.9'], ['peristeri', 'location', '0.9']]"
19," A semi-privatized EYDAP EYDATH in 2 pieces, in the private equity model and that's what they will do.  They will create 2 companies, one will have the infrastructure and no employees, the other will have employees and no infrastructure.  The company with the infrastructure will be made to borrow huge amounts of money from foreign funds, which they will put in their pockets and then they will make the company that has no infrastructure but has employees pay rent.  In the company that has infrastructure and has no employees and then you'll go to the employees and say, you have to reduce your wages because we have a lot of rent to pay in the company that has infrastructure and has no employees. "," Μιας ημι ιδιωτικοποιημένης ΕΥΔΑΠ ΕΥΔΑΘ σε 2 κομμάτια, στο μοντέλο του private equity και αυτό θα κάνουν  Θα δημιουργήσουν 2 εταιρείες, η μία θα έχει τις υποδομές και δεν θα έχει εργαζόμενους, η άλλη θα έχει εργαζόμενους και δεν θα έχει υποδομές  Την εταιρεία με τις υποδομές θα τη βάλουν να δανειστεί τεράστια χρηματικά ποσά από funds του εξωτερικού, τα οποία πόσα θα βάλουν στην τσέπη τους και μετά θα βάζουν την εταιρεία που δεν έχει υποδομές αλλά έχει εργαζόμενους να πληρώνουν νοίκι  Στην εταιρεία που έχει υποδομές και δεν έχει εργαζόμενους και μετά  Θα πάτε στους εργαζόμενους και θα πείτε, πρέπει να μειώσετε τους μισθούς σας γιατί έχουμε πολλά νοίκια να πληρώνουμε στην εταιρεία που έχει υποδομές και δεν έχει εργάζομαι",economy,water privatisation,semi-privatization of eydap eydath,-0.8,0.95,0.2,0.8,0.8,0.75,0.0,0.0,"[['eydap', 'organization', 'high'], ['eydath', 'organization', 'high']]"
20, This is what happened in Britain.  This happens every time water is privatised.  It's a lot of money to be eaten up by charging loans to infrastructure companies that will essentially be privatized.  Ladies and Gentlemen.  It is believed that out there the climate has changed. , Αυτό συνέβη στη Βρετανία  Αυτό συμβαίνει κάθε φορά που ιδιωτικοποιείται το νερό  Είναι πολλά τα λεφτά που θα φάνε φορτώνοντας δανεικά στις εταιρείες των υποδομών που ουσιαστικά θα ιδιωτικοποίησης  Κυρίες και κύριοι συνάδελφοι  Ψυχανεμίζεται ότι εκεί έξω το κλίμα έχει αλλάξει,,water privatisation,water privatization,-0.5,0.5,0.0,0.1,0.2,0.3,0.0,0.0,"[['britain', 'location', '1.0'], ['water', 'object', '0.9'], ['infrastructure companies', 'organization', '0.8'], ['ladies and gentlemen', 'person', '1.0'], ['climate', 'object', '0.9']]"
21," That finally, the hegemony of private mania that her bread and your bread is measured.  But you have letters, you must redeem them before this parliamentary term is over.  We on day 25 are clear. "," Ότι τέλος, η ηγεμονία της ιδιωτικό μανίας ότι είναι μετρημένα τα ψωμιά της και τα ψωμιά σας  Αλλά έχετε γράμματα, πρέπει να τα εξαργυρώσετε πριν τελειώσει αυτή η κοινοβουλευτική θητεία  Εμείς το μέρα 25 είμαστε ξεκάθαροι",reference to other parties,other,economy,0.0,0.2,0.0,0.2,0.2,0.5,0.0,0.0,"[['parliamentary term', 'organization', '0.85'], ['day 25', 'date', '0.7']]"
22," Neither the minister.  Neither oligarch should have in their hands public goods, public, single network, be it water, electricity or trains with social accountability, not only to an appointed authority, but to consultative councils of elected citizens and elected officials.  Friends of SYRIZA. "," Ούτε ο υπουργός  Ούτε ολιγάρχης πρέπει να έχουν στα χέρια τους τα δημόσια αγαθά, δημόσιο, ενιαίο δίκτυο, είτε αφορά το νερό, είτε το ρεύμα, είτε τα τρένα με κοινωνική λογοδοσία, όχι μόνο σε μια διορισμένη αρχή, αλλά σε διαβουλεύτηκα συμβούλια κληρωτών και εκλεγμένων πολιτών  Φίλες και φίλοι του ΣΥΡΙΖΑ",transparency,privatisations,public goods,0.0,0.7,0.2,0.2,0.2,0.4,0.0,0.0,"[['syriza', 'organization', '1.0'], ['minister', 'person', '1.0'], ['oligarch', 'person', '1.0']]"
23," Your DNA.  It tells you that we are right in what we say.  What I have just said I am sure speaks to your soul in your Ooi.  Unfortunately your leadership while you were in government after the capitulation of July 15.  Your leadership has given land and water to the Greek trains, airports and other things to the oligarchs while you were in government, but even today.  Despite the outcry of the oligarchs from the people outside, especially the youth.  You continue to push the oligarchs, promising them that you will not re-privatise the trains.  You will not abolish the energy exchange all that you did, that is, in your four years you will not abolish Hercules.  All those false market abominations that make our country a serfdom today. "," Το DNA σας  Σας λέει ότι εμείς έχουμε δίκιο σε αυτό που λέμε  Αυτά που μόλις είπα είμαι σίγουρος ότι μιλάνε στην ψυχή σας στο οοη σας  Δυστυχώς η ηγεσία σας όσο ήσασταν κυβέρνηση μετά τη συνθηκολόγηση του Ιουλίου του 15  Η ηγεσία σας έχει δώσει γην και ύδωρ γήν το ελληνικό τα τρένα, τα αεροδρόμια και ειδών στους ολιγάρχες το κάνατε όσο ήσασταν κυβέρνηση, αλλά ακόμα και σήμερα  Παρά την κατακραυγή των ολιγαρχών από τον κόσμο εκεί έξω, ιδίως από τη νεολαία  Συνεχίζετε να θώπευε τε τους ολιγάρχες, να τους υπόσχεστε ότι δεν θα επανιδιωτικοποιήσετε στα τρένα  Δεν θα καταργήσετε το χρηματιστήριο ενέργειας όλα αυτά που κάνατε εσείς, δηλαδή στην τετραετία σας δεν θα καταργήσετε τον Ηρακλή  Όλα εκείνα τα ψευτο αγοραία εκτρώματα που καθιστούν τη χώρα μας χρεοδουλοπαροικίας σήμερα",economy,privatisations,leadership,-0.7,0.35,0.0,0.45,0.8,0.75,0.0,0.1,"[['dna', 'type', 'probability', ''], ['july 15', 'type', 'probability']]"
24," Today tomorrow you will vote against this plan or you will be shut down again and locked up in your foolish tactic of not voting.  You submit anti-constitutionality proposals here and you do not vote.  Admit here the foolishness of your leadership and that vote no on this bill will be demanded by the workers tomorrow and it is not bad to say that you made a mistake in the wrong tactics.  Ladies and gentlemen, Mr President.  This House. "," Σήμερα aύριο θα καταψηφίσετε αυτό το σχέδιο ή θα κλειστείτε πάλι θα εγκλωβιστείτε στην ανόητη τακτική σας να μην ψηφίζετε  Καταθέτετε εδώ προτάσεις  αντί-συνταγματικότητας και δεν ψηφίζετε  Παραδεχτείτε εδώ ανοησία της ηγεσίας σας και αυτό ψηφίστε όχι σε αυτό το νομοσχέδιο θα σας το ζητήσουν και οι εργαζόμενοι αύριο δεν είναι κακό να πείτε ότι κάνατε λάθος στο λάθος τακτικής  Κυρίες και κύριοι συνάδελφοι, κύριε Πρόεδρε  Αυτή η Βουλή",reference to other parties,democracy-institutions,voting,-0.7,0.85,0.2,0.5,0.8,0.8,0.2,0.2,"[['today', 'date', '1.0'], ['tomorrow', 'date', '1.0'], ['workers', 'title', '0.5'], ['mr president', 'title', '0.5'], ['house', 'organization', '0.5']]"
25," It no longer reflects public opinion, it is time to disband and hold elections.  Yesterday.  the day 25. "," Δεν αντανακλά πλέον την κοινή γνώμη, ήρθε η ώρα να διαλυθεί και να γίνουν εκλογές  Χτες  το μέρα 25",,elections,elections,-0.6,0.9,0.0,0.2,0.2,1.0,0.0,0.0,[]
26, We will come back to the Parliament strengthened to overturn your post-electoral oligarchic show.  I promise you that if this four years we are a nuisance.  Next day there'll be more of us in here.  And so that the citizens can sleep. , Θα επανέλθουμε στη Βουλή ενισχυμένη για να ανατρέψουμε το μετεκλογικό μνημονιακό ολιγαρχικό σας σόου  Σας υπόσχομαι ότι αν αυτή την τετραετία είμαστε ενοχλητικοί  Την επομένη θα είμαστε περισσότεροι εδώ μέσα  Και έτσι ώστε οι πολίτες να κοιμούνται,reference to other parties,democracy-institutions,parliament,0.2,0.2,0.5,0.2,0.2,0.5,0.3,0.0,"[['parliament', 'organization', '1.0'], ['four years', 'time period', '1.0']]"
27, More lighthearted evenings we in here will become a real nightmare for you and for the oligarchies to which you belong.  Thank you.  .  , Πιο ανάλαφρα τα βράδια εμείς εδώ μέσα θα γίνει ένας πραγματικός εφιάλτης για σας και για τις ολιγαρχίες στους οποίους ανήκετε  Σας ευχαριστώ  ,reference to other parties,,threats,-0.6,1.0,1.0,0.2,0.5,0.7,0.5,0.1,[]
