id,text,text_el,topic,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner,ner-limited
11," We are marathon runners passing the baton in the national elections first round, second round, third round until tomorrow.  Mitsotakis Prime Minister, if possible this is a complete disregard for the Constitution and the popular verdict.  What Mr Tsipras says will.  I discuss says for coalition government only if it is first, it will not be first, it is clear.  So I say here from Serres to the Greek people once again playing cheap games on your backs for this the only solution is the strong democratic party from the first Sunday for a stable road will govern progress and perspective hope for all Greeks. "," Είμαστε μαραθωνοδρόμοι που δίνουμε σκυτάλη στις εθνικές εκλογές πρώτος γύρος, δεύτερος γύρος, τρίτος γύρος μέχρι αύριο  Μητσοτάκης πρωθυπουργός, αν είναι δυνατόν αυτή είναι η πλήρη περιφρόνηση του Συντάγματος και της λαϊκής ετυμηγορίας  Ο κύριος Τσίπρας τι λέει θα  Συζητώ λέει για κυβέρνηση συνεργασίας μόνο αν είναι πρώτο, δεν θα είναι πρώτο, Είναι ξεκάθαρο  Άρα λέω εδώ από τις Σέρρες στον ελληνικό λαό για άλλη μια φορά παίζουν φτηνά παιχνίδια στις πλάτες σας για αυτό η μόνη λύση είναι η ισχυρή δημοκρατική παράταξη από την πρώτη Κυριακή για σταθερό οδό θα κυβερνήσει πρόοδο και προοπτική ελπίδα για όλους τους Έλληνες",elections,election spending,greek elections,-0.5,0.5,0.2,0.1,0.2,0.2,0.0,0.0,"[['mitsotakis', 'person', '1.0'], ['prime minister', 'job title', '0.6'], ['constitution', 'organization', '0.7'], ['mr tsipras', 'person', '1.0'], ['serres', 'location', '0.8'], ['greek', 'nationality', '1.0'], ['sunday', 'date', '0.6']]","[['mitsotakis', 'person', '0.6'], ['constitution', 'organization', '0.5'], ['mr tsipras', 'person', '0.7'], ['serres', 'location', '0.8'], ['greek', 'country', '0.5'], ['first sunday', 'date', '0.6']]"
12," They say, I will choose our prime minister in all coalition governments, as programmatic convergences are made I will say today what our priorities will be.  So there is a convergence in the faces.  It is obvious that this is another communication game. "," Λένε, θα επιλέξω εγώ τον πρωθυπουργό μας σε όλες τις κυβερνήσεις συνεργασίας, όπως γίνονται προγραμματικές συγκλίσεις που θα πω σήμερα ποιες θα είναι οι προτεραιότητές μας  Έτσι γίνεται σύγκλιση και στα πρόσωπα  Είναι προφανές ότι και άλλα αυτό είναι ένα επικοινωνιακό παιχνίδι",elections,coalition,coalition government,0.0,0.1,0.0,0.1,0.2,0.1,0.0,0.0,"[['prime minister', 'person', '0.8'], ['coalition governments', 'organization', '0.6']]","[['prime minister', 'person', '0.8'], ['coalition governments', 'group of people', '0.7'], ['programmatic convergences', 'organization', '0.6'], ['priorities', 'organization', '0.4'], ['communication game', 'organization', '0.3']]"
13," When there are coalition governments, the convergences are also in the faces, especially in the face of the Prime Minister, who must be a person of common consent.  So I will not say who is in a person of common acceptance.  But some people even this simple issue that is happening in many European countries.  Here they have made it a top issue because they do not want to convince the people or the well-known media rulers that the dilemma is Mitsotakis or chaos and we answer here from Serres that Mr Mitsotakis is chaos.  It is social inequalities, it is the devaluation of public wealth, it is interception, it is the violation of human rights, it is the open attack on the principles.  And they look so much alike. "," Όταν υπάρχουν κυβερνήσεις συνεργασίας, οι συγκλίσεις είναι και στα πρόσωπα, ιδιαίτερα στο πρόσωπο του πρωθυπουργού που πρέπει να είναι πρόσωπο κοινής αποδοχής  Άρα δεν θα πω εγώ ποιος είναι σε ένα πρόσωπο κοινής αποδοχής  Όμως κάποιοι ακόμη και αυτό το τόσο απλό θέμα που συμβαίνει σε πολλά κράτη της Ευρώπης  Εδώ το έχουν κάνει κορυφαίο ζήτημα γιατί δεν θέλουν να πείσουν το λαό η γνωστή μιντιάρχες ότι το δίλημμα είναι μητσοτάκης ή χάος και απαντάμε και εδώ από τις Σέρρες ότι ο κύριος Μητσοτάκης είναι το χάος  Είναι οι κοινωνικές ανισότητες, είναι απαξίωση του δημόσιου πλούτου, είναι υποκλοπές, είναι η καταπάτηση των ανθρωπίνων δικαιωμάτων, είναι η επίθεσις ανοιχτά τις αρχές  Και μοιάζουν τόσο πολύ",political parties,other,coalition governments,-0.7,0.75,0.2,0.6,0.7,0.7,0.2,0.5,"[['prime minister', 'title', '1.0'], ['mitsotakis', 'person', '0.5'], ['european', 'location', '1.0'], ['serres', 'location', '1.0']]","[['coalition governments', 'organization', '0.75'], ['prime minister', 'person', '0.95'], ['european countries', 'location', '0.9'], ['mitsotakis', 'person', '0.8'], ['serres', 'location', '0.7']]"
14," Let us remember who is stable and responsible, us or them.  What we were saying about independent authorities and justice under SYRIZA we are saying now under the new democracy.  We were saying then that the TV licence competition is a rigged game to give licences. "," Ας θυμηθούμε ποιοι είναι σταθεροί και υπεύθυνοι εμείς ή αυτοί  Ό, τι λέγαμε για τις ανεξάρτητες αρχές και τη δικαιοσύνη επί ΣΥΡΙΖΑ λέμε και τώρα επί νέας δημοκρατίας  Λέγαμε τότε ότι ο διαγωνισμός των τηλεοπτικών αδειών είναι ένα στημένο παιχνίδι για να δώσει άδειες",media,lack of accountability,politics,0.0,0.2,0.1,0.2,0.2,0.5,0.2,0.0,"[['syriza', 'org', '0.931'], ['new democracy', 'org', '0.997']]","[['new democracy', 'political party', '0.80'], ['syriza', 'political party', '0.70']]"
15," Mr Tsipras to friendly business interests.  It was proved by the judgments of the court 13 zero Mr Pappas was convicted.  But everywhere it says justice everywhere justice for the rest of us Greeks, for them impunity.  Because if one of us had been convicted 13 to zero in the Special Court and one of PASOK's executives, imagine what would happen if I put him on our ballot papers, the Greek people might wonder, and also if one of us, a close associate of mine, organized a paracracy of eavesdropping and instead of bringing him to justice, as Mr. Mitsotakis' son did.  We had him on full status. "," Ο κύριος Τσίπρας σε φιλικά επιχειρηματικά συμφέροντα  Απεδείχθη με τις αποφάσεις της δικαιοσύνης 13 μηδέν καταδικάστηκε ο κύριος Παππάς  Αλλά παντού λέει δικαιοσύνη παντού δικαιοσύνη για μας τους υπόλοιπους Έλληνες, για αυτούς ατιμωρησία  Διότι αν ένας από εμάς είχε καταδικαστεί 13 μηδέν στο Ειδικό Δικαστήριο και ένα από τα στελέχη του ΠΑΣΟΚ, φανταστείτε τι θα γινόταν αν τον έβαζα στα ψηφοδέλτιά μας αυτό να αναρωτηθεί ο ελληνικός λαός, όπως επίσης εάν ένας από εμάς, ένας στενός μου συνεργάτης, διοργάνωνε ένα παρακράτος υποκλοπών και αντί να τον οδηγήσουμε στη δικαιοσύνη, όπως έκανε ο υιός του κυρίου Μητσοτάκη  Τον είχαμε σε πλήρες καθεστώς",corruption,impunity,greek politics,0.0,0.6,0.0,0.8,0.8,0.2,0.0,0.1,"[['mr tsipras', 'person', '1.0'], ['mr pappas', 'person', '1.0'], ['special court', 'organization', '1.0'], ['pasok', 'organization', '1.0'], ['greek', 'norp', '0.75'], ['mitsotakis', 'person', '1.0']]","[['mr tsipras', 'person', '1.0'], ['mr pappas', 'person', '0.8'], ['the greek people', 'group of people', '0.8'], ['pasok', 'political party', '0.6'], ['special court', 'organization', '0.6'], ['mr. mitsotakis', 'person', '0.6'], ['greeks', 'group of people', '0.4']]"
16," Impunity.  So respecting justice and institutions.  So when independent authorities are attacked, we respond with PASOK strong, we will have a strong rule of law, separation of powers and strong independent authorities.  Because for us the goal is for the Greek people to finally live in a European normality, for the state to respect its citizens and for us all to feel that we are equal before the law and not that for a few people we are equal before the law.  The cronies of Mr Tsipras and Mr Mitsotakis have a regime of impunity, a regime of a peculiar attempt to cover up all their actions.  This is our difference in political ethos.  That is why we are a democratic party, because we really want there to be absolute transparency and meritocracy. "," Ατιμωρησίας  Που λοιπόν σέβονται τη δικαιοσύνη και τους θεσμούς  Εμείς λοιπόν, όταν επιτίθενται σε ανεξάρτητες αρχές, απαντάμε με το ΠΑΣΟΚ ισχυρό, θα έχουμε ισχυρό κράτος δικαίου, διάκριση των εξουσιών και ισχυρές ανεξάρτητες αρχές  Γιατί για μας στόχος είναι να ζήσεις επιτέλους ο ελληνικός λαός σε μια ευρωπαϊκή κανονικότητα, να σέβεται το κράτος στους πολίτες και έτσι όλοι μαζί να νιώθουμε ότι είμαστε ισότιμοι απέναντι στον νόμο και όχι ότι για κάποιους λίγους  Τους κολλητούς του κυρίου Τσίπρα και του κυρίου Μητσοτάκη υπάρχει ένα καθεστώς ατιμωρησίας, ένα καθεστώς μιας ιδιότυπης προσπάθειας συγκάλυψης όλων των πράξεών τους  Αυτή είναι η διαφορά μας στο πολιτικό ήθος  Για αυτό είμαστε δημοκρατική παράταξη, διότι θέλουμε πραγματικά να υπάρχει απόλυτη διαφάνεια και αξιοκρατία",justice,other,impunity,0.7,0.1,0.0,0.1,0.1,0.2,0.0,0.0,"[['pasok', 'person/political party', '1'], ['greek', 'nationality', '1'], ['european', 'nationality', '1'], ['tsipras', 'person', '1'], ['mitsotakis', 'person', '1']]","[['pasok', 'political party', '1.0'], ['mr tsipras', 'person', '1.0'], ['mr mitsotakis', 'person', '1.0'], ['democratic party', 'organization', '1.0'], ['greek', 'country', '1.0'], ['european', 'location', '1.0']]"
17, We saw what happened in the tragedy of Tempi.  A tragedy that stigmatized the entire Greek people.  Because our state could not guarantee the basics in transport safety. , Είδαμε τι έγινε στην τραγωδία των Τεμπών  Μια τραγωδία που στιγμάτισε όλον τον ελληνικό λαό  Διότι το κράτος μας δεν μπορούσε να εγγυηθεί τα στοιχειώδη στην ασφάλεια στις μεταφορές,other,safety,transport safety,-0.7,1.0,0.0,0.3,0.0,0.2,0.0,0.0,"[['tempi', 'location', '0.8'], ['greek', 'nationality', '0.7']]","[['tempi', 'location', '0.9'], ['greek people', 'group of people', '0.8'], ['greek', 'country', '0.7']]"
18," What we saw in this case too.  The former prime minister getting camera, going to Larissa to want to prove that he existed, says Telemedia.  And the minister of New Democracy gets other cameras to enter Larissa to prove that there were, but did not work telecameras.  But when they come to despise human life itself. "," Τι είδαμε και σε αυτή την περίπτωση  Τον πρώην πρωθυπουργό να παίρνει κάμερας, να πηγαίνει στη Λάρισα για να θέλει να αποδείξει ότι υπήρχε, λέει Τηλεδιοίκησης  Το δε υπουργό της Νέας Δημοκρατίας παίρνει άλλες κάμερες να μπαίνει και αυτός στη Λάρισα για να αποδείξει ότι υπήρχε, αλλά δεν λειτούργησε τηλεδίκες  Μα όταν φτάνουν στο σημείο να περιφρονούν την ίδια την ανθρώπινη ζωή",criticism,other,politics,-0.5,0.8,0.0,0.8,0.7,0.3,0.0,0.2,"[['larissa', 'location', '1.0'], ['telemedia', 'organization', '1.0'], ['new democracy', 'organization', '1.0']]","[['larissa', 'location', '1.0'], ['new democracy', 'political party', '1.0']]"
19, What do you expect from these political leaders.  I pretend they didn't know.  This is Comrade Castanides. , Τι περιμένετε από αυτές τις πολιτικές ηγεσίες  Κάνω ότι δεν γνώριζαν  Εδώ είναι ο σύντροφος καστανίδης,other,other,political leaders,0.0,0.1,0.0,0.1,0.2,0.5,0.0,0.0,"[['comrade castanides', 'person', '0.85']]","[['comrade castanides', 'person', '0.9']]"
20, Who pointed out to the House that there was.  That there was.  From the independent transparency authority.  He informed the responsible ministry that Mr. Karamanlis is the minister.  That the 7 17 did not proceed. , Οποίος ανέδειξε στη Βουλή ότι υπήρξε  Ότι υπήρχε  Από την ανεξάρτητη αρχή διαφάνειας  Ενημέρωσε στο αρμόδιο υπουργείο που υπουργός είναι ο κύριος Καραμανλής  Ότι οι 7 17 δεν προχωρούσε,other,abstention,transparency,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,"[['the house', 'organization', '0.6', ''], ['independent transparency authority', 'organization', '0.8', ''], ['responsible ministry', 'organization', '0.7', ''], ['mr. karamanlis', 'person', '0.9']]","[['house', 'location', '1.0'], ['independent transparency authority', 'organization', '1.0'], ['responsible ministry', 'organization', '1.0'], ['mr. karamanlis', 'person', '1.0'], ['7 17', 'date', '0.5']]"
21," The contract of the TeleGovernment project that was signed in 2014 and had to be implemented in 2 years in 2016, because there are specific responsibilities and urges the competent ministry to give the file to the judiciary.  So, the dear one asks.  Companion and colleague to the Minister.  Why didn't you take this file to the courts and the answer is, I didn't know it existed.  Karamanlis did not know the file of the independent transparency authority, Mr Mitsotakis did not know that in 2000 20:22.  The European Railway Agency had ranked our network the highest mortality network in Europe. "," Η σύμβαση δηλαδή του έργου της Τηλεδιοίκησης που υπεγράφη το 2014 και έπρεπε να υλοποιηθεί σε 2 χρόνια το 2016, διότι υπάρχουν συγκεκριμένες ευθύνες και προτρέπει το φάκελο αυτό να τον δώσει το αρμόδιο υπουργείο στη δικαιοσύνη  Ρωτάει λοιπόν, ο αγαπητός  Σύντροφος και συνάδελφος στον υπουργό  Γιατί δεν πήγατε αυτό τον φάκελο στη δικαιοσύνη και η απάντηση είναι, δεν γνώριζα την ύπαρξη  Ο Καραμανλής δεν γνώριζα τον φάκελο της ανεξάρτητης αρχής διαφάνειας ο κύριος Μητσοτάκης δεν γνώριζε ότι το 2000 20:22  Ο Ευρωπαϊκός Οργανισμός Σιδηροδρόμων είχε βγάλει το δίκτυο μας δίκτυο της υψηλότερης θνησιμότητας στην Ευρώπη",accountability,lack of accountability,telegovernment project contract,-0.5,0.2,0.0,0.1,0.2,0.0,0.0,0.0,"[['telegovernment', 'project', '1.0'], ['2014', 'date', '1.0'], ['2 years', 'duration', '1.0'], ['2016', 'date', '1.0'], ['competent ministry', 'organization', '1.0'], ['judiciary', 'organization', '1.0'], ['karamanlis', 'person', '1.0'], ['independent transparency authority', 'organization', '1.0'], ['mitsotakis', 'person', '1.0'], ['2000', 'time', '1.0'], ['european railway agency', 'organization', '1.0'], ['europe', 'location', '1.0']]","[['telegovernment project', 'organization', '1.0'], ['competent ministry', 'organization', '0.8'], ['judiciary', 'organization', '1.0'], ['minister', 'person', '1.0'], ['karamanlis', 'person', '0.8'], ['independent transparency authority', 'organization', '1.0'], ['mitsotakis', 'person', '0.8'], ['european railway agency', 'organization', '1.0'], ['europe', 'location', '1.0'], ['2000', 'date', '1.0']]"
22," They also did not know.  That there were complaints from all stakeholders about safety on trains.  But in 2019, just before he became Prime Minister, Mr Mitsotakis himself.  At a New Democracy event he was saying all these problems there are at the moment in goal this video.  So how does a prime minister have the audacity.  To say, I don't know when he himself described the situation of the Greek railways in the darkest colours.  Isn't that a huge audacity. "," Δεν γνώριζαν επίσης  Ότι υπήρχαν καταγγελίες από όλους τους εμπλεκόμενους φορείς για την ασφάλεια στα τρένα  Όμως το 2019, λίγο πριν γίνει πρωθυπουργός, ο ίδιος ο κύριος Μητσοτάκης  Σε εκδήλωση της Νέας Δημοκρατίας έλεγε όλα αυτά τα προβλήματα υπάρχει αυτή τη στιγμή στο γκολ το βίντεο αυτό  Πώς λοιπόν ένας πρωθυπουργός έχει το θράσος  Να λέει, Δεν ξέρω όταν ο ίδιος περιέγραφε με τα πιο μελανά χρώματα την κατάσταση των ελληνικών σιδηροδρόμων  Αυτό δεν είναι ένα τεράστιο θράσος",accountability,railway,train safety,-0.8,0.8,0.2,0.4,0.2,0.1,0.0,0.1,"[['mr mitsotakis', 'person', '0.8'], ['prime minister', 'title', '0.6'], ['new democracy', 'organization', '0.7'], ['greek', 'nationality', '0.6']]","[['mr mitsotakis', 'person', '0.85'], ['new democracy', 'political party', '0.60'], ['greek railways', 'organization', '0.45'], ['greece', 'country', '0.30'], ['2019', 'date', '0.20']]"
