id,text,text_el,topic,topic-other-context,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner,ner-limited
11," The reality has to do with the abuse of the rule of law, the interceptions and the parastate, whose headquarters were set up in the Maximos building, between the office of Mr.  Mitsotakis.  The reality has to do with the billions of direct awards, the blue invasion of all public institutions, the practices of Mr.  Patsy, the plunder, that is, and the rest.  It has to do with the middle class, which Mr.  Mitsotakis promised to put her in the living room but made her live on the coupon. "," Η πραγματικότητα έχει να κάνει με την κακοποίηση του κράτους δικαίου, τις υποκλοπές και το παρακράτος, που το στρατηγείο του παρακράτους είχε στηθεί στο Μέγαρο Μαξίμου, μεσοτοιχία με το γραφείο του κ  Μητσοτάκη  Η πραγματικότητα έχει να κάνει με τα δισεκατομμύρια των απευθείας αναθέσεων, τη γαλάζια επέλαση σε όλους τους δημόσιους οργανισμούς, τις πρακτικές του κ  Πάτση, της λεηλασίας, δηλαδή, και των υπολοίπων  Έχει να κάνει με τη μεσαία τάξη, που δήθεν ο κ  Μητσοτάκης υποσχέθηκε ότι θα την έβαζε στο σαλόνι αλλά την έκανε να ζει με το κουπόνι",corruption,corruption,corruption,corruption,-0.75,0.9,0.2,0.65,0.8,0.8,0.0,0.1,"[['maximos building', 'location', '1.0'], ['mr. mitsotakis', 'person', '1.0'], ['mr. patsy', 'person', '1.0.']]","[['maximos building', 'location', '1.0'], ['mr. mitsotakis', 'person', '1.0'], ['mr. patsy', 'person', '1.0'], ['middle class', 'group of people', '1.0']]"
12," This is the reality.  The reality also has to do with the ""crows"" that threaten the first home of citizens with auctions.  With the abolition of the eight-hour week, unpaid overtime, black labour, the dissolution of any concept of protection of workers. "," Αυτή είναι η πραγματικότητα  Η πραγματικότητα έχει να κάνει επίσης με τα “κοράκια” που απειλούν με πλειστηριασμούς την πρώτη κατοικία των πολιτών  Με την κατάργηση του οχτάωρου, τις απλήρωτες υπερωρίες, τη μαύρη εργασία, τη διάλυση κάθε έννοιας προστασίας των εργαζομένων",employment,employment,other,labor conditions,-0.8,1.0,0.0,0.25,0.2,0.7,0.0,0.0,"[['none', 'as there are no specific named entities mentioned in the text.']]","[['citizens', 'group of people', '0.6'], ['auctions', 'organization', '0.3']]"
13," With our universities, which instead of having professors, have more police officers and fences for thousands of kids who want to be directed to private colleges.  But the reality also has to do with the fact that crime is booming and insecurity is ultimately the main feeling, since the mafia collaborates with the police.  Instead of being prosecuted by the police, he seems to be cooperating with them. "," Με τα πανεπιστήμιά μας, που αντί να έχουν καθηγητές, έχουν περισσότερους αστυνομικούς και φράχτες για χιλιάδες παιδιά, που θέλουν να τα κατευθύνουν στα ιδιωτικά κολλέγια  Έχει να κάνει η πραγματικότητα όμως και με την εγκληματικότητα που ανθεί και την ανασφάλεια να είναι τελικά το βασικό συναίσθημα, αφού η μαφία συνεργάζεται με την Αστυνομία  Αντί να διώκεται από την Αστυνομία, φαίνεται ότι συνεργάζεται με αυτήν",other,justice,police violence,crime/insecurity,-0.8,0.76,0.2,0.75,0.5,0.7,0.2,0.2,[],[]
14," So the reality has to do with this generalized feeling of insecurity and injustice that prevails throughout Greek society, in every aspect of it.  So this harsh reality and these big problems that Greek society has today are looking for solutions.  And these are the problems we have to deal with in this run-up to the elections.  For these problems we need to highlight the solutions that we have been working on all along.  We will tackle these problems with a plan, determination and a will for major reform, reform and change.  And believe me, citizens are hungry to hear solutions to their problems, not statements.  We all know who Mitsotakis and his government are.  Citizens want to hear solutions.  No statements or easy excuses. "," Η πραγματικότητα λοιπόν έχει να κάνει με αυτό το γενικευμένο αίσθημα ανασφάλειας και αδικίας που επικρατεί σε όλη την ελληνική κοινωνία, σε κάθε έκφανσή της  Αυτή λοιπόν η σκληρή πραγματικότητα και αυτά τα μεγάλη προβλήματα, που έχει σήμερα η ελληνική κοινωνία, αναζητούν λύσεις  Και με αυτά τα προβλήματα εμείς πρέπει να ασχοληθούμε σε αυτή την πορεία προς τις εκλογές  Για αυτά τα προβλήματα πρέπει να αναδείξουμε τις λύσεις, τις οποίες έχουμε επεξεργαστεί όλο το προηγούμενο διάστημα  Αυτά τα προβλήματα θα αντιμετωπίσουμε με σχέδιο, αποφασιστικότητα και με βούληση για μεγάλες μεταρρυθμιστικές τομές, μεταρρυθμίσεις και αλλαγές  Και πιστέψτε με, οι πολίτες διψάνε για να ακούσουν λύσεις στα προβλήματά τους, όχι διαπιστώσεις  Όλοι ξέρουμε ποιος είναι ο Μητσοτάκης και η κυβέρνησή του  Λύσεις ζητάνε ν’ ακούσουν οι πολίτες  Όχι διαπιστώσεις ούτε εύκολες δικαιολογίες",elections,elections,election spending,insecurity and injustice in greek society,0.0,0.1,0.0,0.1,0.2,0.1,0.0,0.0,"[['greek society', 'organization', '1.0'], ['greek', 'nationality', '0.8'], ['mitsotakis', 'person', '0.7']]","[['greek society', 'group of people', '1.0'], ['greek', 'country', '0.8'], ['elections', 'date', '1.0'], ['mitsotakis', 'person', '1.0'], ['government', 'organization', '0.8']]"
15," I believe that the tragic accident of Tempe - and today we are 40 days away from this tragic accident and we must say here today that we are not forgetting our fellow citizens, the young children who were unjustly lost, who took the train to go to their destination and never arrived - the tragedy of Tempe, well, I have the feeling that it has changed the way Greek society stands against the political system as a whole.  Easy propaganda is no longer easy to digest.  The whole governmental narrative of the regime has been thrown into the dustbin at once.  The so-called executive state that turned out in practice to be a broken state, the so-called excellent people who turned out to be useless, the so-called modernists who turned out to be anachronistic, plunged us into the oldest times of partisanship, family rule, favouritism and anarchy.  And above all, I think that this tragic accident has shown how false this whole mechanism of powerful propaganda is.  How rigged and hypocritical is the chief of staff of the staff state, who supposedly knew nothing and is not responsible for anything.  Everybody else in this country is responsible, we all have one responsibility, 10 million responsibilities, except one: The Prime Minister. "," Πιστεύω ότι το τραγικό δυστύχημα των Τεμπών –και σήμερα κλείνουμε 40 μέρες απ’ αυτό το τραγικό δυστύχημα και πρέπει να πούμε και σήμερα εδώ ότι δεν ξεχνάμε τους συμπολίτες μας, τα νέα παιδιά που άδικα χάθηκαν, που πήραν το τρένο να πάνε στον προορισμό τους και δεν έφτασαν ποτέ- η τραγωδία των Τεμπών, λοιπόν, έχω την αίσθηση ότι άλλαξε τον τρόπο που η ελληνική κοινωνία στέκεται απέναντι στο πολιτικό σύστημα συνολικά  Η εύκολη προπαγάνδα δεν είναι πια εύπεπτη  Όλο το καθεστωτικό κυβερνητικό αφήγημα, πήγε μεμιάς στον κάλαθο των αχρήστων  Το δήθεν επιτελικό κράτος που αποδείχτηκε στην πράξη ένα διαλυμένο κράτος σμπαραλιασμένο, οι δήθεν άριστοι που αποδείχτηκαν άχρηστοι, οι δήθεν εκσυγχρονιστές που αποδείχτηκαν αναχρονιστές, μας βύθισαν στις πιο παλιές εποχές του κομματισμού, της οικογενειοκρατίας, της ευνοιοκρατίας και της αναξιοκρατίας  Και κυρίως, νομίζω ότι αυτό το τραγικό δυστύχημα ανέδειξε πόσο ψεύτικος είναι τελικά όλος αυτός ο μηχανισμός της πανίσχυρης προπαγάνδας  Πόσο στημένος και υποκριτής είναι ο αρχιεπιτελάρχης του επιτελικού κράτους, που δήθεν τίποτα δεν ήξερε και δεν έχει ευθύνη για τίποτα  Όλοι οι άλλοι σ’ αυτή τη χώρα ευθύνονται, όλοι μας έχουμε από μια ευθύνη, 10 εκατομμύρια ευθύνες, εκτός από μία: Του πρωθυπουργού",accountability,accountability.,other,tempe tragedy,-0.6,0.78,0.2,0.2,0.3,0.7,0.1,0.0,"[['tempe', 'location', '1.0'], ['greek', 'society', '1.0'], ['political system', 'organization', '1.0'], ['greek citizens', 'person', '1.0'], ['children', 'person', '1.0'], ['train', 'object', '1.0'], ['tempe', 'tragedy', '1.0'], ['governmental narrative', 'organization', '1.0'], ['regime', 'organization', '1.0'], ['executive state', 'organization', '1.0'], ['modernists', 'organization', '1.0'], ['partisanship', 'concept', '1.0'], ['family rule', 'concept', '1.0'], ['favouritism', 'concept', '1.0'], ['anarchy', 'concept', '1.0'], ['tragic accident', 'event', '1.0'], ['powerful propaganda', 'concept', '1.0'], ['chief of staff', 'person', '1.0'], ['staff state', 'organization', '1.0'], ['prime minister', 'person', '1.0']]","[['tempe', 'location', '1.0'], ['greek society', 'group of people', '1.0'], ['political system', 'organization', '1.0'], ['governmental narrative', 'organization', '1.0'], ['regime', 'organization', '1.0'], ['executive state', 'organization', '0.75'], ['modernists', 'organization', '0.75'], ['partisanship', 'organization', '1.0'], ['anarchy', 'organization', '1.0'], ['chief of staff', 'person', '1.0'], ['prime minister', 'person', '1.0'], ['10 million', 'group of people', '0.5']]"
16," And so I think that today what is a pervasive feeling in Greek society is: enough with this propaganda and this hypocrisy.  This is the feeling that I get from talking, talking, walking among people.  And the crucial question now for our Central Committee, for SYRIZA, for every democratic citizen, is how this ""so far"" from a statement, from a feeling, will become an act of political change.  How to pave the way for change and progressive governance.  And I think we have a double task ahead of us. "," Κι έτσι νομίζω ότι σήμερα αυτό που είναι διάχυτο ως αίσθηση στην ελληνική κοινωνία είναι ένα: Φτάνει πια μ’ αυτή την προπαγάνδα και μ’ αυτή την υποκρισία  Αυτό είναι το αίσθημα που εγώ καταλαβαίνω συζητώντας, μιλώντας, περπατώντας μέσα στους ανθρώπους  Και το κρίσιμο ερώτημα τώρα για την Κεντρική μας Επιτροπή, για τον ΣΥΡΙΖΑ, για κάθε δημοκρατικό πολίτη, είναι πώς αυτό το “ως εδώ” από διαπίστωση, από συναίσθημα, θα γίνει πράξη πολιτικής αλλαγής  Πώς θα ανοίξει ο δρόμος για την αλλαγή και την προοδευτική διακυβέρνηση  Και νομίζω ότι έχουμε μπροστά μας ένα διπλό καθήκον",democracy,democracy,other,political change,0.0,0.1,0.2,0.0,0.0,0.1,0.0,0.0,"[['greek society', 'geopolitical entity', '1.0'], ['central committee', 'organization', '0.7'], ['syriza', 'organization', '0.6']]","[['greek society', 'group of people', '1.0'], ['central committee', 'organization', '1.0'], ['syriza', 'political party', '1.0'], ['citizen', 'person', '1.0'], ['political change', 'date', '1.0'], ['progressive governance', 'date', '1.0']]"
17," The first, to communicate our programme, to convince that things can be done differently.  That we have the plan and we can put an end to obscenity, devaluation, indifference, injustice, inequality.  And the second, that change can be made with one condition: the clear, unquestionable electoral victory of SYRIZA-Progressive Alliance in the upcoming elections of May 21.  So only if SYRIZA wins, and this is not an electoral or propaganda argument.  It reflects the truth of associations, the truth of life. "," Το πρώτο, να επικοινωνήσουμε το πρόγραμμά μας, να πείσουμε ότι τα πράγματα μπορούν να γίνουν αλλιώς  Ότι έχουμε το σχέδιο και μπορούμε να βάλουμε ένα τέλος στην αισχροκέρδεια, στην απαξίωση, στην αδιαφορία, στην αναξιοκρατία, στην αδικία  Και το δεύτερο, ότι η αλλαγή μπορεί να γίνει πράξη με μια προϋπόθεση: Την καθαρή, αδιαμφισβήτητη εκλογική νίκη του ΣΥΡΙΖΑ-Προοδευτική Συμμαχία στις επικείμενες εκλογές της 21ης του Μάη  Μόνο λοιπόν με νίκη του ΣΥΡΙΖΑ, κι αυτό δεν είναι ένα επιχείρημα ψηφοθηρικό ή προπαγανδιστικό  Αντανακλά την αλήθεια των συσχετισμών, την αλήθεια της ζωής",elections,elections,election spending,elections,0.4,0.2,0.1,0.1,0.0,0.25,0.5,0.0,"[['syriza-progressive alliance', 'org', 'high'], ['may 21', 'misc', 'medium'], ['syriza', 'org', 'high']]","[['syriza-progressive alliance', 'political party', '1.0'], ['may 21', 'date', '1.0']]"
18," There is no other way.  The Mitsotakis regime will be defeated if the New Democracy of Mr.  Mitsotakis defeated in this election.  And New Democracy will be defeated if SYRIZA- Progressive Alliance wins these elections, comes first in these elections.  It's simple things. "," Δεν υπάρχει άλλος τρόπος  Το καθεστώς Μητσοτάκη θα ηττηθεί αν η Νέα Δημοκρατία του κ  Μητσοτάκη ηττηθεί σ’ αυτές τις εκλογές  Και η Νέα Δημοκρατία θα ηττηθεί αν ο ΣΥΡΙΖΑ- Προοδευτική Συμμαχία κερδίσει αυτές τις εκλογές, έρθει πρώτος σ’ αυτές τις εκλογές  Είναι απλά τα πράγματα",elections,elections,election spending,elections,0.0,0.1,0.2,0.1,0.0,0.5,0.0,0.0,"[['mitsotakis', 'person', '0.75'], ['new democracy', 'organization', '1.0'], ['mitsotakis', 'person', '0.75'], ['new democracy', 'organization', '1.0'], ['syriza-progressive alliance', 'organization', '1.0']]","[['mitsotakis', 'person', '0.9'], ['new democracy', 'political party', '0.8'], ['syriza- progressive alliance', 'political party', '0.8'], ['elections', 'date', '0.6']]"
19," Only with the victory of SYRIZA will our people give a clear and strict mandate, I would say, not only to SYRIZA but to all progressive forces, for a progressive government of cooperation, now, on the next election day, on May 22.  Without the adventures of the chain of electoral contests proposed and pursued by Mr.  Mitsotakis. "," Μόνο με τη νίκη του ΣΥΡΙΖΑ ο λαός μας θα δώσει μια σαφή και αυστηρή, θα έλεγα, εντολή όχι μόνο στον ΣΥΡΙΖΑ αλλά σε όλες τις προοδευτικές δυνάμεις, για προοδευτική κυβέρνηση συνεργασίας, τώρα, την επόμενη μέρα των εκλογών, στις 22 του Μάη  Χωρίς τις περιπέτειες της αλυσίδας εκλογικών αναμετρήσεων που προτείνει και επιδιώκει ο κ  Μητσοτάκης",elections,elections,election spending,election,0.5,0.65,0.2,0.2,0.2,0.2,0.1,0.0,"[['syriza', 'org', '1.0'], ['mitsotakis', 'per', '1.0'], ['may 22', 'misc', '1.0']]","[['1. syriza', 'organization', '1.0'], ['2. mitsotakis', 'person', '1.0'], ['3. greece', 'country', '1.0'], ['4. may 22', 'date', '1.0']]"
20," This is only the only way to change, for a long-lasting government with an unprecedented level of popular support.  It is also the only path to political and social stability.  The path of unity of our people in the common effort for the common good.  The right wing invokes the fact that the leaderships of the democratic parties refuse this prospect.  And this becomes an argument to convince not that a government working together for change is a negative development, but that it is an impossible development.  We answer: Why everyone declares what they declare, as they declare it, before the elections, trying to gain as much popular influence as possible, is understandable.  The election is a competitive process.  And that's fine. "," Αυτός είναι μόνο ο μόνος δρόμος προς την αλλαγή, για μια κυβέρνηση μακράς πνοής, που θα διαθέτει μια πρωτοφανή σε έκταση λαϊκή στήριξη  Είναι και ο μόνος δρόμος της πολιτικής και κοινωνικής σταθερότητας  Ο δρόμος της ενότητας του λαού μας στην κοινή προσπάθεια για το κοινό καλό  Η Δεξιά επικαλείται το γεγονός ότι οι ηγεσίες των δημοκρατικών κομμάτων αρνούνται αυτή την προοπτική  Κι αυτό γίνεται επιχείρημα για να πείσει όχι ότι η κυβέρνηση συνεργασίας για την αλλαγή είναι αρνητική εξέλιξη, αλλά ότι είναι αδύνατη εξέλιξη  Απαντάμε: Το γιατί δηλώνουν όσα δηλώνουν, όπως τα δηλώνουν, οι πάντες πριν από τις εκλογές, προσπαθώντας να κερδίσουν όσο γίνεται μεγαλύτερη λαϊκή επιρροή, είναι εύλογο  Η εκλογική αναμέτρηση είναι μια ανταγωνιστική διαδικασία  Και καλώς είναι έτσι",political parties,political parties,other,unity in government,0.0,0.1,0.2,0.1,0.0,0.1,0.0,0.0,[],"[['government', 'organization', '0.7'], ['democratic parties', 'political party', '0.5'], ['unity', 'group of people', '0.5'], ['right wing', 'group of people', '0.5'], ['elections', 'date', '0.5']]"
21," But what is overlooked by those who propagate this view.  They overlook one fact: what lies between the pre-election statements and the post-election decisions, which is the popular verdict, the election result itself.  This is overlooked.  And it's not unimportant at all. "," Τι παραβλέπουν όμως όσοι διακινούν αυτή την άποψη  Παραβλέπουν ένα γεγονός: Αυτό που μεσολαβεί ανάμεσα στις προεκλογικές δηλώσεις και στις μετεκλογικές αποφάσεις, που είναι η λαϊκή ετυμηγορία, το ίδιο το εκλογικό αποτέλεσμα  Αυτό παραβλέπουν  Και δεν είναι καθόλου ασήμαντο",elections,democracy,election spending,elections,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],"[['election result', 'date', '1.0']]"
22," The sovereign people and their democratically expressed mandate.  So we must ask for this mandate with honesty, with sincerity, not only on our own behalf, but on behalf of a necessary change, political and social, and a necessary new governance, progressive governance.  And I want to take my thinking a step further here. "," Τον κυρίαρχο λαό και τη δημοκρατικά εκφρασμένη εντολή του  Αυτή την εντολή λοιπόν πρέπει να τη ζητήσουμε με ευθύτητα, με ειλικρίνεια, για λογαριασμό όχι μόνο δικό μας, αλλά για λογαριασμό μιας αναγκαίας αλλαγής, πολιτικής και κοινωνικής και μιας αναγκαίας νέας διακυβέρνησης, προοδευτικής διακυβέρνησης  Κι εγώ θέλω να πάω κι ένα βήμα παραπάνω τη σκέψη μου εδώ",democracy,democracy,other,democracy,0.5,0.1,0.2,0.2,0.0,0.4,0.0,0.0,"[['sovereign people', 'organization', '0.5'], ['mandate', 'person', '0.3'], ['governance', 'organization', '0.4'], ['political', 'other', '0.2'], ['social', 'other', '0.2'], ['progressive governance', 'organization', '0.4']]","[['sovereign people', 'group of people', '0.75', 'democratically expressed mandate', 'group of people', '0.75', 'progressive governance', 'organization', '0.75']]"
