id,text,text_el,topic,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner,ner-limited
20," Mainly in the reluctance.  Many infrastructure managers and railway undertakings.  invest in equipment, both because of the costs involved in such a.  Decision as well as that for many.  Of these investors.  There is no evidence of business expediency and. "," Κυρίως στην απροθυμία  Πολλών διαχειριστών υποδομής και σιδηροδρομικών επιχειρήσεων  Να επενδύσουν σε εξοπλισμό, τόσο λόγω των δαπανών που συνεπάγεται μια τέτοια  Απόφαση όσο και του ότι για πολλούς  Από αυτούς τους επενδυτές  Δεν στοιχειοθετείται επιχειρηματική σκοπιμότητα και",other,investments,railway equipment,0.0,0.1,0.0,0.2,0.2,0.0,0.0,0.0,[],"[['infrastructure managers', 'organization', '0.6'], ['railway undertakings', 'organization', '0.6']]"
21," Below even more crude.  The introduction read.  These systems involve.  Expensive investments without direct benefits to those who are asked to shoulder the burden.  The cost, you hear the.  I hear you say.  How much. "," Παρακάτω ακόμα πιο χοντροκομμένα  Έγραφε η εισαγωγή  Αυτών των συστημάτων συνεπάγεται  Δαπανηρές επενδύσεις χωρίς να αποφέρει άμεσα οφέλη γενικά σε εκείνους που καλούνται να επωμιστούν  Το κόστος, τα ακούτε τα  Ακούω να λέτε  Πόσο",infrastructure,cost of living,expensive investments,-0.4,0.1,0.0,0.2,0.2,0.4,0.0,0.0,[],[]
22, More cynically to say.  That in this here.  System nothing happens if you do not. , Πιο κυνικά να πουν  Οτι σε αυτο εδω το  Σύστημα δεν γίνεται τίποτα αν δεν,other,other,system,0.0,0.0,0.0,0.1,0.2,0.1,0.0,0.0,[],[]
23," Profit for the few.  If no human lives are lost.  Lives, when the truth is in.  Such a degree of obvious when the.  Consequences have manifested themselves in such a tragic way. "," Αποφέρει κέρδος στους λίγους  Αν δεν χάνονται ανθρώπινες  Ζωές, όταν η αλήθεια είναι σε  Τέτοιο βαθμό ολοφάνερη όταν οι  Συνέπειες έχουν εκδηλωθεί με τόσο τραγικό τρόπο",other,other,profit,-0.5,0.0,0.0,0.1,0.3,0.1,0.0,0.0,[],[]
24, It's really.  A repulsive fight that.  It is set up between the various parties that have ruled.  And they're all in full charge all day long bombarding the world with dates and dates of where. , Είναι πραγματικά  Αποκρουστικός ο καβγάς που  Στήνεται ανάμεσα στα διάφορα κόμματα που κυβέρνησαν  Και έχουν όλα την πλήρη ευθύνη όλη μέρα βομβαρδίζουν τον κόσμο με ημερομηνίες και χρονολογίες για το πού,political parties,other,political parties,-0.7,0.2,0.0,0.5,0.2,0.8,0.0,0.0,[],"[['n/a', 'n/a', 'n/a'], ['""various parties""', 'group of people', '0.8'], ['n/a', 'n/a', 'n/a'], ['n/a', 'n/a', 'n/a'], ['n/a', 'n/a', 'n/a'], ['n/a', 'n/a', 'n/a'], ['n/a', 'n/a', 'n/a'], ['n/a', 'n/a', 'n/a'], ['n/a', 'n/a', 'n/a']]"
25," On where it was signed.  The one.  Or another.  Convention on which.  Started.  The one and the other.  Project.  Which then he says, he stopped to start.  Again later and gone.  Saying Revive.  Documents and thinning rates. "," Για το πού υπογράφτηκε  Η μία  Ή άλλη  Σύμβαση για το που  Ξεκίνησε  Το ένα και το άλλο  Έργο  Το οποίο μετά λέει, σταμάτησε για να ξεκινήσει  Πάλι αργότερα και πάει  Λέγοντας Ανεμίζουν  Έγγραφα και αραδιάζουν ποσοστά",other,other,convention signing,0.0,0.5,0.0,0.5,0.0,0.0,0.0,0.0,"[['convention', 'organization', '0.7'], ['project', 'organization', '0.6'], ['revive', 'organization', '0.5']]",[]
26," That is, things that no one working in this.  Country any man can not.  Really and watch and check them and judge them and judge them right there they bet.  Cultivate paralysis. ", Δηλαδή πράγματα που κανείς εργαζόμενος σε τούτη εδώ τη  Χώρα οποιοσδήποτε άνθρωπος δεν μπορεί  Πραγματικά και να παρακολουθήσει και να τα ελέγξει και να κρίνει εκεί ακριβώς ποντάρουν  Να καλλιεργήσουν την παράλυση,other,other,incomprehensible problems,-0.6,0.5,0.0,0.89,0.9,0.5,0.0,0.5,"[['country', 'location', '0.71']]","[['country', 'location', '0.75'], ['cultivate paralysis', 'organization', '0.5']]"
27," To make people say.  I don't get it, let them do what they want.  They want it, let them find it.  But that doesn't work either. "," Να κάνουν τον κόσμο να πει  Δεν βγάζω άκρη, ας κάνουν ότι  Θέλουν, ας τα βρουν αυτοί  Ούτε αυτό όμως πετυχαίνει",other,other,permissiveness,-0.4,0.2,0.0,0.1,0.2,0.2,0.0,0.0,[],[]
28," Of course, the new democracy says it took over everything.  In a miserable state and that now.  He had them almost ready.  That in a few.  Months until September would all work like clockwork.  But this unfortunate accident says, unfortunately not. "," Βέβαια η νέα δημοκρατία λέει ότι τα παρέλαβε όλα  Σε άθλια κατάσταση και ότι πλέον  Τα είχε σχεδόν έτοιμα  Ότι σε λίγους  Μήνες μέχρι το Σεπτέμβρη θα λειτουργούσαν όλα ρολόι  Αλλά αυτή η ατυχία το δυστύχημα λέει, δυστυχώς δεν",other,other,democracy,-0.6,0.2,0.0,0.2,0.5,0.0,0.0,0.0,"[['september', 'date', '0.9']]","[['september', 'date', '1.0']]"
29, He waited a few months.  All inexplicable and unpredictable.  It is for the new.  Democracy 4 whole. , Περίμενε λίγους μήνες  Όλα ανεξήγητα και απρόβλεπτα  Είναι για τη νέα  Δημοκρατία 4 ολόκληρα,democracy,other,democracy,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[['democracy', 'org', '0.8'], ['4', 'misc', '0.7']]","[['democracy 4', 'organization', '0.90'], ['whole', 'group of people', '0.60']]"
30," For the last few years under Mitsotakis, it's good to say that he didn't tell us that he's also.  This.  It is an imported problem and we should not blame it.  SYRIZA says. "," Χρόνια τα τελευταία που κυβερνάει υπό τον Μητσοτάκη, πάλι καλά να λέμε που δεν μας είπε ότι είναι και  Αυτό το  Πρόβλημα εισαγόμενο και δεν πρέπει να της ζητάμε ευθύνες  Ο ΣΥΡΙΖΑ λέει",other,other,greek politics,-0.2,0.3,0.2,0.8,0.5,0.1,0.0,0.1,"[['mitsotakis', 'person', '0.93'], ['syriza', 'organization', '0.94']]","[['mitsotakis', 'person', '0.9'], ['syriza', 'political party', '0.9.']]"
31, That you should not.  He spreads the blame to all those who ruled and that he himself is not to blame for anything.  That in his day it could not be done.  Such.  Accident he told us were made of course. , Ότι δεν πρέπει να  Διαχέεται η ευθύνη σε όλους όσοι κυβέρνησαν και ότι ο ίδιος δεν φταίει και σε τίποτα  Ότι επί των ημερών του δεν θα μπορούσε να γίνει  Τέτοιο  Δυστύχημα μας είπε γίνανε βέβαια,accountability,other,blame,-0.5,0.1,0.0,0.4,0.5,0.3,0.0,0.0,[],[]
32," Many others under SYRIZA, such as the one in.  Centre of the.  2010.  7 which was classified.  As the harbinger of tepees, while it was also.  Then many warnings.  From.  The railway workers. "," Πολλά άλλα επί ΣΥΡΙΖΑ, όπως αυτό στο  Άδενδρο το  2010  7 που είχε χαρακτηριστεί  Ως ο προάγγελος των τεμπών, ενώ ήταν και  Τότε πολλές οι προειδοποιήσεις  Από  Τους εργαζόμενους των σιδηροδρόμων",other,other,syriza government,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[['syriza', 'org', '0.62'], ['centre', 'loc', '0.56'], ['2010', 'misc', '0.64'], ['railway workers', 'org', '0.53']]","[['syriza', 'political party', '1.0'], ['centre', 'location', '1.0'], ['2010', 'date', '1.0'], ['railway workers', 'group of people', '1.0']]"
33, But the right question is not whether it will.  Could.  Make this accident happen before 2019.  It is well known that things are getting worse over the years as this unpopular.  Politics for all.  The sectors the question is whether they will.  Would it be different today in 2023 if they were in government as SYRIZA. , Το σωστό ερώτημα όμως δεν είναι αν θα  Μπορούσε  Να γίνει αυτό το δυστύχημα πριν το 2019  Είναι γνωστό άλλωστε ότι τα πράγματα χειροτερεύουν με τα χρόνια όσο βαθαίνει αυτή η αντιλαϊκή  Πολιτική σε όλους  Τους τομείς το ερώτημα είναι αν θα  Ίσχυε κάτι διαφορετικό σήμερα το 2023 αν ήταν στη θέση της κυβέρνησης ως ΣΥΡΙΖΑ,other,other,government,0.0,0.35,0.5,0.4,0.2,0.4,0.2,0.0,"[['2019', 'date', '0.5'], ['2023', 'date', '0.5'], ['syriza', 'organization', '0.5']]","[['syriza', 'political party', '0.8'], ['2019', 'date', '0.6'], ['2023', 'date', '0.6']]"
34, And here everyone understands.  Also that the.  Answer is categorically no but there is more. , Και εδώ όλοι αντιλαμβάνονται  Επίσης ότι η  Απάντηση είναι κατηγορηματικά όχι έχει κι άλλα όμως,other,other,answer,0.0,0.0,0.0,0.1,0.5,0.0,0.0,0.0,[],[]
35, This phony confrontation between them.  That started a few.  Days after the crime.  Because in the early days. , Αυτή η κάλπικη αντιπαράθεση τους  Που ξεκίνησε λίγες  Μέρες μετά το έγκλημα  Γιατί τις πρώτες μέρες,other,other,confrontation,0.0,0.0,0.0,0.1,0.2,0.0,0.0,0.0,[],[]
36," See.  We had a political moratorium again.  My of the many that SYRIZA has declared these 4.  So many years in fact that we would probably be living in a permanent political moratorium, if not. "," Βλέπετε  Είχαμε πάλι πολιτικό μορατόριουμ  Μου από τα πολλά που έχει κηρύξει ο ΣΥΡΙΖΑ αυτά τα 4  Χρόνια τόσα πολλά μάλιστα που μάλλον θα ζούσαμε σε ένα μόνιμο πολιτικό μέρα μορατόριο, αν δεν",political parties,other,political moratorium,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.0,"[['syriza', 'organization', '0.9']]","[['syriza', 'organization', '0.9']]"
37," There was the Communist Party of Greece.  In this country.  Algiers, after.  That started the fight.  On whether or not the stationmaster is or is not.  Rousafti whether or not he had exceeded the age limit.  Nor had the new republic ordered it a.  Such criticism.  So that she is not forced to answer for her real responsibilities, but to answer for the stationmaster. "," Υπήρχε το κομμουνιστικό κόμμα Ελλάδας  Σε αυτή τη χώρα  Άλγη, μετά από  Αυτό άρχισε ο καυγάς  Για το αν ο σταθμάρχης είναι ή δεν είναι  Ρουσφέτι αν είχε ξεπεράσει ή όχι το όριο ηλικίας  Ούτε παραγγελία να την είχε κάνει η νέα δημοκρατία μια  Τέτοια κριτική  Για να μην αναγκάζεται να απαντά για τις πραγματικές της ευθύνες, αλλά να απαντά για το σταθμάρχη",other,other,communism,0.0,0.5,0.0,0.1,0.5,0.0,0.0,0.2,"[['communist party of greece', 'organization', '0.74'], ['greece', 'location', '0.58'], ['algiers', 'location', '0.68'], ['rousafti', 'person', '0.51'], ['new republic', 'organization', '0.55']]","[['communist party of greece', 'organization', '0.95'], ['algiers', 'location', '0.7'], ['rousafti', 'person', '0.6'], ['new republic', 'organization', '0.4']]"
38, Only then did they start arguing.  On where he is hiding.  The one.  And where is the other one hiding from their ministers.  When as a swell of a matchmaker. , Μόνο μετά ξεκίνησαν να μαλώνουν  Για το πού κρύβεται  Ο ένας  Και πού κρύβεται ο άλλος από τους υπουργούς τους  Πότε ως πρήζεις ο σπίρτζης,other,other,arguing,0.0,0.0,0.0,0.5,0.9,0.0,0.0,0.0,[],[]
39, Never Karamanlis.  Who will and will not be on their ballot papers.  We don't know if they're hiding or not hiding.  These executives.  Nor do we care. , Ποτέ ο Καραμανλής  Ποιος θα είναι και ποιος δεν θα είναι υποψήφιος στα ψηφοδέλτια τους  Δεν ξέρουμε αν κρύβονται ή δεν κρύβονται  Αυτά τα στελέχη τους  Ούτε και μας ενδιαφέρει,other,other,elections,0.0,0.5,0.0,0.25,0.6,0.8,0.0,0.0,"[['karamanlis', 'person', '0.6']]","[['karamanlis', 'person', '0.9'], ['executives', 'group of people', '0.7']]"
40," Of course, especially the.  Responsibilities of the new.  Democracy and SYRIZA, like those of PASOK that ruled for so many years.  Previous can not be. "," Βέβαια, ιδιαίτερα οι  Ευθύνες πάντως της νέας  Δημοκρατίας και του ΣΥΡΙΖΑ, όπως και αυτές του ΠΑΣΟΚ που κυβέρνησε τόσα χρόνια  Προηγούμενα δεν μπορούν να",democracy,other,politics,0.0,0.0,,0.3,0.5,0.1,0.0,0.0,"[['syriza', 'org', '0.86'], ['pasok', 'org', '0.86']]","[['syriza', 'organization', '0.9'], ['pasok', 'political party', '0.7']]"
41," Hide with nothing SYRIZA, PASOK, New Democracy, the.  Crime.  This has a history as.  It says one slogan of today's mobilisations and another one says, the youth does not forgive you. "," Κρυφτούν με τίποτα ΣΥΡΙΖΑ, ΠΑΣΟΚ, Νέα Δημοκρατία, το  Έγκλημα  Αυτό έχει ιστορία όπως  Λέει και ένα σύνθημα των σημερινών κινητοποιήσεων και ένα άλλο λέει, η νεολαία δεν σας συγχωρεί",political parties,protest,greek politics,-0.7,0.7,0.5,0.35,0.7,0.5,0.5,0.1,"[['syriza', 'org', '0.8333'], ['pasok', 'org', '0.8997'], ['new democracy', 'org', '0.9071']]","[['syriza', 'organization', '0.5'], ['pasok', 'organization', '0.5'], ['new democracy', 'organization', '0.5'], ['crime', 'location', '0.5'], ['the', 'political party', '0.5']]"
42, Gentlemen of the government and gentlemen of the opposition.  We say.  After and war material.  heading to Ukraine to continue the carnage there and the people are paying in many ways paying the cost of these transports that.  Added to the over. , Κύριοι της κυβέρνησης και κύριοι της αξιωματικής αντιπολίτευσης τους  Λέμε  Μετά και πολεμικό υλικό  Που κατευθύνεται στην Ουκρανία για να συνεχιστεί εκεί το μακελειό και ο λαός πληρώνει ποικιλοτρόπως πληρώνει με το κόστος αυτών των μεταφορών που  Προστίθεται στα πάνω από,other,other,war in ukraine,-0.4,0.3,0.0,0.6,0.5,0.2,0.0,0.0,"[['ukraine', 'location', '0.9'], ['carnage', 'misc', '0.6']]","[['government', 'organization', '0.9'], ['opposition', 'group of people', '0.9'], ['ukraine', 'country', '0.9']]"
43," 4 billion we pay.  The NATO armaments of every.  Time for the needs of NATO pays.  At the risk of converting our region.  On target.  Retaliation from Russia pays with fear of a similar accident with trains passing through densely populated areas and carrying.  At best, gunpowder.  This event highlighted.  And the mobilization of the communists on. ", 4 δισεκατομμύρια που πληρώνουμε  Τους νατοϊκούς εξοπλισμούς κάθε  Χρόνο για τις ανάγκες του ΝΑΤΟ πληρώνει  Με τον κίνδυνο της μετατροπής της περιοχής μας  Σε στόχο  Αντιποίνων από τη Ρωσία πληρώνει με το φόβο ενός αντίστοιχου ατυχήματος με αμαξοστοιχίες που περνούν από πυκνοκατοικημένες περιοχές και μεταφέρουν  Στην καλύτερη περίπτωση μπαρούτι  Αυτό το γεγονός ανέδειξε  Και η κινητοποίηση των κομμουνιστών στις,other,other,nato spending,-0.3,0.75,0.0,0.9,0.8,0.8,0.0,0.5,"[['nato', 'organization', '0.75'], ['russia', 'location', '0.5']]","[['nato', 'organization', '0.9'], ['russia', 'country', '0.8'], ['communists', 'group of people', '0.6']]"
44, December 2.  In 2020.  2 next to the train.  Derailed. , 2 του Δεκέμβρη  Το 2020  2 δίπλα στην αμαξοστοιχία  Που εκτροχιάστηκε,other,other,train derailment,-0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,"[['december', 'date', '0.8'], ['2020', 'date', '0.8'], ['train', 'location', '0.6'], ['derailed', 'event', '0.7']]","[['december 2', 'date', '1.0'], ['2020', 'date', '1.0']]"
