id,text,text_el,topic,topic-other-context,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner,ner-limited
11," The 2 major parties, New Democracy and SYRIZA to devalue in practice the simple proportional representation, New Democracy directly and SYRIZA indirectly.  It's a risk of teratogenesis.  Who is Mr Mitsotakis.  Whoever wants it wants it claims his right to create a monster government.  Because yes, Mr Mitsotakis, it is a monstrosity to require self-reliance against 65% of the voters, to put those who abstained 75% of the voters.  You want self-reliance against the overwhelming majority of the Greek people.  This is a monster, this is monstrosity. "," Τα 2 μεγάλα κόμματα, νέα δημοκρατία και ΣΥΡΙΖΑ να απαξιώνεται στην πράξη την απλή αναλογική η νέα δημοκρατία άμεσα ο ΣΥΡΙΖΑ έμμεσα  Κινδυνολογεί για τερατογέννηση  Ποιος ο κύριος Μητσοτάκης  Όποιος τη θέλει θέλει απαιτεί το δικαίωμα του να δημιουργήσει μια κυβέρνηση τέρας  Γιατί ναι, κύριε Μητσοτάκη, τερατογένεση είναι να απαιτείται αυτοδυναμία κόντρα στο 65% των εκλογέων, να βάλουμε και αυτούς που απείχαν 75% των εκλογέων  Θέλετε αυτοδυναμία κόντρα στη συντριπτική πλειοψηφία του ελληνικού λαού  Αυτό είναι τέρας, αυτό είναι τερατογένεση",democracy,political parties,abstention,proportional representation,-0.8,0.92,0.8,0.85,0.6,0.8,0.7,0.3,"[['new democracy', 'political party', '1.0'], ['syriza', 'political party', '1.0'], ['mr mitsotakis', 'person', '1.0'], ['greek people', 'ethnic group', '1.0']]","[['new democracy', 'political party', '1.0'], ['syriza', 'political party', '1.0'], ['mitsotakis', 'person', '1.0'], ['greek', 'location', '1.0']]"
12," And yes, Mr. Alexis Tsipras.  It's monstrosity and to demand to make progressive government so without a program remember the show.  And Mitsotakis.  The lack of self-reliance is not a problem of democracy, it may be a problem of the new democracy, but the lack of self-reliance when you have 30, 32, 35% is democracy.  Ladies and Gentlemen Ministers.  Members of the New Democracy.  Mr Mitsotakis, no government can, is it to be self-reliant really self-reliant, strong.  Even if you have a majority in Parliament.  When the overwhelming majority is against you.  When the majority in Parliament has been wrested from you through the rigged procedures of an electoral law of enhanced proportional representation, enhanced proportional representation, just as the CIA talks about enhanced interrogation, that's what the CIA calls torture, the Troika, the Troika process called enhanced surveillance, so enhanced proportional representation is the rape of democracy.  Friends of SYRIZA, Mr. Tsipras, if you are listening to us. "," Και ναι κύριε Αλέξη Τσίπρα  Τερατογέννηση είναι και να απαιτείτε να κάνετε προοδευτική κυβέρνηση έτσι χωρίς πρόγραμμα θυμάστε την εκπομπή  Και Μητσοτάκη  Η έλλειψη αυτοδυναμίας δεν είναι πρόβλημα της δημοκρατίας, μπορεί να είναι πρόβλημα της νέας δημοκρατίας, αλλά η έλλειψη αυτοδυναμίας όταν έχετε 30, 32, 35% είναι η δημοκρατία  Κυρίες και κύριοι υπουργοί  Βουλευτές της Νέας Δημοκρατίας  Κύριε Μητσοτάκη, καμία κυβέρνηση δεν μπορεί, είναι αυτό να είναι αυτοδύναμη πραγματικά αυτοδύναμη, ισχυρή  Ακόμα και αν έχετε την πλειοψηφία στη Βουλή  Όταν η πλειοψηφία η συντριπτική είναι εναντίον σας  Όταν την πλειοψηφία στη Βουλή την έχετε αποσπάσει μέσα από καλπονοθευτικά  Διαδικασίες ενός εκλογικού νόμου της ενισχυμένης αναλογικής, ενισχυμένη αναλογική, όπως η CIA μιλάει για ενισχυμένη ανάκριση, έτσι ονομάζουν τα βασανιστήρια οι της CIA, η τρόικα, την τρόικανική διαδικασία την ονόμασε ενισχυμένη εποπτεία, έτσι και η ενισχυμένη αναλογική είναι ο βιασμός της δημοκρατίας  Φίλες και φίλοι του ΣΥΡΙΖΑ κύριε Τσίπρα, αν μας ακούτε",elections,democracy,other,enhanced proportional representation,-0.8,0.95,0.2,0.8,0.8,0.5,0.2,0.2,"[['alexis tsipras', 'person', '1.0'], ['mitsotakis', 'person', '1.0'], ['new democracy', 'organization', '0.5'], ['parliament', 'organization', '1.0'], ['cia', 'organization', '1.0'], ['troika', 'organization', '1.0'], ['syriza', 'organization', '1.0']]","[['alexis tsipras', 'person', '1.0'], ['mitsotakis', 'person', '0.5'], ['new democracy', 'group of people', '1.0'], ['mitsotakis', 'person', '0.5'], ['new democracy', 'organization', '1.0'], ['mitsotakis', 'person', '0.5'], ['parliament', 'organization', '1.0'], ['cia', 'organization', '1.0'], ['troika', 'organization', '1.0'], ['syriza', 'political party', '1.0'], ['tsipras', 'person', '1.0']]"
13," No government, but no government that emerges like this without a programme, even with a simple proportional representation, without a progressive front of our people out there who will support a progressive, consistent, coherent government programme against the oligarchy.  Because only against the oligarchy can there be a truly progressive government programme only with such a progressive front, which is not built from Monday morning, after election Sunday until Wednesday afternoon.  Only one such. "," Καμία κυβέρνηση αλλά καμία κυβέρνηση που προκύπτει έτσι χωρίς πρόγραμμα, ακόμα και με απλή αναλογική, χωρίς ένα προοδευτικό μέτωπο των ανθρώπων μας εκεί έξω που θα στηρίξουνε ένα προοδευτικό, συνεπές, συνεκτικό κυβερνητικό πρόγραμμα κόντρα στην ολιγαρχία  Γιατί μόνο κόντρα στην ολιγαρχία μπορεί να είναι ένα πραγματικά προοδευτικό κυβερνητικό πρόγραμμα μόνο με ένα τέτοιο προοδευτικό μέτωπο, το οποίο δεν φτιάχνεται από τη Δευτέρα το πρωί, μετά την Κυριακή των εκλογών μέχρι την Τετάρτη το απόγευμα  Μόνο ένα τέτοιο",political parties,political parties,oligarchy,government program,0.0,0.4,0.2,0.05,0.2,0.4,0.1,0.0,"[['government', 'organization', '0.9'], ['proportional representation', 'other', '0.6'], ['oligarchy', 'organization', '0.7']]","[['government', 'organization', '0.5'], ['proportional representation', 'organization', '0.3'], ['oligarchy', 'group of people', '0.5'], ['monday', 'date', '0.3'], ['wednesday', 'date', '0.3'], ['sunday', 'date', '0.3']]"
14, A progressive front and a progressive coherent government programme can form the basis of a progressive government.  Anything else you say come and see me between Monday and Wednesday will be just as progressive.  As socialist as PASOK is.  Not at all.  I spoke about confrontation on the basis of honesty. , Προοδευτικό μέτωπο και ένα προοδευτικό συνεκτικό κυβερνητικό πρόγραμμα μπορεί να αποτελέσει τη βάση προοδευτικής κυβέρνησης  Οτιδήποτε άλλο αυτά που λέτε ελάτε να τα βρούμε μεταξύ Δευτέρας και Τετάρτης θα είναι το ίδιο προοδευτικό  Όσο σοσιαλιστικό είναι το ΠΑΣΟΚ  Καθόλου δηλαδή  Μίλησα για αντιπαράθεση στη βάση της ειλικρίνειας,political parties,political parties,other,progressivism,0.0,0.2,0.0,0.2,0.2,0.2,0.0,0.0,"[['pasok', 'org', '0.6']]","[['pasok', 'political party', '0.75']]"
15, And of political culture with all political forces I want to address at this moment and a little bit to the friends of Mr.  Κ.  ε.  Friends of Mr. Mr. , Και του πολιτικού πολιτισμού με όλες τις πολιτικές δυνάμεις θέλω να απευθυνθώ αυτή τη στιγμή και λίγο στους φίλους του κ  Κ  ε  Φίλοι του κ κ,other,other,other,politics,0.0,0.5,0.0,0.3,0.2,0.5,0.0,0.0,"[['mr.', 'person', '0.75'], ['κ.', 'person', '0.25']]","[['mr. κ. ε.', 'person', '0.9'], ['friends of mr. κ. ε.', 'group of people', '0.8']]"
16," Ε.  Before the July 2019 elections.  You made a mistake, you seem to have seen day 25 two or three weeks before the 19 election, that we are coming into the House in a big way, bringing back after 15 for the first time the no vote which you never supported.  Neither before, nor during, nor after the referendum that we were bringing it.  In the Parliament. "," Ε  Πριν τις εκλογές του Ιουλίου του 2019  Κάνατε ένα λάθος, φαίνεται ότι είδατε το μέρα 25 δυο 3 βδομάδες πριν τις εκλογές του 19, ότι μπαίνουμε δυναμικά στη Βουλή φέρνοντας ξανά μετά το 15 για πρώτη φορά το όχι το οποίο εσείς ποτέ δεν στηρίξατε  Ούτε πριν, ούτε κατά τη διάρκεια, ούτε μετά το δημοψήφισμα ότι το φέρναμε  Στη Βουλή",elections,elections,election spending,elections,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,"[['july', 'date', '0.99'], ['2019', 'date', '0.80'], ['house', 'organization', '0.60'], ['parliament', 'organization', '0.70']]","[['july 2019 elections', 'date', '0.8'], ['house', 'organization', '0.6'], ['parliament', 'organization', '0.8']]"
17," A no that you will not believe, friends of Mr.  ε.  And so.  In the face of the ballot box that would bring day 25 along with the no vote back into Parliament, you chose to personally call me a golden boy.  Man of the Americans or man of Soros, falling into the trap of the anti-Semitic propaganda of the extreme right here in our country. "," Ένα όχι το οποίο δεν το πιστέψετε, φίλες και φίλοι του κ κ  ε  Και έτσι  Ενώπιον της κάλπης που θα έφερνε το μέρα 25 μαζί με το όχι ξανά στη Βουλή, επιλέξατε να αποκαλέσετε προσωπικά εμένα golden boy  Άνθρωπο των Αμερικανών ή άνθρωπο τους Σόρος, πέφτοντας στην παγίδα της αντισημιτικής προπαγάνδας της ακροδεξιάς εδώ στη χώρα μας",political parties,political parties,other,anti-semitism,-0.8,0.8,1.0,0.85,0.8,0.6,0.0,0.4,"[['mr. ε', 'person', 'probability unknown'], ['parliament', 'organization', 'probability unknown'], ['americans', 'misc', 'probability unknown'], ['soros', 'person', 'probability unknown']]","[['mr. ε', 'person', '0.8'], ['americans', 'group of people', '0.6'], ['soros', 'organization', '0.5'], ['parliament', 'organization', '0.6'], ['extreme right', 'political party', '0.6'], ['country', 'location', '0.6']]"
18," At some point.  Friends and friends, I fell victim to a forgery, not yours.  A forgery that presented itself as ready to vote for the third memorandum, which I remind you I resigned to not vote for.  As I did not vote for it with my hands and feet, body and soul.  Then, shortly after the elections of 19 personally.  Without crowns, with love and companionship, I explained to a member of the House of Representatives of Mr.  Κ. "," Κάποια στιγμή  Φίλες και φίλοι, εγώ έπεσε θύμα μιας πλαστογραφίας, όχι δική σας  Μιας πλαστογραφίας που εμφάνιζε ως έτοιμο να ψηφίσω το τρίτο μνημόνιο, το οποίο σας θυμίζω παραιτήθηκα για να μην το ψηφίσω  Όπως και δεν το ψήφισα με χέρια και με πόδια, ψυχή τε και σώματι  Τότε, λίγο μετά τις εκλογές του 19 προσωπικά  Χωρίς κορώνες, με αγάπη και συντροφικότητα εξήγησα σε στέλεχος εδώ μέσα στη Βουλή του κ  Κ",elections,political parties,other,forgery,0.0,0.2,0.0,0.1,0.2,0.0,0.0,0.0,"[['house of representatives', 'name', '0.8'], ['mr. κ', 'name', '0.9'], ['the third memorandum', 'organization', '0.7'], ['19', 'date', '0.8']]","[['mr. κ', 'person', '0.8'], ['house of representatives', 'organization', '0.6'], ['19', 'date', '0.6']]"
19," that it was a forgery.  I told you, I don't believe that the coquette with your heavy history.  Obligation to honor can never do so intentionally.  Unfortunately, 4 years later this year you brought the same forgery again, even though you knew it was your forgery, I am speaking friendly. "," ε ότι επρόκειτο για πλαστογραφία  Σας είπα, δεν πιστεύω ότι το κουκουέ με τη βαριά ιστορία που έχετε  Υποχρέωση να τιμάτε μπορεί ποτέ να κάνετε κάτι τέτοιο εσκεμμένα  Δυστυχώς, 4 χρόνια μετά φέτος ξανά φέρατε την ίδια πλαστογραφία, αν και ξέρατε ότι είναι πλαστογραφία σας, μιλώ φιλικά",other,other,other,forgery,-0.8,0.65,0.0,0.7,0.7,0.0,0.0,0.1,[],"[['probability', 'date', '0.5'], ['year', 'date', '0.5']]"
20," The vulgar lie of Varoufakis, which the Trojans are listening to and laughing at, has already created a climate of violence against those of us who said no to the local and foreign oligarchy.  That summer of '15 put a.  In this mistake you started 4 years ago.  You want to criticise us.  Friends of the KKE. "," Το χυδαίο ψεύδος του μνημονιακού Βαρουφάκη, το οποίο το ακούν οι τροϊκανοί και γελάνε βέβαια έχει ήδη δημιουργήσει ένα κλίμα βίας απέναντι σε εμάς που είπαμε όχι στην ντόπια και ξένη ολιγαρχία  Εκείνο το καλοκαίρι του 15 βάλτε μια  Σε αυτό το λάθος που ξεκινήσατε πριν 4 χρόνια  Θέλετε να μας ασκήσετε κριτική  Φίλες και φίλοι του ΚΚΕ",criticism,political parties,troika,varoufakis,-0.9,0.85,1.0,0.85,0.7,0.75,0.0,0.6,"[['varoufakis', 'person', '0.95'], ['trojans', 'organization', '0.7'], ['kke', 'organization', '0.8']]","[['varoufakis', 'person', '0.7'], ['trojans', 'group of people', '0.6'], ['local and foreign oligarchy', 'organization', '0.7'], [""summer of '15"", 'date', '0.8'], ['kke', 'political party', '0.7']]"
21," You have a glorious field of glory to point your arrows at our real positions, as we do with you focus for example that we on day 25 insist on putting forward directly applicable proposals, like Odysseus instead of Hercules.  Public company managing private debts, such as the financial transaction system, Demetra.  Proposals that can be implemented tomorrow morning before socialism comes before Monday comes.  Tell us why this is wrong, why you think it is drastic and unpopular.  Make a serious criticism of what we say, not what we don't say.  Focus on what we reject on day 25. "," Έχετε πεδίον δόξης λαμπρό στρέψετε τα βέλη σας στις πραγματικές μας θέσεις, όπως κάνουμε και εμείς με σας εστιάστε για παράδειγμα ότι εμείς το μέρα 25 επιμένουμε να καταθέτουμε άμεσα εφαρμόσιμες προτάσεις, όπως ο Οδυσσέας αντί για τον Ηρακλή  Δημόσια εταιρεία διαχείρισης των ιδιωτικών χρεών, όπως το σύστημα δημοσιονομικών συναλλαγών, Δημητρα  Προτάσεις που μπορούν να εφαρμοστούν αύριο το πρωί πριν έρθει ο σοσιαλισμός πριν έρθει η Δευτέρα παρουσία  Πείτε γιατί αυτό είναι λάθος, γιατί εσείς το θεωρείτε δραστικό και αντιλαϊκό  Κάντε μια σοβαρή κριτική σε αυτά που λέμε, όχι σ αυτά που δεν λέμε  Εστιάστε στο ότι απορρίπτουμε εμείς του μέρα 25",other,other,other,proposals,0.0,0.2,0.0,0.2,0.2,0.0,0.0,0.0,"[['odysseus', 'person', '0.8'], ['hercules', 'person', '0.7'], ['demetra', 'organization', '0.6']]","[['odysseus', 'person', '0.6'], ['hercules', 'person', '0.6'], ['demetra', 'organization', '0.8'], ['monday', 'date', '0.6'], ['day 25', 'date', '0.6']]"
22, Both the ravenous state and private predators.  Tell us why we are wrong Why it is wrong to despise both the state and private capital itself.  You are criticising and this is not only about Mr.  Κ. ," Τόσο το αδηφάγο κράτος όσο και τους ιδιώτες αρπακτικά  Πείτε, γιατί κάνουμε λάθος Γιατί είναι λάθος να απεχθανόμαστε το ίδιο τόσο το κράτος όσο και το ιδιωτικό κεφάλαιο  Κάνετε κριτική και αυτό δεν αφορά μόνο το κ  Κ",criticism,privatization,other,criticism,-0.5,0.5,0.2,0.6,0.8,0.6,0.0,0.2,"[['mr. κ', 'person', '0.75']]","[['mr. κ', 'person', '0.8']]"
23," I t concerns all forces in Parliament.  On day 25 in our vision for appointed administrations of public bodies.  From and accountable to consultative councils of conscripts and elected citizens consisting 2/3 by conscripts and 1/3 by elected citizens neither by the minister to appoint administrations nor to the minister to hold administrations accountable nor to the private citizen.  There we focus on how we break the dilemma the false dilemma of state, capitalists or private mania or statism.  The people out there don't want the minister or the investor to control water, electricity, trains, public goods. "," Ε υ αφορά όλες τις δυνάμεις στη Βουλή  Στο μέρα 25 στο όραμα μας για διοικήσεις δημόσιων φορέων που διορίζονται  Από και λογοδοτούν σε διαβουλεύτηκα συμβούλια κληρωτών και εκλεγμένων πολιτών αποτελούμενα κατά 2/3 από κληρωτούς και κατά 1/3 από εκλεγμένους ούτε από τον υπουργό να διορίζονται οι διοικήσεις ούτε στον υπουργό να λογοδοτούν οι διοικήσεις ούτε στον ιδιώτη  Εκεί εμείς εστιάζουν το πώς θα σπάσουμε το δίλημμα το ψευτοδίλημμα κράτος, οι κεφαλαιοκράτες ή ιδιωτικό μανία ή κρατισμός  Ο κόσμος εκεί έξω δεν θέλει ούτε τον υπουργό, αλλά ούτε και τον επενδυτή να ελέγχουν το νερό, το ρεύμα, τα τρένα, θα τα δημόσια αγαθά",privatization,accountability,privatization of public goods,appointed administrations,0.0,0.5,0.5,0.2,0.2,0.2,0.2,0.0,"[['parliament', 'org', '0.9'], ['public bodies', 'misc', '0.8'], ['consultative councils', 'misc', '0.7'], ['conscripts', 'misc', '0.9'], ['elected citizens', 'misc', '0.7'], ['minister', 'per', '0.8'], ['private citizen', 'per', '0.7'], ['state', 'misc', '0.7'], ['capitalists', 'misc', '0.7'], ['water', 'misc', '0.7'], ['electricity', 'misc', '0.7'], ['trains', 'misc', '0.7'], ['public goods', 'misc', '0.7']]","[['parliament', 'organization', '0.75'], ['consultative councils', 'group of people', '0.75'], ['conscripts', 'group of people', '0.75'], ['elected citizens', 'group of people', '0.75'], ['minister', 'person', '0.75'], ['private citizen', 'person', '0.75'], ['state', 'organization', '0.75'], ['capitalists', 'group of people', '0.75'], ['water', 'location', '0.75'], ['electricity', 'location', '0.75'], ['trains', 'location', '0.75']]"
