id,text,text_el,topic,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner
11," So this, dear friends, is not a staff state that guarantees the basics, it is a staff state of audacity and cover-up alone.  The priority is for the current government not to face up to its responsibilities, but this is not the first time.  This is the first time this has happened.  Didn't the same thing happen on the issue of wiretapping.  Where after decades we suddenly find ourselves in front of phenomena that we believed that Andreas Papandreou's PASOK, the democratic party, would have been closed in the dustbin of history and here we are again facing interceptions and attempts by modern means to imprison me and other people.  People in very critical positions in the state.  As are the armed forces. "," Αυτό λοιπόν αγαπητές φίλες και φίλοι δεν είναι επιτελικό κράτος που εγγυάται τα στοιχειώδη είναι ένα επιτελικό κράτους του θράσους και της συγκάλυψης μόνη του  Προτεραιότητα είναι να μην αντιμετωπίσει τις ευθύνες της η σημερινή κυβέρνηση, αλλά δεν είναι η πρώτη φορά  Είναι η πρώτη φορά που συμβαίνει αυτό  Μήπως το ίδιο δεν έγινε και στο ζήτημα των υποκλοπών  Όπου μετά από δεκαετίες ξαφνικά βρισκόμαστε μπροστά σε φαινόμενα που πιστεύαμε ότι το ΠΑΣΟΚ του Ανδρέα Παπανδρέου, η δημοκρατική παράταξη θα είχε κλείσει στο χρονοντούλαπο της ιστορίας και να τα μπροστά μας ξανά υποκλοπές και προσπάθεια με σύγχρονα μέσα να εγκλωβίσουν εμένα και άλλους ανθρώπους  Ανθρώπους σε πολύ κρίσιμες θέσεις του κράτους  Όπως είναι οι ένοπλες δυνάμεις",national defence,interception,,-0.6,0.8,0.2,0.2,0.4,,,0.0,"[['andreas papandreou', 'person', '0.6'], ['pasok', 'organization', '0.7']]"
12, What was the Prime Minister's response.  An alleged apology.  All in the light.  Did any of this happen.  Which is all in light. , Ποια ήταν η απάντηση του πρωθυπουργού  Ένα δήθεν συγγνώμη  Όλα στο φως  Έγινε κάτι από αυτά  Ποιο είναι όλα στο φως,reference to other parties,other,,0.0,0.0,0.0,0.1,0.2,,,0.0,"[['prime minister', 'person', '0.94']]"
13," Since last summer when I went to the Supreme Court prosecutor's office.  It's been many months.  Whatever you learned, you learned and I learned. "," Από πέρσι το καλοκαίρι που πήγα στην Εισαγγελία του Αρείου Πάγου  Έχουν περάσει πολλοί μήνες  Ό,τι μάθατε, εσείς έμαθα κι εγώ",reference to other parties,other,,0.0,0.0,0.0,0.1,0.0,,,0.0,"[['supreme court', 'organization', '0.7'], [""prosecutor's office"", 'organization', '0.6']]"
14, While the investigations by the independent authorities of Mr Menoudakos and Mr Rammou have already advanced too much evidence to shed light on this case.  Why is justice moving so slowly.  Is he waiting for the election to be over.  For the Greek people to learn about the criminal activity of the state before the elections and to evaluate Mr Mitsotakis and his nephew as they should.  But.  He said recently that he is ready. , Ενώ οι έρευνες των ανεξάρτητων αρχών του κυρίου Μενουδάκου και του κύριου Ράμμου έχουν προχωρήσει ήδη πάρα πολλά στοιχεία για να ρίξουν φως σε αυτή την υπόθεση  Γιατί κινείται τόσο αργά η δικαιοσύνη  Μήπως περιμένει να τελειώσουν οι εκλογές  Για να μάθει ο ελληνικός λαός την εγκληματική δραστηριότητα του παρακράτους πριν τις εκλογές και αξιολογήσει όπως πρέπει τον κύριο Μητσοτάκη και τον ανιψιό του  Αλλά  Είπε πρόσφατα ότι είναι έτοιμος,justice,elections,,0.0,0.1,0.0,0.1,0.2,,,0.0,"[['mr menoudakos', 'person', '0.85'], ['mr rammou', 'person', '0.85'], ['greek', 'norp', '0.8'], ['mr mitsotakis', 'person', '0.8'], ['elections', 'date', '0.6']]"
15, To take on the deep state.  Calling himself a reformer.  Who is the deep state.  Deep State It is those who are exploiting the Recovery Fund on clientelistic terms.  Deep state are those who organize the parastate of eavesdropping from the Maximos building.  A deep state is one that has a contract.  9 years without implementation. , Να τα βάλει με το βαθύ κράτος  Βαφτίζοντας τον εαυτό του μεταρρυθμιστή  Ποιος είναι το βαθύ κράτος  Βαθύ κράτος Είναι αυτοί που αξιοποιούν με πελατειακούς όρους Το Ταμείο Ανάκαμψης  Βαθύ κράτος είναι αυτοί που οργανώνουν από το Μέγαρο Μαξίμου το παρακράτος των υποκλοπών  Βαθύ κράτος είναι αυτό το οποίο έχει μια σύμβαση  9 χρόνια χωρίς να υλοποιείται,,,,-0.5,0.5,0.2,0.5,0.5,,,0.1,"[['deep state', 'organization', '1.0'], ['recovery fund', 'organization', '1.0'], ['maximos building', 'location', '1.0']]"
16," They are aware of the criminal responsibilities of certain agents of the agencies and the ministry and do nothing having the tragic results, as an independent authority says.  Deep state is appointing your party kids to critical positions in organizations, let's look at the resumes of everyone involved.  Most of them are executives who supported Mr Mitsotakis, party children of the new democracy.  You don't see meritocratic choices. "," Γνωρίζουν τιςεγκληματικές ευθύνες συγκεκριμένων παραγόντων των οργανισμών και του υπουργείου και δεν κάνουν τίποτα έχοντας τα τραγικά αποτελέσματα, όπως λέει και ανεξάρτητη αρχή  Βαθύ κράτος είναι να διορίζεις τα κομματικά σου παιδιά σε κρίσιμες θέσεις των οργανισμών, ας δούμε τα βιογραφικά όλων των εμπλεκομένων  Οι περισσότεροι είναι στελέχη που στήριζαν τον κύριο Μητσοτάκη κομματικά παιδιά της νέας Δημοκρατίας  Δεν βλέπεις αξιοκρατικές επιλογές",transparency,corruption,,-0.8,0.8,0.5,0.8,0.7,,,0.1,"[['mitsotakis', 'person', '0.9'], ['new democracy', 'organization', '0.9']]"
17," Not to talk historically about who represents the deep bureaucratic and client state in Greece, Mr Mitsotakis, because we all know each other very well in this country.  Who are the ones who can tackle this deep state.  It is the faction.  Who, as much as they try to charge her.  Looking for a small amount of PASOK. "," Για να μη μιλήσουμε ιστορικά για το ποιος εκπροσωπεί το βαθύ ρουσφετολογικό και πελατειακό κράτος στην Ελλάδα, κύριε Μητσοτάκη, γιατί όλοι γνωριζόμαστε πάρα πολύ καλά σ αυτό τον τόπο  Ποιοι είναι αυτοί που μπορούν να αντιμετωπίσουν αυτό το βαθύ κράτος  Είναι η παράταξη  Που όσο και αν προσπαθούν να της χρεώσουν  Ψάχνοντας μικροποσότητα ΠΑΣΟΚ",reference to other parties,corruption,,0.0,0.5,0.5,0.5,0.8,,,0.2,"[['greece', 'location', '1.0'], ['mitsotakis', 'person', '1.0'], ['pasok', 'organization', '1.0']]"
18, To cast and diffuse blame.  It is this faction that has brought anything to do with meritocracy in the country.  For all its faults.  Because we are ready to take responsibility for all the mistakes made in the past. , Για να ρίξουν και να διαχύσουν τις ευθύνες τους  Αυτή η παράταξη είναι που έφερε οτιδήποτε αφορά την αξιοκρατία στον τόπο  Παρόλα τα λάθη της  Γιατί εμείς είμαστε έτοιμοι να σηκώσουμε και τις ευθύνες μας για όσα λάθη έγιναν στο παρελθόν,reference to other parties,self-criticism,,0.0,0.2,0.0,0.1,0.2,,,0.0,[]
19," But who created the independent authorities in Greece.  New Democracy, SYRIZA or PASOK.  Who made. "," Αλλά ποιος έφτιαξε τις ανεξάρτητες αρχές στην Ελλάδα  Η Νέα Δημοκρατία, το ΣΥΡΙΖΑ ή το ΠΑΣΟΚ  Ποιος έφτιαξε",reference to other parties,other,,0.0,0.0,0.0,0.2,0.2,,,0.0,"[['greece', 'location', '1.0'], ['new democracy', 'organization', '0.8'], ['syriza', 'organization', '0.6'], ['pasok', 'organization', '0.5']]"
20," The meritocracy of the ASEP in Greece.  The new democracy, SYRIZA or PASOK.  Who built open gov and transparency on the site so we can find out where your resources go and how they use that money. "," Την αξιοκρατία του ΑΣΕΠ στην Ελλάδα  Η νέα δημοκρατία, ο ΣΥΡΙΖΑ ή το ΠΑΣΟΚ  Ποιος έφτιαξε το open gov και τη διαύγεια στον τόπο για να μαθαίνουμε πού πάνε οι πόροι σας και πώς αξιοποιούν αυτά τα χρήματα",transparency,transparency,,0.0,0.0,0.0,0.0,0.2,,,0.0,"[['asep', 'organization', '0.80'], ['greece', 'location', '0.80'], ['syriza', 'organization', '0.80'], ['pasok', 'organization', '0.80']]"
21," The new democracy, SYRIZA or PASOK, not only did not bring them, but they fought them fiercely in the Greek Parliament, discrediting every effort of meritocracy and transparency.  So the only party that can guarantee a state.  Which will operate on terms that have above all the citizen and society at the forefront, is this party and its history proves it.  Its reforms, its quality, its culture of respect for institutions and democracy.  Because we are the ones who not only created the independent authorities, we respected the independent authorities. "," Η νέα δημοκρατία, ο ΣΥΡΙΖΑ ή το ΠΑΣΟΚ και όχι μόνο δεν τα έφεραν, αλλά τα πολέμησαν λυσσαλέα στην ελληνική Βουλή, Απαξιώνοντας κάθε προσπάθεια αξιοκρατίας και διαφάνειας  Άρα η μόνη παράταξη που μπορεί να εγγυηθεί ένα κράτος  Το οποίο θα λειτουργεί με όρους που έχουν πάνω απ όλα τον πολίτη και την κοινωνία στο προσκήνιο, είναι αυτή η παράταξη και το αποδεικνύει η ιστορία της  Οι μεταρρυθμίσεις της, η ποιότητά της, η κουλτούρα σεβασμού των θεσμών και της δημοκρατίας  Γιατί εμείς είμαστε αυτοί που όχι φτιάξαμε μόνο τις ανεξάρτητες αρχές, τις σεβαστήκαμε τις ανεξάρτητες αρχές",transparency,democracy-institutions,,0.3,0.75,0.2,0.1,0.2,,,0.0,"[['new democracy', 'organization', '0.90'], ['syriza', 'organization', '0.70'], ['pasok', 'organization', '0.70'], ['greek parliament', 'organization', '0.70']]"
22," I want to remind you.  What happened in the TV licence case.  When Mr Mitsotakis was saying, what we are saying today.  I was saying the same things we say today.  Mr Mitsotakis was talking about SYRIZA.  And he was saying that this competition is a stock-sharing game of the new democracy.  What we also believed in strong interests, which he proved with his decision. "," Θέλω να σας θυμίσω  Τι έγινε στην υπόθεση των τηλεοπτικών αδειών  Όταν ο κύριος Μητσοτάκης έλεγε, αυτά που λέμε σήμερα  Έλεγα τα ίδια που λέμε σήμερα  Τα έλεγε Ο κύριος Μητσοτάκης για το ΣΥΡΙΖΑ  Και έλεγε ότι αυτός ο διαγωνισμός είναι ένα παιχνίδι μοιράσματος μετοχών της νέας δημοκρατίας  Αυτό που πιστεύαμε κι εμείς σε ισχυρά συμφέροντα, το οποίο το απέδειξε με την απόφασή του",reference to other parties,media,,0.0,0.1,0.0,0.1,0.0,,,0.0,"[['mr mitsotakis', 'person', '0.89'], ['tv licence', 'organization', '0.8'], ['syriza', 'organization', '0.76'], ['new democracy', 'organization', '0.65']]"
23," The Special Court, sentencing Mr. Pappas to 13 zeroes.  Mr Mitsotakis as governor is saying the same things he said then.  Or does it do the same as SYRIZA did back then.  What did Syriza do then. "," Το Ειδικό Δικαστήριο, καταδικάζοντας 13 μηδέν τον κύριο Παππά  Ο κύριος Μητσοτάκης ως κυβερνήτης λέει τα ίδια που έλεγε τότε  Ή μήπως κάνει τα ίδια που έκανε ο ΣΥΡΙΖΑ τότε  Τι έκανε ο σύριζα τότε",reference to other parties,other,,0.0,0.0,1.0,0.1,0.2,,,0.0,"[['the special court', 'organization', '0.70'], ['mr. pappas', 'person', '0.80'], ['mr. mitsotakis', 'person', '0.80'], ['syriza', 'organization', '1.00']]"
24, The judiciary and independent authorities spoke.  That this effort is at the expense of democracy and transparency.  The Polakis and all the executives came out and attacked the independent authorities.  What the new democracy is doing today.  Once Rammos and Menudako had done their job. , Μιλούσε η δικαιοσύνη και ανεξάρτητες αρχές  Ότι αυτή η προσπάθεια που κάνει είναι εις βάρος της δημοκρατίας και της διαφάνειας  Βγαίνανε οι Πολάκηδες και όλα τα στελέχη και χτυπούσαν τις ανεξάρτητες αρχές  Τι κάνει σήμερα η νέα δημοκρατία  Μόλις ο Ράμμος με το Μενουδάκο έκαναν τη δουλειά τους,justice,democracy-institutions,,-0.6,0.8,0.5,0.3,0.5,,,0.2,"[['judiciary', 'organization', '0.9626'], ['independent authorities', 'organization', '0.8687'], ['democracy', 'other', '0.8932'], ['transparency', 'other', '0.8932'], ['polakis', 'person', '0.4779'], ['executives', 'other', '0.8932'], ['new democracy', 'organization', '0.7414'], ['rammos', 'person', '0.3187'], ['menudako', 'person', '0.3187']]"
25, And they announced to the most official bodies of the European Parliament that there are 300 messages.  Predator with 100 targets have found companies.  They were directly targeted by those who until the day before yesterday were defending them. , Και ανακοίνωσαν στο πιο επίσημα όργανα του Ευρωπαϊκού Κοινοβουλίου ότι υπάρχουν 300 μηνύματα  Predator με 100 στόχους έχουν βρει εταιρείες  Απευθείας στοχοποιήθηκαν από αυτούς που μέχρι προχθές τους υπερασπιζόταν,security,interception,,-0.6,0.6,0.0,0.4,0.6,,,0.2,"[['european parliament', 'organization', '1.0'], ['predator', 'product', '1.0']]"
26, So what is our value difference.  Not only consistency and responsibility.  It's something more. ," Άρα ποια είναι η αξιακή μας διαφορά  Δεν είναι μόνο η συνέπεια και η ευθύνη  Είναι κάτι, περισσότερο",reference to other parties,other,,0.0,0.0,0.0,0.0,0.0,,,0.0,[]
27," It's respect for institutions, for democratic democracy, even if.  Sometimes these institutions point to our own officials for responsibility and what do we do then?  We're doing a cover-up.  We put them on the ballot papers like Tsipras put Mr Pappas on the ballot papers.  Or we cover them up, like Mitsotakis, his nephew.  And the commander of the NSA and Mrs. Vlachou and the owners of these software.  No.  We within a few seconds, when the Qatar gate emerged. "," Είναι ο σεβασμός στους θεσμούς, στις δημοκρατικές δημοκρατία, ακόμη και αν  Κάποιες φορές αυτοί οι θεσμοί δείχνουν και δικά μας στελέχη για ευθύνες και εμείς τι κάνουμε τότε  Κάνουμε συγκάλυψη  Τους βάζουμε στα ψηφοδέλτια όπως ο Τσίπρας τον κύριο Παππά  Ή τους καλύπτουμε το συγκαλύπτουμε, όπως ο Μητσοτάκης, τον ανιψιό του  Και το διοικητή της ΕΥΠ και την κυρία Βλάχου και τους ιδιοκτήτες των λογισμικών αυτών  Όχι  Εμείς μέσα σε μερικά δευτερόλεπτα, όταν προέκυψε το Qatar gate",government programme,democracy-institutions,,-0.4,0.2,0.0,0.2,0.3,,,0.1,"[['tsipras', 'person', '0.6'], ['mr pappas', 'person', '0.6'], ['mitsotakis', 'person', '0.6'], ['nsa', 'organization', '0.6'], ['mrs. vlachou', 'person', '0.6'], ['qatar', 'location', '0.6']]"
28," We deleted Mrs Kaili.  We just came up with an irregularity, an irregularity which is not directly related to the accident with the accident, but an irregularity in a hospital we removed from our ballot.  The doctor who committed the irregularity. "," Διαγράψαμε την κυρία Καϊλή  Εμείς μόλις προέκυψε μια παρατυπία, μια παρατυπία η οποία δεν έχει άμεση σχέση με το δυστύχημα με το δυστύχημα, αλλά μια παρατυπία σε ένα νοσοκομείο βγάλαμε από το ψηφοδέλτιό μας  Τον γιατρό που έκανε την παρατυπία",health,understaffing of hospitals,,-0.2,0.0,0.0,0.2,0.5,,,0.0,"[['mrs kaili', 'person', '0.99'], ['hospital', 'organization', '0.98'], ['doctor', 'person', '0.94']]"
29, What the New Democracy is doing with SYRIZA.  New Democracy with SYRIZA.  And let's start with SYRIZA. , Τι κάνει η νέα Δημοκρατία με τον ΣΥΡΙΖΑ  Η Νέα Δημοκρατία με τον ΣΥΡΙΖΑ  Κι ας ξεκινήσουμε από το ΣΥΡΙΖΑ,reference to other parties,other,,0.0,0.0,0.1,0.2,0.2,,,0.0,"[['new democracy', 'org', '0.875'], ['syriza', 'org', '0.875'], ['syriza', 'org', '1.0']]"
30," It has the slogan justice everywhere.  Justice for all of us.  But for them, when justice speaks.  It's bad justice, justice for us, but for them.  Cover-up for their best friends.  And they even had the nerve to say, ""I'm taken,"" he says, ""I'm from New Democracy.  That's why, he says, I'm not raising the issue of wiretapping. "," Έχει το σύνθημα δικαιοσύνη παντού  Δικαιοσύνη για όλους εμάς  Αλλά για αυτούς όταν μιλάει η δικαιοσύνη  Είναι κακή δικαιοσύνη, δικαιοσύνη για μας, αλλά για αυτούς  Συγκάλυψη για τους κολλητούς τους  Και μάλιστα είχαν το θράσος να πουν λέει, είμαι πιασμένος, λέει από τη Νέα Δημοκρατία  Για αυτό λέει, δεν σηκώνω το θέμα των υποκλοπών",slogan,,,-0.6,0.78,0.75,0.8,0.8,,,0.6,"[['new democracy', 'organization', '0.5'], ['wiretapping', 'event', '0.5']]"
31, What else to do at the European Court of Human Rights.  I went to.  I went to the Greek justice system.  We had a committee of inquiry in the European Parliament and the same in the Greek Parliament.  What they did. , Τι άλλο να κάνω στο Ευρωπαϊκό Δικαστήριο Ανθρωπίνων Δικαιωμάτων  Πήγα  Στην ελληνική δικαιοσύνη πήγα  Στο Ευρωπαϊκό Κοινοβούλιο κάναμε εξεταστική επιτροπή το ίδιο και στο ελληνικό κοινοβούλιο  Αυτοί τι έκαναν,justice,justice,,0.0,0.0,0.0,0.0,0.0,,,0.0,"[['european court of human rights', 'organization', '1.0'], ['greek justice system', 'organization', '1.0'], ['european parliament', 'organization', '1.0'], ['greek parliament', 'organization', '1.0']]"
32," Is it the same as the New Democracy.  Mr Mitsotakis.  Who is a liberal, that's how he wants to be presented to the Greek public opinion.  What kind of liberalism it represents.  Liberalism that is capable of doing anything even to expose Greece irreparably. "," Μήπως τα ίδια που κάνει η Νέα Δημοκρατία  Ο κύριος Μητσοτάκης  Που είναι φιλελεύθερος, έτσι θέλει να πλασάρεται στην ελληνική κοινή γνώμη  Τι είδους φιλελευθερισμό εκπροσωπεί  Τον φιλελευθερισμό που είναι ικανός να κάνει τα πάντα ακόμη και να εκθέσει ανεπανόρθωτα την Ελλάδα",economy,other,,-0.7,0.9286,0.1,0.8,0.7,,,0.6,"[['new democracy', 'org', '0.80'], ['mitsotakis', 'per', '1.0'], ['greek', 'misc', '0.60'], ['greece', 'loc', '0.80']]"
33," When the European institutions ask the Rights Committee to come to the country to talk to the ministers, to the secretariats general, to civil society.  And we have the ambassador in Brussels send a letter, don't come.  Because we have a three-day mourning period.  And he replies, the Commission says, the three-day mourning period is over, since it's next week. "," Όταν ζητάνε οι ευρωπαϊκοί θεσμοί, η Επιτροπή Δικαιωμάτων να ρθει στη χώρα να μιλήσει με τους υπουργούς με τους γενικούς γραμματείες, με την κοινωνία των πολιτών  Και βάζουμε τον πρέσβη στις Βρυξέλλες, να στείλει γράμμα, μην έρθετε  Διότι έχουμε τριήμερο πένθος  Και τους απαντά, η Επιτροπή μα λέει, λήγει το τριήμερο πένθος, αφού είναι την άλλη βδομάδα",reference to other parties,democracy-institutions,,0.0,0.0,0.0,0.0,0.1,,,0.0,"[['european', 'org', '0.953'], ['rights committee', 'org', '0.943'], ['commission', 'org', '0.901']]"
