id,text,text_el,topic,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner
11," I read from your Prime Minister's tweet to rejoice, I will immediately ask the European Commission and friendly countries for their assistance in know-how, so that we finally acquire modern trains and I will fight to have additional Community funding in order to maintain and upgrade, upgrade quickly the existing network.  Basically what you are saying.  Yes to the false technocrats of the European Union, but not to the European Parliament Commission that investigates the quality of democracy, to the interception and the journalism, you say yes to the troika for the dismantling of the trains, but not to put a brake on your computers that move Putin's oil, you say yes to the troika for the dismantling of the trains, but not to put a brake on your computers that move Putin's oil.  You stay in Europe, you only When your goal is the impoverishment of the Greek people and you say no to Europe when the interests of the oligarchs are being driven. "," Διαβάζω από τουίτ του πρωθυπουργού σας να το χαίρεστε, Θα ζητήσω λέει αμέσως από την Ευρωπαϊκή Επιτροπή και από φίλες χώρες τη συνδρομή τους σε τεχνογνωσία, ώστε να αποκτήσουμε επιτέλους σύγχρονα τρένα και θα αγωνιστώ για να έχουμε πρόσθετη κοινοτική χρηματοδότηση προκειμένου να συντηρηθεί και να αναβαθμιστεί, αναβαθμιστεί γρήγορα το υφιστάμενο δίκτυο  Ουσιαστικά τι λέτε  Ναι στους ψευτο τεχνοκράτες της Ευρωπαϊκής Ένωσης, αλλά όχι να μην έρθει η Επιτροπή του Ευρωκοινοβουλίου εδώ που κάνει την έρευνα για την ποιότητα της δημοκρατίας, για τις υποκλοπές και η δημοσιογραφία λέτε ναι, στην τρόικα για τη διάλυση των τρένων, αλλά όχι να μπει φρένο στους υπολογιστές σας που μετακινούν το πετρέλαιο του Πούτιν  Μένετε Ευρώπη, εσείς μόνο Όταν στόχος σας είναι η φτωχοποίηση του ελληνικού λαού και λέτε όχι στην Ευρώπη όταν ὁδηγοῦνται τα συμφέροντα των ολιγαρχών",europe,railways,european trains,-0.8,0.9,0.0,0.4,0.8,0.7,0.1,0.6,"[['prime minister', 'person', '1.0'], ['european commission', 'organization', '1.0'], ['community', 'organization', '0.9'], ['european union', 'organization', '0.7'], ['european parliament commission', 'organization', '0.5'], ['putin', 'person', '0.6'], ['greek', 'location', '1.0'], ['oligarchs', 'group', '0.5']]"
12," And loud and strong and the most failed President of the European Commission.  Who was previously Mrs Merkel's failed Defence Minister, Mrs Ursula.  She was jealous and she wanted to make a tweet and she said, today we discussed with the prime minister. "," Και ξάφνου δυνατή και η πιο αποτυχημένη Πρόεδρος της Ευρωπαϊκής Επιτροπής  Που ήταν προηγουμένως αποτυχημένη Υπουργός Άμυνας της κυρίας Μέρκελ, η κυρία Ούρσουλα  Ζήλεψε και αυτή ήθελε και αυτή να βγάλει ένα τουίτ και λέει, σήμερα συζητήσαμε με τον πρωθυπουργό",,other,politics,-0.5,0.8,1.0,0.8,0.7,0.8,0.0,0.1,"[['european commission', 'org', '0.8'], ['mrs merkel', 'per', '0.8'], ['defence minister', 'title', '0.6'], ['mrs ursula', 'per', '0.8'], ['prime minister', 'title', '0.5']]"
13, Mitsotakis on additional technical assistance to be offered by the European Union to Greece to modernise trains and improve their safety.  So who exactly is going to send those who put us.  They forced the breakup of the OSE.  And they brought tragedy.  Who will send them the same Commission. , Μητσοτάκη επιπλέον τεχνική βοήθεια που θα προσφέρει η Ευρωπαϊκή Ένωση στην Ελλάδα για να εκσυγχρονιστούν τα τρένα και να βελτιωθεί η ασφάλειά τους  Δηλαδή ποιος ακριβώς θα στείλει εκείνους που μας έβαλαν  Το επέβαλαν το σπάσιμο του ΟΣΕ  Και έφεραν την τραγωδία  Ποιοι θα τους στείλουν η ίδια Κομισιόν,economy,railways,train safety,-0.5,0.7,0.1,0.7,0.6,0.5,0.2,0.25,"[['mitsotakis', 'person', '0.96'], ['european union', 'organization', '0.9'], ['greece', 'location', '0.84'], ['ose', 'organization', '0.8'], ['commission', 'organization', '0.78']]"
14, How part of the troika forced SYRIZA to hand over the trains to the bankrupt Efes.  Which carried us here after.  35-year-old trains banned from use in the rest of Europe. , Πώς κομμάτι της τρόικας επέβαλε στον ΣΥΡΙΖΑ την παράδοση των αμαξοστοιχιών στην Πτωχευμένη Εφές  Η οποία μας κουβάλησε εδώ μετά  Συρμούς 35 ετίας που απαγορεύεται να χρησιμοποιηθούν στην υπόλοιπη Ευρώπη,economy,bankruptcy,train privatization,-0.8,0.8,0.0,0.7,0.2,0.3,0.0,0.2,"[['troika', 'org', '0.7'], ['syriza', 'org', '0.7'], ['efes', 'org', '0.7'], ['europe', 'loc', '0.7']]"
15," Dear Ursula.  We won't even get a tip when you talk to the Greeks, the Greek people for technical assistance you remind us of American decision makers who promise to bring democracy to Iraq we shudder.  Some people ask, and some people well-meaning, why we in Day 25 say that breaking networks that provide public goods, whether it's the PPC, whether it's the OSE.  For water, good time. "," Αγαπητή ούρσουλα  Δεν θα πάρουμε και μια συμβουλή όταν μιλάς στους Έλληνες, στον ελληνικό λαό για τεχνική βοήθεια θυμίζεις αμερικανούς ιθύνοντες που υπόσχονται να φέρουν δημοκρατία στο Ιράκ ανατριχιάζουμε  Κάποιοι ρωτούν και ορισμένοι καλοπροαίρετα, γιατί εμείς στο Μέρα 25 λέμε ότι το σπάσιμο των δικτύων που παρέχουν δημόσια αγαθά, είτε πρόκειται για τη ΔΕΗ, είτε πρόκειται για τον ΟΣΕ  Για το νερό, καλή ώρα",reference to other parties,privatisations,distrust,-0.5,0.4,0.0,0.25,0.5,0.4,0.0,0.1,"[['ursula', 'person', '0.95'], ['greeks', 'gpe', '0.9'], ['american', 'norp', '0.6'], ['iraq', 'gpe', '0.8'], ['day 25', 'date', '1.0'], ['ppc', 'org', '0.7'], ['ose', 'org', '0.7']]"
16," Why do we say that breaking the networks and.  Then privatizing them is a crime.  For 4 reasons, ladies and gentlemen, firstly, all the accumulated experience of a single system, as in 2010, when the PASOK government at the time.  Led by Minister Dimitris Repas Axe in the railways and pushed a number of staff either to leave or to transfer 60% of the staff E F I.  Secondly, because synergies are lost. "," Γιατί λέμε ότι το σπάσιμο των δικτύων και η  Κατόπιν ιδιωτικοποίηση τους είναι έγκλημα  Για 4 λόγους κυρίες και κύριοι συνάδελφοι, πρώτον, χάνεται όλη η συσσωρευμένη εμπειρία που έχει ένα ενιαίο σύστημα, όπως τότε το 2010, που η κυβέρνηση του ΠΑΣΟΚ τότε  Με προεξάρχοντα τον Υπουργό Δημήτρη Ρέππα Τσεκουριά σε το σιδηρόδρομο και ώθησε πλήθος προσωπικού είτε στην αποχώρηση είτε στη Μετάταξη 60% του προσωπικού Ε Φ Ι  Δεύτερον, γιατί χάνονται οι συνέργειες",economy,privatisations,privatization,0.0,0.6,0.2,0.1,0.2,0.2,0.0,0.0,"[['2010', 'date', '0.9'], ['pasok', 'organization', '0.8'], ['dimitris repas', 'person', '0.7']]"
17," And it's disjointed when you have a company that designs the train and even brings in a used train and another company that's supposed to upgrade the track, they don't coordinate with each other.  Ladies and gentlemen, look at the world.  Where there are serious trains.  That have been built, built.  Ultra-modern safe trains in which 3 countries are France, Japan, China, nowhere else in substance.  In all 3 of these countries.  The state-of-the-art network.  Safe at speeds of over 400 km/h. "," Και αποσυντονίζεται το σύστημα όταν έχεις μια εταιρεία η οποία σχεδιάζει την αμαξοστοιχία και μάλιστα φέρνει και μια μεταχειρισμένη και μια άλλη εταιρεία που υποτίθεται ότι αναβαθμίσει τις ράγες, δεν συντονίζονται μεταξύ τους  Κυρίες και κύριοι συνάδελφοι, κοιτάξτε την υφήλιο  Που υπάρχουν σοβαρά τρένα  Που έχουν οικοδομηθεί, χτιστεί  Υπερσύγχρονα ασφαλή τρένα σε ποιες χώρες 3 είναι οι χώρες Γαλλία, Ιαπωνία, Κίνα, πουθενά αλλού επι της ουσίας  Και στις 3 αυτές χώρες  Το υπερσύγχρονο δίκτυο  Ασφαλές με ταχύτητες πάνω 400 χιλιομέτρων χιλιομέτρων την ώρα",infrastructure,railways,high-speed trains,0.2,0.5,0.0,0.1,0.0,0.1,0.0,0.0,"[['france', 'location', '0.8'], ['japan', 'location', '0.8'], ['china', 'location', '0.8']]"
18," It took companies that designed.  They built both the tracks and the trains.  Single system.  No private fragmented system can achieve that and where it broke.  The good system, which was built like in France and Japan, where it was broken for neoliberal reasons for European Union reasons, in France, Japan and France they were left behind compared to the Chinese system.  The third reason is that when you break up a network of a public good and put in companies under private initiative, internal disputes within the consortium immediately start with mathematical precision.  Take for example the fight between Bobbolas' Aktor at the time and Alstom or the same consortium. "," Χρειάστηκε εταιρείες οι οποίες σχεδίασαν  Κατασκεύασαν τόσο τις ράγες όσο και τις αμαξοστοιχίες  Ενιαίο σύστημα  Κανένα ιδιωτικό κατακερματισμένο σύστημα δεν μπορεί να πετύχει κάτι τέτοιο και εκεί που έσπασε  Το καλό σύστημα, το οποίο χτίστηκε όπως στη Γαλλία και στην Ιαπωνία, όπου εκεί έσπασε για λόγους νεοφιλελεύθερους για λόγους Ευρωπαϊκής Ένωσης, στη Γαλλία, στην Ιαπωνία και στη Γαλλία έμειναν πίσω σε σχέση με το κινέζικο  Ο τρίτος λόγος είναι ότι όταν σπας ένα δίκτυο ενός δημόσιου αγαθού και βαζεις μεσα εταιρείες στο πλαίσιο της ιδιωτικής πρωτοβουλίας, ξεκινάνε αμέσως με μαθηματική ακρίβεια εσωτερικές έριδες εντός της κοινοπραξίας  Πάρτε για παράδειγμα τον τσακωμό μεταξύ της Ακτωρ του Μπόμπολα τότε και της Alstom δεν μιλιόντουσαν ή της ίδιας κοινοπραξίας",economy,privatisations,public transportation,-0.3,0.6,0.0,0.4,0.2,0.7,0.0,0.0,"[['france', 'location', '0.8'], ['japan', 'location', '0.8'], ['chinese', 'adjective', '0.8'], ['european union', 'organization', '0.7'], ['bobbolas', 'person', '0.6'], ['aktor', 'organization', '0.6'], ['alstom', 'organization', '0.6']]"
19," This is the result of break-up and privatisation.  And finally, when he saw that privatization of a public good, which is public even after privatization, to the extent that there are so-called externalities, that is, every passenger who gets on a train.  Helps to decongest the road network.  This is a social benefit which you do not measure when you treat rail as a different market from motorways.  And so you fall at the mercy of collusion between mafia big bankers like Goldman Sachs.  Remember the tolls that were sold under Simitis and with the toll motorway oligarchs, in other words, terna on one side and actor on the other.  It is the crows who create conditions of virtual plunder of the public good, which transport, not only railways, but.  The motorway. "," Αυτό είναι το αποτέλεσμα του σπασίματος και της ιδιωτικοποίησης  Και τέλος, όταν είδε ότι ιδιωτικοποίηση ένα δημόσιο αγαθό, το οποίο είναι δημόσιο ακόμα και μετά την ιδιωτικοποίηση, στο βαθμό που υπάρχουν οι λεγόμενες εξωτερικότητες, δηλαδή κάθε επιβάτης που ανεβαίνει σε ένα τρένο  Βοηθάει στην αποσυμφόρηση του οδικού δικτύου  Αυτό είναι ένα κοινωνικό όφελος το οποίο εσείς δεν το μετράται όταν αντιμετωπίζετε το σιδηρόδρομο ως διαφορετική αγορά από τον αυτοκινητόδρομο  Και έτσι πέφτετε στο έλεος συμπράξεων μεταξύ μαφιόζικων μεγάλο τραπεζιτών όπως η γκόλντμαν σαξ  Θυμάστε τα διόδια που πουλήθηκαν επί Σημίτη και με τους ολιγάρχες των αυτοκινητοδρόμων των διοδίων, δηλαδή με άλλα λόγια, τέρνα από τη μια μεριά ακτωρ από την άλλη  Είναι τα κοράκια τα οποία δημιουργούν συνθήκες ουσιαστικά λεηλασίας του δημόσιου αγαθού, το οποίο οι μεταφορές, όχι μόνο σιδηρόδρομος, αλλά  Ο αυτοκινητόδρομος",economy,water privatisation,privatization of public goods,-0.3,0.9,0.0,0.25,0.2,0.5,0.0,0.0,"[['goldman sachs', 'organization', '0.6'], ['simitis', 'person', '0.6'], ['terna', 'organization', '0.6'], ['actor', 'organization', '0.6']]"
20," Ladies and gentlemen of the new democracy.  On this sad day.  We hide even more because we have a government that doesn't care.  The truth is only interested in the cover-up through hollow commissions.  Is it possible that you appointed a three-member committee at will, in which you even put the man to whom you had given the order to break up and privatise OSE?  The wolf guarding the sheep.  Hollow committees on the one hand for the cover-up and brutal repression in the streets and squares the day before yesterday Your hoodlum deltas ran over 4 5 lawyers of the alternative lawyers movement with their motorbikes.  Rabid riot police were hitting our block and I'm sure other blocks. ", Κυρίες και κυρίες και κύριοι της νέας δημοκρατίας  Σε αυτή τη θλιβερή μέρα  Εμείς κρυβόμαστε ακόμα πιο πολύ επειδή έχουμε μια κυβέρνηση που δεν την ενδιαφέρει  Η αλήθεια την ενδιαφέρει μόνο η συγκάλυψη μέσω κούφιων επιτροπών  Είναι δυνατόν να διορίσατε εσείς με το έτσι θέλω μια τριμελή επιτροπή στην οποία μάλιστα βάλατε τον άνθρωπο στον οποίο εσείς είχατε δώσει την εντολή να σπάσει και να ιδιωτικοποιήσει τον ΟΣΕ  Ο λύκος να φυλάει τα πρόβατα  Κούφιες επιτροπές από τη μια μεριά για τη συγκάλυψη και στυγνή καταστολή στους δρόμους και στις πλατείες προχθές Μανιασμένη Δελτάδες σας έπεφταν με τα μηχανάκια τους πάνω σε 4 5 δικηγόρους της εναλλακτικής κίνησης δικηγόρων  Λυσσασμένα ΜΑΤ χτυπούσαν το μπλοκ το δικό μας και είμαι και σίγουρος και άλλα μπλοκ,civil protection,police violence,government indifference,-0.8,0.89,,0.8,0.9,0.8,0.0,0.4,"[['new democracy', 'organization', '0.62'], ['government', 'organization', '0.53'], ['commission', 'organization', '0.56'], ['ose', 'organization', '0.47'], ['alternative lawyers movement', 'organization', '0.61']]"
21," Yes, it is true a rain saves you, but it will not be your chemical rain.  Proof why you don't care about the truth.  In this mourning in this death. "," Ναι, είναι αλήθεια μια βροχή σας σώζει, αλλά αυτή δεν θα είναι η βροχή των χημικών σας  Απόδειξη γιατί δεν σας ενδιαφέρει η αλήθεια  Μέσα σε αυτό το πενθείς μέσα σε αυτό το θανατικό",,other,rain,-0.5,0.8,0.0,0.6,0.6,0.5,0.0,0.4,[]
