id,text,text_el,topic,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner
11," Comrades, After the elections, the unpopular course that will be followed by the government of any composition is predetermined.  	The programmes of the other parties have already been written with their agreement and signatures from the Recovery Fund preconditions, the hunt for the so-called investment grade, the framework of the notorious fiscal stability, the six-monthly EU assessments.  Overall from the commitments they all have to the objectives of the capital, the EU and NATO imperatives.  	And they're all on the same page. "," Συντρόφισσες και σύντροφοι, 	Μετά τις εκλογές είναι προδιαγεγραμμένη η αντιλαϊκή πορεία που θα ακολουθηθεί από την κυβέρνηση οποιασδήποτε σύνθεσης  	Τα προγράμματα των άλλων κομμάτων έχουν γραφεί ήδη με τη συμφωνία τους και τις υπογραφές τους από τα προαπαιτούμενα του Ταμείου Ανάκαμψης, το κυνήγι της ονομαζόμενης επενδυτικής βαθμίδας, το πλαίσιο της περιβόητης δημοσιονομικής σταθερότητας, τις εξάμηνες αξιολογήσεις της ΕΕ  Συνολικά από τις δεσμεύσεις που έχουν όλοι στους στόχους του κεφαλαίου, τις επιταγές της ΕΕ και του ΝΑΤΟ  	Και είναι σε κοινή γραμμή όλοι τους",foreign policy,austerity,politics/elections,-0.5,0.6,0.1,0.2,0.4,0.3,0.0,0.0,[]
12," Besides, that is why the representative of SYRIZA said in the most resounding way that ""in the big issues they have no differences with the Southwest"".  Moreover, a number of bourgeois economic staffs, international rating agencies etc. seem not to be worried about the composition of the next bourgeois coalition government, because it will be such whether it is formed on May 21 or July 2.  	They already see that neither in the first election nor in the second election will anyone get self-reliance, it will probably just be a repeated double series of blackmailing the popular vote.  	In any case, the bourgeois staffs, domestic, European and international, are not dramatically worried, since they know that with any government of cooperation, the unpopular program of the next day is already written by themselves.  	What the rating agencies are looking at is not the possible ""colour"" or the composition of the government, but the fact that there will be a continuation of the policies and the improvement of Greece's fiscal path.  This is what an authoritative urban newspaper wrote on Sunday in a report on how the notorious ""rating agencies"" view the upcoming elections. 	Some people, mainly from SYRIZA, accuse our Party of saying that we are saying these things, when we are not, that SYRIZA and ND are ""day and night"". "," Άλλωστε, γι’ αυτό η εκπρόσωπος του ΣΥΡΙΖΑ είπε με τον πιο ηχηρό τρόπο, ότι “στα μεγάλα δεν έχουν διαφορές με τη ΝΔ”  Εξάλλου μια σειρά αστικά οικονομικά επιτελεία, οίκοι αξιολόγησης διεθνώς κλπ μοιάζουν να μην ανησυχούν για την σύνθεση της επόμενης αστικής κυβέρνησης συνεργασίας, γιατί τέτοια θα είναι είτε αυτή σχηματιστεί στις 21 Μάη είτε στις 2 Ιούλη  	Βλέπουν ήδη ότι ούτε στις πρώτες εκλογές ούτε στις δεύτερες θα πάρει κάποιος αυτοδυναμία, απλά πιθανόν θα είναι ένα επαναλαμβανόμενο διπλό σήριαλ εκβιασμού της λαϊκής ψήφου  	Οπωσδήποτε τα αστικά επιτελεία, εγχώρια, ευρωπαϊκά και διεθνή, δεν ανησυχούν δραματικά, αφού γνωρίζουν ότι με όποια κυβέρνηση συνεργασίας, το αντιλαϊκό πρόγραμμα της επόμενης μέρας είναι ήδη γραμμένο από τους ίδιους  	Αυτό που κοιτούν οι οίκοι αξιολόγησης δεν είναι το πιθανό “χρώμα” ή η σύνθεση της κυβέρνησης, αλλά το γεγονός ότι θα υπάρξει συνέχιση των πολιτικών και της βελτίωσης της δημοσιονομικής πορείας της Ελλάδας  Αυτά έγραψε έγκυρη αστική εφημερίδα της Κυριακής σε ρεπορτάζ της που αφορά στο πώς οι περιβόητοι «οίκοι αξιολόγησης» βλέπουν τις εκλογές που έρχονται 	Ορισμένοι, κυρίως από τον ΣΥΡΙΖΑ, κατηγορούν το Κόμμα μας ότι αυτά τα λέμε εμείς, ενώ δεν είναι έτσι, ότι δήθεν ο ΣΥΡΙΖΑ με τη ΝΔ είναι «η μέρα με τη νύχτα»",economy,coalition government,greek elections,0.0,0.4,0.2,0.5,0.2,0.2,0.0,0.0,"[['syriza', 'organization', '1.0'], ['southwest', 'location', '1.0'], ['bourgeois', 'miscellaneous', '1.0'], ['economic', 'miscellaneous', '1.0'], ['rating agencies', 'organization', '1.0'], ['may 21', 'date', '1.0'], ['july 2', 'date', '1.0'], ['greece', 'location', '1.0'], ['sunday', 'date', '1.0'], ['nd', 'organization', '1.0']]"
13," 	But you have heard what some of these ""charitable"" institutions, who are not exactly communists, are saying: ""We expect policies to continue, as the Recovery Fund provides incentives for continued reforms..."" said Mr.  James James head of state ratings at DBRS. 	""In any case, we expect that there will be a broad continuation of policies and reforms and not a regression, whatever the composition of the next government,"" he added.  Duke, Moody's chief analyst for Greece. "," 	Ακούσατε όμως τι λένε κάποιοι από τα «ευαγή» αυτά ιδρύματα, που δεν τους λες και κομμουνιστές: «Αναμένουμε συνέχιση των πολιτικών, καθώς το Ταμείο Ανάκαμψης παρέχει κίνητρα για συνέχιση των μεταρρυθμίσεων…» είπε ο κ  Τζέιμς επικεφαλής των κρατικών αξιολογήσεων του Οίκου DBRS 	«Σε κάθε περίπτωση αναμένουμε πως θα υπάρξει ευρεία συνέχιση των πολιτικών και των μεταρρυθμίσεων και όχι κάποια οπισθοδρόμηση, όποια και αν είναι η σύνθεση της επόμενης κυβέρνησης» συμπλήρωσε ο κ  Ντουκ, επικεφαλής αναλυτής της Moody’s για την Ελλάδα",economy,reforms,greek policies,0.5,0.0,0.1,0.1,0.1,0.0,0.0,0.0,"[['dbrs', 'organization', '1.0'], ['mr. james james', 'person', '1.0'], [""moody's"", 'organization', '1.0'], ['greece', 'location', '1.0'], ['recovery fund', 'organization', '0.8']]"
14,"	Alexis Tsipras' statement is also characteristic: ""Whatever the next government is, it will face a return to fiscal balancing conditions"" What need, therefore, do we have for other witnesses? Compañeras and comrades, We have long been pointing out in all tones that there is no case of ungovernability anyway.  Because there is a common ground on which the next government will be built, as has been done so many times in the past. ","	Χαρακτηριστική επίσης είναι η δήλωση του Αλέξη Τσίπρα: «Όποια κι αν είναι η επόμενη κυβέρνηση θα αντιμετωπίσει επιστροφή σε συνθήκες δημοσιονομικής εξισορρόπησης»	Τι χρείαν, συνεπώς, έχομεν άλλων μαρτύρων Συντρόφισσες και σύντροφοι,	Σε όλους τους τόνους έχουμε επισημάνει εδώ και καιρό, ότι περίπτωση ακυβερνησίας έτσι κι αλλιώς δεν υπάρχει  Γιατί υπάρχει το κοινό έδαφος πάνω στο οποίο θα φτιαχτεί το επόμενο κυβερνητικό σχήμα, όπως έχει γίνει τόσες και τόσες φορές στο παρελθόν",economy,austerity,greek government,0.0,0.0,0.1,0.2,0.1,0.0,0.0,0.0,"[['alexis tsipras', 'person', '0.70'], ['compañeras', 'person', '0.60']]"
15,"	Those who talk during the election campaign about the ""danger of instability"" and ""adventures"", whenever they had to, found them.  The Southwest and PASOK came together and co-governed, when Mr.  Androulakis was then secretary of PASOK.  Mr. ","	Αυτοί που μιλούν προεκλογικά για τον «κίνδυνο της αστάθειας» και για «περιπέτειες», όποτε χρειάστηκε τα βρήκαν  ΝΔ και ΠΑΣΟΚ τα βρήκαν και συγκυβέρνησαν, όταν μάλιστα ο κ  Ανδρουλάκης ήταν τότε γραμματέας του ΠΑΣΟΚ  Ο κ",reference to other parties,elections,politics/elections,-0.2,0.2,0.0,0.2,0.2,0.1,0.0,0.0,"[['southwest', 'org', '0.8'], ['pasok', 'org', '1.0'], ['mr. androulakis', 'per', '1.0']]"
16," Tsipras got along with Kammenos and the two of them got along with ND, PASOK and Potami in the passing of the 3rd memorandum.  PASOK and SYRIZA executives have sat on the same ministerial benches as Mr.  Mitsotakis and together they implemented the suspensions of thousands of teachers.  So what's stopping them again?  That's why we say that the dilemma is blackmailing.  	The stability they seek is stability in the implementation of anti-people's policies, hence the greatest instability for the people.  Stability for the people means having at its side, as strong as possible, that force that steadily and unwaveringly gives everything for the defence of its right, inside and outside the Parliament. 	Stability for the people means having a much stronger KKE, a support in their struggle against the anti-people's policy that is a given after the elections and paving the way for the total overthrow of the.  This is the real stakes of the elections. 	""The people save the people with a strong KKE"" is confirmed by a series of examples in slave areas where workers, through their struggle, have managed to gain a firmer foothold against the policy that plunges them into instability.  	Such an example is the shipbuilding zone which managed not only to sign increases, but then, because of price pressure, to extend them again.  Similarly, in the construction sector and in the. "," Τσίπρας τα βρήκε με τον Καμμένο και οι δυο τους τα βρήκαν με ΝΔ, ΠΑΣΟΚ και Ποτάμι στην ψήφιση του 3ου μνημονίου  Στελέχη του ΠΑΣΟΚ και του ΣΥΡΙΖΑ έχουν κάτσει στα ίδια υπουργικά έδρανα με τον κ  Μητσοτάκη και μαζί υλοποίησαν τις αναστολές χιλιάδων εκπαιδευτικών  Τι τους εμποδίζει ξανά, λοιπόν  Γι' αυτό λέμε ότι είναι εκβιαστικό το δίλημμα  	Η σταθερότητα που επιδιώκουν είναι σταθερότητα στην υλοποίηση της αντιλαϊκής πολιτικής, συνεπώς η μεγαλύτερη αστάθεια για τον λαό  Σταθερότητα για τον λαό σημαίνει να έχει στο πλάι του, όσο γίνεται πιο ισχυρή, εκείνη τη δύναμη που σταθερά και αταλάντευτα τα δίνει όλα για την υπεράσπιση του δίκιου του, μέσα και έξω από τη Βουλή 	Σταθερότητα για τον λαό σημαίνει να έχει ένα πολύ πιο ισχυρό ΚΚΕ, στήριγμα στον αγώνα του ενάντια στην αντιλαϊκή πολική που είναι δεδομένη και μετά τις εκλογές και ανοίγοντας δρόμο για τη συνολική ανατροπή της  Αυτό είναι και το πραγματικό διακύβευμα τον εκλογών 	Το “ο λαός σώζει το λαό με δυνατό ΚΚΕ” επιβεβαιώνεται από μια σειρά παραδείγματα σε χώρους δουλείας που οι εργαζόμενοι με τον αγώνα τους κατάφεραν να πατήσουν πιο σταθερά τα πόδια τους ενάντια στην πολιτική που τους βυθίζει στην αστάθεια  	Τέτοιο παράδειγμα είναι η ναυπηγοεπισκευαστική ζώνη που κατάφεραν όχι μόνο να υπογράψουν αυξήσεις, αλλά στη συνέχεια λόγω της ακρίβειας να τις διευρύνουν εκ νέου  Αντίστοιχα στο κλάδο τον οικοδόμων κ",reference to other parties,memoranda,greek elections,-0.5,0.6,0.2,0.3,0.4,0.8,0.4,0.0,"[['tsipras', 'person', '1.0'], ['kammenos', 'person', '1.0'], ['nd', 'organization', '1.0'], ['pasok', 'organization', '1.0'], ['potami', 'organization', '1.0'], ['syriza', 'organization', '1.0'], ['executives', 'person', '1.0'], ['mitsotakis', 'person', '1.0'], ['thousands of teachers', 'person', '0.8'], ['kke', 'organization', '1.0']]"
17,"ο. κ.  While in a number of sectors mass struggles are continuing, such as in WOLT and the. α. ","ο κ  Ενώ σε μια σειρά κλάδους συνεχίζονται οι αγώνες με μαζικότητα, όπως στη WOLT κ α",work,workers' rights,mass struggles,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,"[['wolt', 'org', '0.75'], ['α', 'org', '1.0']]"
18," 	The whole of the previous period was marked by the mass, popular and youthful outbreak, which had many qualitative characteristics and strong elements of militancy, collectivity, solidarity, greater confidence - in comparison to the past - in the value of organised struggle.  It frustrated the initial attempt of the government and other parties to impose silence in the name of mourning for the Tempi or to defuse anger and indignation through silent and painless protests. 	The multifarious and shocking mobilizations and strikes, the slogans, the coordination, the calls of the trade unions, the student associations, the student coordinations, other bodies of the mass popular movement, are an example of the inexhaustible power of organization and common struggle that literally shattered the propaganda of various mechanisms that spoke of some general and abstract ""collectives"" that were in motion or of some ""spontaneous movements"" that came out of nowhere. 	Certainly the crime in Tempe was the one that made the glass overflow in this period, since it came to be added to a set of other acute working people's problems, such as the criminal management of the pandemic with thousands of dead, the continuous accidents at work, the victims and consequences of major natural disasters (fires, floods, earthquakes) and many others. 	It has been proven once again that with all the bourgeois governments we have known, the state of the brutal dictatorship of capital treats the needs and protection of the people as a ""cost"" that must be neglected, because it harms profits and the notorious ""strength of the Greek economy"".  It has been shown that even the exploitation of scientific and technological achievements is based on class-based economic and political criteria. "," 	Όλο το προηγούμενο διάστημα, σημαδεύτηκε από το μαζικό, λαϊκό και νεανικό ξέσπασμα, που είχε όμως πολλά ποιοτικά χαρακτηριστικά και έντονα στοιχεία μαχητικότητας, συλλογικότητας, αλληλεγγύης, μεγαλύτερης εμπιστοσύνης –σε σχέση με παλιότερα- στην αξία της οργανωμένης πάλης  Αχρήστευσε την αρχική προσπάθεια της κυβέρνησης και των άλλων κομμάτων, να επιβληθεί η σιωπή στο όνομα του πένθους για τα Τέμπη ή να εκτονωθεί η οργή και η αγανάκτηση μέσα από βουβές και ανώδυνες διαμαρτυρίες 	Οι πολύμορφες συγκλονιστικές κινητοποιήσεις και απεργίες, τα συνθήματα, ο συντονισμός, τα καλέσματα των εργατικών σωματείων, των φοιτητικών συλλόγων, των μαθητικών συντονιστικών, άλλων φορέων του μαζικού λαϊκού κινήματος, αποτελούν ένα δείγμα της αστείρευτης δύναμης της οργάνωσης και της κοινής πάλης που σμπαράλιασαν κυριολεκτικά την προπαγάνδα διαφόρων μηχανισμών που μιλούσαν για κάποιες γενικά κι αφηρημένα «συλλογικότητες» που βρίσκονταν σε κίνηση ή για κάποια «αυθόρμητα κινήματα» που προέκυψαν από το πουθενά 	Οπωσδήποτε το έγκλημα στα Τέμπη ήταν αυτό που έκανε να ξεχειλίσει το ποτήρι τη συγκεκριμένη περίοδο, αφού ήρθε να προστεθεί σε ένα σύνολο υπόλοιπων οξυμένων εργατικών λαϊκών προβλημάτων, όπως ήταν επίσης η εγκληματική διαχείριση της πανδημίας με χιλιάδες νεκρούς, τα συνεχή εργατικά ατυχήματα σε χώρους δουλειάς, τα θύματα και οι συνέπειες μεγάλων φυσικών καταστροφών (από πυρκαγιές, πλημμύρες, σεισμούς) και τόσα άλλα 	Αποδείχτηκε για μια ακόμα φορά, ότι με όλες τις αστικές κυβερνήσεις που γνωρίσαμε, το κράτος της στυγνής δικτατορίας του κεφαλαίου αντιμετωπίζει τις ανάγκες και την προστασία του λαού ως «κόστος» που πρέπει να παραμερίζεται, γιατί βλάπτει τα κέρδη και τις περιβόητες «αντοχές της ελληνικής οικονομίας»  Αποδείχτηκε ότι ακόμα και η αξιοποίηση των επιστημονικών και τεχνολογικών επιτευγμάτων γίνεται με ταξικά οικονομικά και πολιτικά κριτήρια",economy,social struggles,mass mobilizations,0.6,0.7,0.2,0.2,0.0,0.2,0.0,0.0,"[['tempi', 'person', '0.8'], ['government', 'organization', '0.6'], ['trade unions', 'organization', '0.5'], ['student associations', 'organization', '0.5'], ['student coordinations', 'organization', '0.5'], ['mass popular movement', 'organization', '0.5'], ['tempe', 'place', '0.5'], ['pandemic', 'event', '0.5'], ['natural disasters', 'event', '0.5'], ['capital', 'organization', '0.5'], ['greek economy', 'organization', '0.5']]"
19,"From all this significant rise of the struggles, some crucial conclusions emerge which we must assess, keep, study further and incorporate in the ideological and political organizational and mass enlightening work of the Party and the KNE. What are these 10 crucial conclusions:First: The KKE and the KNE managed to play a leading role in the struggle and the enlightenment of the people and the youth.  We immediately assumed the responsibility of guiding, orienting and coordinating broader workers, popular and youth forces that showed a willingness to act, were on the move. 	Second: It has been demonstrated once again the need for preparedness, vigilance, especially the ability to adapt, in extraordinary situations and moments that can appear suddenly and abruptly, often unpredictably and often completely unpredictable. ","Από όλη αυτή τη σημαντική άνοδο των αγώνων, βγαίνουν ορισμένα κρίσιμα συμπεράσματα τα οποία πρέπει να τα εκτιμήσουμε, να τα κρατήσουμε, να τα μελετήσουμε παραπέρα και να τα ενσωματώσουμε στην ιδεολογική και πολιτική οργανωτική και μαζική διαφωτιστική δουλειά του Κόμματος και της ΚΝΕ Ποια είναι αυτά τα 10 κρίσιμα συμπεράσματα:Πρώτον: Το ΚΚΕ και η ΚΝΕ καταφέραμε να πρωταγωνιστήσουμε στον αγώνα και τη διαφώτιση του λαού και της νεολαίας  Αναλάβαμε αμέσως την ευθύνη της καθοδήγησης, του προσανατολισμού και συντονισμού ευρύτερων εργατικών, λαϊκών και νεολαιίστικων δυνάμεων που έδειξαν διάθεση για δράση, βρίσκονταν σε κίνηση 	Δεύτερον: Αποδείχτηκε για μια ακόμη φορά η ανάγκη της ετοιμότητας, της επαγρύπνησης, κυρίως της ικανότητας να προσαρμόζεσαι, σε έκτακτες λίγο ως πολύ καταστάσεις και στιγμές που μπορούν να εμφανιστούν ξαφνικά και απότομα, πολλές φορές απρόβλεπτα εντελώς",reference to other parties,,lessons learned,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.0,"[['kke', 'organization', '1.0'], ['kne', 'organization', '1.0']]"
20,"Third: The importance of the steady intervention of the political vanguard on the ground of the deadlocks and contradictions of the capitalist system itself was confirmed, as practically happened with the warnings, revelations, demands of the Party (questions and interventions of the parliamentary group, the KKE deputies in the Parliament, the announcement of the Desk of Railway Workers, the faction that supports the Party and PAME to the railway workers and others), which exposed the fact that everyone knew, everyone knew and that it was a predetermined crime with the responsibility of all the governments, ND, PASOK, SYRIZA, which moved to the EU strategy of liberalising markets, to the pursuit of capitalist competition and profit, both for the private monopoly enterprises and for the state monopolies, all emblematic positions of the notorious Maastricht Treaty created by the current EU. Fourth: It was ensured from the very first moment that there was an objective assessment of the situation, pioneering action to express and formulate militant moods, without any tendency to wait, with the direct participation of our cadres, taking and holding the initiative of movements in the movement. Fifth: The role and the need to elaborate pertinent and penetrating slogans that, especially in such conditions of great mass movement, accumulated anger and indignation, guide and orientate the action of broader forces, but also escalate the struggle and are the ones that have brought us forward to a great extent. Sixth: We worked and acted with great diversity, elements of initiative were manifested that strengthened the popular and youth action itself, while at the same time the ability to trust and act together with workers, popular and youth forces that do not have the same class, militant experience, nor did they have such a similar orientation until then, was judged. Seventh: We sought and to a large extent succeeded in guiding the political party intervention and action of the Party and KNE members in unions, associations, coordinating committees, other bodies, combining mobilizations, rallies, rallies, work stoppages, strikes, party events, meetings, conferences, tours, pickets, from the very first day. Eighth: Our intervention was in a unified direction, but also with the appropriate elaboration of arguments, in order to strengthen the political confrontation with the government of the Southwest, but also to have an open and clear front also with SYRIZA, the other bourgeois parties and opportunism, to reveal what is really and why, where the responsibilities are due, but also what is the need of the perspective that the movement must walk in order to answer the genuine popular question ""how to get rid of this situation once and for all"".  We have thus confronted both the provocative attempt by mechanisms of the system to slander the Party, and the attempt to integrate and disorient the mobilisations within the limits of simply rearranging the bourgeois political system and any governmental rotation. Ninth: Our intervention as a whole has contributed to incriminating the exploitative system that kills, capitalist profit as the obstacle to the satisfaction of the modern needs of the people.  It was illuminated - perhaps more than ever before - that the profits of capital are the dead of the working class and our people.  An effort was made to weaken the apotheosis of the market, which often accompanied criticism of the state, by showing that the state is the entrepreneurs' state, that the defence of their profits is state policy. ","Τρίτον: Επιβεβαιώθηκε η σημασία της σταθερής παρέμβασης της πολιτικής πρωτοπορίας στο έδαφος των αδιεξόδων και αντιφάσεων του ίδιου του καπιταλιστικού συστήματος, όπως πρακτικά έγινε με τις προειδοποιήσεις, αποκαλύψεις, διεκδικήσεις του Κόμματος (ερωτήσεις και παρεμβάσεις της κοινοβουλευτικής ομάδας, των βουλευτών του ΚΚΕ στη Βουλή, η ανακοίνωση της ΔΕΣΚ Σιδηροδρομικών, της παράταξης δηλαδή που στηρίζει το Κόμμα και το ΠΑΜΕ στους σιδηροδρομικούς και άλλα), που ξεσκέπαζαν το γεγονός ότι όλοι ήξεραν, όλοι γνώριζαν και ότι πρόκειται για προδιαγεγραμμένο έγκλημα με ευθύνη όλων των κυβερνήσεων, της ΝΔ, του ΠΑΣΟΚ, του ΣΥΡΙΖΑ, που κινήθηκαν στην στρατηγική της ΕΕ για την απελευθέρωση των αγορών, στο κυνήγι του καπιταλιστικού ανταγωνισμού και του κέρδους, τόσο για τις ιδιωτικές μονοπωλιακές επιχειρήσεις, όσο και για τα κρατικά μονοπώλια, όλα εμβληματικές θέσεις της περιβόητης Συνθήκης του Μάαστριχτ που δημιούργησε η σημερινή ΕΕ Τέταρτον: Εξασφαλίστηκε από την πρώτη στιγμή να υπάρχει αντικειμενική εκτίμηση της κατάστασης, πρωτοπόρα δράση για να εκφραστούν και να διαμορφωθούν αγωνιστικές διαθέσεις, χωρίς να υπάρχει τάση αναμονής, με άμεση συμμετοχή των στελεχών μας, παίρνοντας και κρατώντας την πρωτοβουλία κινήσεων στο κίνημα Πέμπτον: Αναδείχθηκε ο ρόλος και η ανάγκη της επεξεργασίας εύστοχων και διεισδυτικών συνθημάτων που, ιδιαίτερα σε τέτοιες συνθήκες μεγάλης κίνησης μαζών, συσσωρευμένης οργής και αγανάκτησης, καθοδηγούν, προσανατολίζουν τη δράση ευρύτερων δυνάμεων, αλλά και κλιμακώνουν την πάλη και είναι αυτά που μας έβγαλαν μπροστά σε μεγάλο βαθμό Έκτον: Δουλέψαμε και δράσαμε με μεγάλη πολυμορφία, εκδηλώθηκαν στοιχεία πρωτοβουλίας που ενίσχυαν την ίδια τη λαϊκή και νεανική δράση, ενώ κρίθηκε ταυτόχρονα και η ικανότητα να εμπιστευτούμε και να δράσουμε μαζί με εργατικές, λαϊκές και νεολαιίστικες δυνάμεις που δεν έχουν την ίδια ταξική, αγωνιστική πείρα, ούτε είχαν μέχρι τότε τέτοιον αντίστοιχο προσανατολισμό Έβδομον: Επιδιώξαμε και σε μεγάλο βαθμό τα καταφέραμε να καθοδηγήσουμε ενιαία την πολιτική κομματική παρέμβαση και δράση των μελών του Κόμματος και της ΚΝΕ σε σωματεία, συλλόγους, συντονιστικές επιτροπές, άλλους φορείς, συνδυάζοντας κινητοποιήσεις, συλλαλητήρια, στάσεις εργασίας, απεργίες, κομματικές εκδηλώσεις, συγκεντρώσεις, συσκέψεις, περιοδείες, πικετοφορίες, από την πρώτη κιόλας μέρα Όγδοο: Η παρέμβασή μας ήταν σε ενιαία κατεύθυνση, αλλά και με την ανάλογη επεξεργασία επιχειρημάτων, για να ενισχύεται η πολιτική αντιπαράθεση με την κυβέρνηση της ΝΔ, αλλά και να υπάρχει ανοικτό και καθαρό μέτωπο επίσης με τον ΣΥΡΙΖΑ, τα άλλα αστικά κόμματα και τον οπορτουνισμό, να αποκαλύπτονται ποιες είναι πραγματικά και γιατί, πού οφείλονται οι ευθύνες, αλλά και ποια η ανάγκη της προοπτικής που πρέπει να βαδίσει το κίνημα για να απαντήσει στο γνήσιο λαϊκό ερώτημα «πώς θα απαλλαγούμε από αυτή την κατάσταση οριστικά»  Αναμετρηθήκαμε έτσι και με την προσπάθεια προβοκάτσιας που επεδίωξαν μηχανισμοί του συστήματος για να συκοφαντήσουν το Κόμμα, αλλά και με την επιδίωξη ενσωμάτωσης και αποπροσανατολισμού των κινητοποιήσεων στα όρια απλά μια αναδιάταξης του αστικού πολιτικού συστήματος και της όποιας κυβερνητικής εναλλαγής Ένατο: Η παρέμβασή μας συνολικά συνέβαλε στο να ενοχοποιηθεί το εκμεταλλευτικό σύστημα που σκοτώνει, το καπιταλιστικό κέρδος ως το εμπόδιο για την ικανοποίηση των σύγχρονων αναγκών του λαού  Φωτίστηκε –ίσως περισσότερο από κάθε άλλη φορά- ότι τα κέρδη του κεφαλαίου είναι οι νεκροί της εργατικής τάξης και του λαού μας  Έγινε προσπάθεια να αδυνατίσει η αποθέωση της αγοράς, που πολλές φορές συνόδευε την κριτική προς το κράτος, αναδεικνύοντας ότι το κράτος είναι των επιχειρηματιών, ότι η υπεράσπιση των κερδών τους είναι κρατική πολιτική",economy,,political intervention,0.0,0.7,0.2,0.2,0.2,0.4,0.0,0.0,"[['kke', 'organization', '1.0'], ['pame', 'organization', '1.0'], ['parliament', 'organization', '1.0'], ['eu', 'organization', '1.0'], ['maastricht treaty', 'organization', '1.0'], ['national democratic party (nd)', 'organization', '1.0'], ['panhellenic socialist movement (pasok)', 'organization', '1.0'], ['coalition of the radical left (syriza)', 'organization', '1.0'], ['kne', 'organization', '1.0']]"
21,"Tenth: The new possibilities created through the very action and intervention of the Party and the KNE, we have a great responsibility now to develop them further.  The increased prestige of the Party is increasingly transformed into a conscious mobilisation of broader working people and youth forces on the side of the Party's positions, the choice to go all the way to the end of the conflict until the radical change - overthrow of this system becomes more and more conscious.  To express a greater and more conscious willingness to join the Party in the class social struggles, in the thickening of its organizations, as well as of the KNE with young pioneering fighters who can carry the honoured title of their membership.  To express itself in the May 21 elections by voting for the KKE. Comrades, The other political parties accuse each other of a toxic climate, while every day the scandal is rising. 	One of them brings out the other's dirty laundry, since we are talking about parties of the same cut, and what unites them is more than what divides them. ","Δέκατο: Οι νέες δυνατότητες που δημιουργήθηκαν, μέσα από την ίδια την δράση και παρέμβαση του Κόμματος και της ΚΝΕ, έχουμε μεγάλη ευθύνη τώρα να τις αναπτύξουμε παραπέρα  Το αυξημένο κύρος του Κόμματος να μετατρέπεται όλο και περισσότερο σε συνειδητή στράτευση ευρύτερων εργατικών λαϊκών και νεολαιίστικων δυνάμεων, στο πλευρό των θέσεων του Κόμματος, να γίνεται πιο συνειδητή η επιλογή να φτάσει μέχρι τέλους η σύγκρουση έως την ριζική αλλαγή – ανατροπή αυτού του συστήματος  Να εκφραστεί μεγαλύτερη και πιο συνειδητή διάθεση συμπόρευσης με το Κόμμα στους ταξικούς κοινωνικούς αγώνες, στην πύκνωση των οργανώσεών του, όπως και της ΚΝΕ με νέους πρωτοπόρους αγωνιστές και αγωνίστριες που μπορούν να φέρουν τον τιμημένο τίτλο του μέλους τους  Να εκφραστεί στις εκλογές της 21ης Μαΐου με ψήφο στο ΚΚΕ Συντρόφισσες και σύντροφοι,	Τα άλλα πολιτικά κόμματα αλληλοκατηγορούν ο ένας τον άλλον για τοξικό κλίμα, ενώ κάθε μέρα ανεβαίνει η σκανδαλολογία 	Ο ένας βγάζει στη φόρα τα άπλυτα του άλλου, αφού μιλάμε για ίδιας κοψιάς κόμματα, που αυτά που τους ενώνουν είναι περισσότερα από αυτά που τους χωρίζουν",,elections,political parties,0.0,0.4,0.1,0.2,0.1,0.5,0.0,0.0,"[['kne', 'organization', '1.0'], ['party', 'organization', '0.9'], ['party', 'organization', '0.8'], ['working people', 'group', '0.8'], ['youth forces', 'group', '0.8'], ['kne', 'organization', '0.8'], ['party', 'organization', '0.7'], ['conflict', 'event', '0.6'], ['system', 'organization', '0.6'], ['party', 'organization', '0.6'], ['kne', 'organization', '0.6'], ['may 21', 'date', '1.0'], ['kke', 'organization', '0.9'], ['political parties', 'group', '1.0']]"
22," And this shows the unreliability of everything they say to the workers.  We cannot but note that in a recent poll, the KKE is the 1st party in credibility with 39%.  	As much as we have reservations about various polls, however, we see and know first hand, from our Organizations, what we find throughout Attica, what our workers tell us. "," Και από εδώ φαίνεται η αναξιοπιστία όλων τους για όσα λένε προς τους εργαζόμενους  Δεν μπορούμε παρά να σημειώσουμε, ότι σε πρόσφατη δημοσκόπηση 1ο κόμμα σε αξιοπιστία εμφανίζεται το ΚΚΕ με 39%  	Όσο κι αν έχουμε επιφυλάξεις για διάφορες δημοσκοπήσεις, όμως, βλέπουμε και γνωρίζουμε από πρώτο χέρι, από τις Οργανώσεις μας, αυτό που συναντάμε σε όλη την Αττική, τι μας λένε οι εργαζόμενοι",reference to other parties,,polls,0.1,0.4,0.0,0.2,0.0,0.2,0.0,0.0,"[['kke', 'organization', 'attica', 'workers', '']]"
