id,text,text_el,topic,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner,ner-limited
11," Mobilisations.  And also from mobilisations in the field of culture.  Artists from major competitions, teachers, students, pupils from major competitions. "," Κινητοποιήσεις  Και επίσης από κινητοποιήσεις στο χώρο του πολιτισμού  Των καλλιτεχνών από αγώνες σημαντικούς των εκπαιδευτικών, των φοιτητών, των μαθητών από μεγάλες",culture,artists,mobilisations,0.0,0.0,0.0,0.0,0.0,0.2,0.0,0.0,"[['mobilisations', 'no', '1.0'], ['culture', 'no', '1.0'], ['artists', 'person', '1.0'], ['teachers', 'person', '1.0'], ['students', 'person', '1.0'], ['pupils', 'person', '1.0']]","[['mobilisations', 'organization', '1.0'], ['artists', 'person', '1.0'], ['teachers', 'group of people', '1.0'], ['students', 'group of people', '1.0'], ['pupils', 'group of people', '1.0']]"
12," International strikes and rallies.  Culminating in the.  Strikes and mobilizations across the country for the.  The tragedy of Tempi, where 57 of our fellow human beings perished, is a planned crime.  Mainly young people.  In all of this we were ahead, we were ahead, we were ahead, we only thundered the.  People save the people. "," Πανεθνικές απεργίες και συλλαλητήρια  Με αποκορύφωμα τις  Απεργίες και τις κινητοποιήσεις σε όλη τη χώρα για το  Προδιαγεγραμμένο έγκλημα την τραγωδία των Τεμπών, όπου χάθηκαν 57 συνάνθρωποί μας  Κυρίως νέοι  Σ όλα αυτά ήμασταν μπροστά, βρεθήκαμε μπροστά βροντοφωνάξαμε μόνο ο  Λαός σώζει το λαό",other,strikes,strikes,0.0,0.15,0.5,0.2,0.5,0.7,0.2,0.0,"[['international', 'organization', '0.9'], ['tempi', 'location', '0.6']]","[['tempi', 'location', '0.9'], ['57', 'person', '0.5'], ['people', 'group of people', '0.8']]"
13," These 2 years.  Also, the.  All-student in the universities emerged first power.  Last year and certainly will.  Again come out first power.  In the student elections on.  10 May. "," Αυτά τα 2 χρόνια  Επίσης, η  Πανσπουδαστική στα πανεπιστήμια αναδείχθηκε πρώτη δύναμη  Πέρσι και βεβαίως θα  Ξανά βγει πρώτη δύναμη  Στις φοιτητικές εκλογές στις  10 Μαίου",other,other,student elections,0.0,0.0,0.0,0.2,0.0,0.3,0.0,0.0,"[['universities', 'org', '0.6'], ['student', 'misc', '0.8'], ['first power', 'misc', '0.6'], ['last year', 'misc', '0.7'], ['student elections', 'misc', '0.8'], ['10 may', 'misc', '0.7']]","[['universities', 'organization', '0.75'], ['student', 'group of people', '1.0'], ['student elections', 'event', '0.75'], ['may 10', 'date', '0.75']]"
14," Improved significantly.  The correlation in the administrative.  Councils in trade unions in others.  Mass organizations, rural associations.  In public hospitals, in. "," Βελτιώθηκε σημαντικά  Ο συσχετισμός στα διοικητικά  Συμβούλια σε εργατικά σωματεία σε άλλους  Μαζικούς φορείς, αγροτικούς συλλόγους  Στα δημόσια νοσοκομεία, στα",other,other,improvement,0.5,0.0,0.0,0.1,0.0,0.0,0.0,0.0,"[['administrative', 'organization', '0.6'], ['councils', 'organization', '0.5'], ['trade unions', 'organization', '0.6'], ['mass organizations', 'organization', '0.6'], ['rural associations', 'organization', '0.6'], ['public hospitals', 'organization', '0.6']]",[]
15, Schools and schools.  We managed to combine them.  All this quite well. , Σχολεία και τις σχολές  Καταφέραμε να τα συνδυάσουμε  Όλα αυτά αρκετά καλά,education,other,school combination,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
16," We could successfully say the internal party.  That is, function of the democratic debate.  The development of reflection. ", Με επιτυχία θα λέγαμε και την εσωκομματική  Δηλαδή λειτουργία τη δημοκρατική συζήτηση  Την ανάπτυξη του προβληματισμού,other,other,democratic debate,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,"[['democratic', 'org', '0.60'], ['debate', 'misc', '0.50']]","[['democratic party', 'organization', '0.5'], ['reflection', 'group of people', '0.2']]"
17," All the members of the party and the KNE within the organs and organisations.  And the.  Action in the trade union.  Movement in the mass.  Popular, broader.  Movement with the unprecedented.  These mobilisations and of course.  With the intervention, the.  Ideological policy.  Intervention and action with.  Events political, cultural, ideological debates.  With interventions in the.  House and outside. "," Όλων των μελών του κόμματος και της ΚΝΕ μέσα στα όργανα και στις οργανώσεις  Και την  Δράση στο εργατικό συνδικαλιστικό  Κίνημα στο μαζικό  Λαϊκό, ευρύτερα  Κίνημα με τις πρωτόγνωρες  Αυτές κινητοποιήσεις και βεβαίως  Με την παρέμβαση, την  Ιδεολογική πολιτική  Παρέμβαση και δράση με  Εκδηλώσεις πολιτικές, πολιτιστικές, ιδεολογικές συζητήσεις  Με παρεμβάσεις μέσα στη  Βουλή και έξω από",other,other,mobilisation,0.0,0.0,0.0,0.2,0.5,0.8,0.0,0.0,"[['kne', 'org', '0.82'], ['trade union', 'org', '0.5'], ['mass movement', 'org', '0.52'], ['ideological policy', 'org', '0.62'], ['events', 'misc', '0.39'], ['cultural debates', 'misc', '0.54'], ['political debates', 'misc', '0.4']]","[['kne', 'group of people', '0.70'], ['trade union', 'organization', '0.70'], ['mass', 'group of people', '0.70'], ['mobilisations', 'group of people', '0.70'], ['ideological policy', 'organization', '0.70'], ['political', 'location', '0.70'], ['cultural', 'location', '0.70'], ['house', 'location', '0.70'], ['outside', 'location', '0.70']]"
18," This, in a long, prolonged election campaign.  Period.  We keep all this.  As a legacy, so.  We have to move forward at the same time, to raise the issues, to raise them and to fight them together and that is how we will continue.  The previous period. "," Αυτήν, σε μια μάλιστα μεγάλη, παρατεταμένη προεκλογική  Περίοδο  Τα κρατάμε όλα αυτά  Ως παρακαταθήκη, έτσι  Πρέπει να προχωράμε ταυτόχρονα τα ζητήματα, να τα θέτουμε και να τα παλεύουμε μαζί και έτσι θα συνεχίσουμε  Το προηγούμενο διάστημα",other,campaigning,election campaign,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,[],[]
19," Compañeras and comrades.  It was marked by this mass popular youthful outburst that had, however, also.  Too many qualitative characteristics, strong elements of militancy, collectivity.  Solidarity of greater confidence than before in the value of organised struggle.  She failed in her initial attempt. "," Συντρόφισσες και σύντροφοι  Σημαδεύτηκε από αυτό το μαζικό λαϊκό νεανικό ξέσπασμα που είχε όμως και  Πάρα πολλά ποιοτικά χαρακτηριστικά, έντονα στοιχεία μαχητικότητας, συλλογικότητας  Αλληλεγγύης μεγαλύτερης εμπιστοσύνης σε σχέση με παλιότερα στην αξία της οργανωμένης πάλης  Αχρήστευσε την αρχική προσπάθεια της",other,other,organised struggle,0.0,0.1,0.0,0.1,0.0,0.1,0.0,0.0,"[['compañeras', 'org', '0.9']]","[['compañeras', 'group of people', '0.8'], ['comrades', 'group of people', '0.7']]"
20," Government of the New Democracy.  But also.  Other parties, to.  Imposed silence.  In the name of mourning or to.  The rage of the.  Indignation through silent through painless protests.  The multiforms. "," Κυβέρνησης της Νέας Δημοκρατίας  Αλλά και  Άλλων κομμάτων, να  Επιβληθεί η σιωπή  Στο όνομα του πένθους ή να  Εκτονωθεί η οργή η  Αγανάκτηση μέσα από βουβές μέσα από ανώδυνες διαμαρτυρίες  Οι πολύμορφες",other,other,politics,0.0,0.4,0.0,0.1,0.5,0.5,0.0,0.0,"[['government of the new democracy', 'organization', '0.95'], ['other parties', 'organization', '0.6']]","[['government of the new democracy', 'political party', '0.9'], ['other parties', 'group of people', '0.6'], ['mourning', 'date', '0.4'], ['rage', 'group of people', '0.4'], ['indignation', 'group of people', '0.4']]"
21," Shocking mobilisations and strikes.  The slogans, the coordination, the calls of the workers' unions, the students' associations, the coordination committees, the students and other bodies of the popular movement, are a sample of.  The infinite power of. "," Συγκλονιστικές κινητοποιήσεις και απεργίες  Τα συνθήματα, ο συντονισμός, τα καλέσματα των εργατικών σωματείων, των φοιτητικών συλλόγων, των συντονιστικών επιτροπών, των μαθητών άλλων φορέων του λαϊκού κινήματος, αποτελούν ένα δείγμα  Της αστείρευτης δύναμης της",other,workers' rights,protests/strikes,0.75,0.8,0.0,0.1,0.0,0.8,0.0,0.0,[],"[[""workers' unions"", 'organization', '0.75'], [""students' associations"", 'organization', '0.75'], ['coordination committees', 'organization', '0.75'], ['students', 'group of people', '0.75'], ['popular movement', 'group of people', '0.75']]"
22, Organization of the common struggle that is as scrappy as.  Literally all of this.  Propaganda of various mechanisms.  Who were talking in general terms about some general and abstract terms about.  Some collectives that were.  On the move or for some spontaneous movements that came out of nowhere.  Anyway.  The crime in Tempe was what made. , Οργάνωσης της κοινής πάλης που σμπαράλια σαν  Κυριολεκτικά όλη αυτή την  Προπαγάνδα διαφόρων μηχανισμών  Που μιλούσαν γενικά για κάποιες γενικά και αφηρημένα για  Κάποιες συλλογικότητες που βρίσκονταν  Σε κίνηση ή για κάποια αυθόρμητα τάχα κινήματα που προέκυψαν από το πουθενά  Οπωσδήποτε  Το έγκλημα στα Τέμπη ήταν αυτό που έκανε να,other,other,organization,0.0,0.0,0.0,0.2,0.5,0.0,0.0,0.0,"[['tempe', 'location', '0.87'], ['organization', 'organization', '0.75']]","[['tempe', 'location', '1.0']]"
23, The glass overflows the.  At a particular time at a particular time.  Period after. , Ξεχειλίσει το ποτήρι τη  Συγκεκριμένη στιγμή τη συγκεκριμένη  Περίοδο αφού,other,other,overflowing glass,0.0,0.0,,0.1,0.0,0.0,0.0,0.0,[],[]
24, It came to add to a set of many.  of acute working people's problems.  It has been shown once again that with all the bourgeois governments we have known.  The state of this brutal dictatorship of capital. , Ήρθε να προστεθεί σε ένα σύνολο πολλών  Οξυμένων εργατικών λαϊκών προβλημάτων  Αποδείχτηκε για μια ακόμη φορά ότι με όλες τις αστικές κυβερνήσεις που γνωρίσαμε  Το κράτος αυτής της στυγνής δικτατορίας του κεφαλαίου,other,working class,capitalism,-0.8,1.0,1.0,0.6,0.5,1.0,0.0,0.2,[],[]
25," It addresses the needs and.  Protection of the people.  And youth.  As a cost.  To be set aside.  Because it hurts profits, as they say and the notorious.  Strengths of the Greek economy.  It turned out that even. "," Αντιμετωπίζει τις ανάγκες και την  Προστασία του λαού  Και της νεολαίας  Ως κόστος  Που πρέπει να παραμερίζεται  Γιατί βλάπτει τα κέρδη, όπως λένε και τις περιβόητες  Αντοχές της ελληνικής οικονομίας  Αποδείχθηκε ότι ακόμα",economy,youth,protection,0.0,0.5,0.0,0.2,0.2,0.2,0.0,0.0,[],[]
26," And the exploitation.  of technological and scientific achievements is done by class-based.  Economic and political criteria.  From all this significant growth in the rise of the struggles, useful conclusions emerge, which we must collectively assess, retain, study further and integrate.  In ideological and political.  Organizational and mass.  Action the enlightening work.  The whole party and the KNE.  Of course, in yesterday's intervention. "," Και η αξιοποίηση  Των τεχνολογικών και επιστημονικών επιτευγμάτων γίνεται με ταξικά  Οικονομικά και πολιτικά κριτήρια  Από όλη αυτή τη σημαντική ανάπτυξη άνοδο των αγώνων βγαίνουν χρήσιμα συμπεράσματα, τα οποία πρέπει να τα εκτιμήσουμε συλλογικά, να τα κρατήσουμε, να τα μελετήσουμε παραπέρα και να τα ενσωματώσουμε  Στην ιδεολογική και πολιτική  Οργανωτική και μαζική  Δράση τη διαφωτιστική δουλειά  Όλου του κόμματος και της ΚΝΕ  Βέβαια, στη χθεσινή παρέμβασή",other,other,class struggle,0.0,0.5,0.0,0.1,0.5,0.0,0.0,0.0,"[['kne', 'org', '1.0']]","[['kne', 'organization', '1.0'], ['party', 'group of people', '0.8'], ['yesterday', 'date', '1.0']]"
27," Me at the conference of.  Party Organization of Attica.  In Athens, the.  We coded in 10 key. "," Μου στη συνδιάσκεψη της  Κομματικής Οργάνωσης Αττικής  Στην Αθήνα, τα  Κωδικοποιήσαμε σε 10 βασικά",other,other,conference,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,"[['athens', 'location', '0.9'], ['party organization of attica', 'organization', '0.8']]","[['athens', 'location', '0.8'], ['party organization of attica', 'organization', '0.9']]"
28," Conclusions, I will not repeat them here today.  From all this important activity, comrades and compañeros.  All this.  Previous space come out.  And other valuable. "," Συμπεράσματα, δεν θα τα επαναλάβω σήμερα εδώ  Από όλη αυτή τη σημαντική δραστηριότητα συντρόφισσες και σύντροφοι  Όλο αυτό το  Προηγούμενο διάστημα βγαίνουν  Και άλλα πολύτιμα",other,other,conclusions,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,[],"[['comrades', 'group of people', '0.8'], ['compañeros', 'group of people', '0.8']]"
29," Conclusions which are related.  With the ideological, the.  Political conflict taking place. "," Συμπεράσματα τα οποία σχετίζονται  Με την ιδεολογική, την  Πολιτική διαπάλη που διεξάγεται",political parties,other,ideological conflict,0.0,0.5,0.3,0.2,0.1,0.5,0.0,0.0,[],[]
30," We do not hide it, after all we are proud of.  This and the.  We say we invest.  In that Mr. Mr. "," Δεν το κρύβουμε, άλλωστε είμαστε περήφανοι για  Αυτό και το  Λέμε επενδύουμε  Στο ότι το κ κ",other,other,investment,0.0,0.0,0.0,0.5,1.0,0.5,0.0,0.0,"[['mr.', 'person', '0.9']]","[['mr.', 'person', '0.8'], ['mr.', 'person', '0.8']]"
31," E is a force for truth, a struggle for subversion, that we go and where we come out is the logic of the new democracy.  It is the.  The logic of SYRIZA is the logic of PASOK.  But this was tested. "," Ε είναι δύναμη αλήθειας, αγώνα ανατροπής, ότι το πάμε και όπου βγει είναι η λογική της νέας δημοκρατίας  Είναι η  Λογική του ΣΥΡΙΖΑ είναι η λογική του ΠΑΣΟΚ  Όμως αυτό δοκιμάστηκε",political parties,other,syriza,-0.2,0.5,0.0,0.2,0.3,0.5,0.5,0.0,"[['e', 'none', '1.0'], ['syriza', 'organization', '1.0'], ['pasok', 'organization', '1.0']]","[['e', 'organization', '0.8'], ['syriza', 'political party', '0.9'], ['pasok', 'political party', '0.8']]"
32," And that's why now.  We need to go another way.  With the k and that abstaining from the races and the ballot box means silence or.  It means covering up responsibilities, such as.  And the vote in new democracy, SYRIZA.  Pasok is finally complicit. "," Και για αυτό τώρα  Χρειάζεται να πάμε αλλιώς  Με το κ και ότι η αποχή από τους αγώνες και την κάλπη σημαίνει σιωπή ή  Σημαίνει συγκάλυψη ευθυνών, όπως  Και η ψήφος σε νέα δημοκρατία, ΣΥΡΙΖΑ  Πασοκ είναι τελικά συνένοχοι",elections,abstention,election participation,0.0,0.4286,0.5,0.4,0.6,0.5,0.0,0.0,"[['k', 'unknown', '0.6'], ['syriza', 'organization', '0.9'], ['pasok', 'organization', '0.8']]","[['syriza', 'organization', '0.6'], ['pasok', 'organization', '0.6']]"
33, In so many.  Crimes committed.  But also in the. , Στα τόσα  Εγκλήματα που έγιναν  Αλλά και στα,other,other,crimes,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,[],[]
34, Next specified as.  As a result of the policy that all these.  Following.  The possibility is presented for.  Inactivation or.  And shift from the new democracy.  The SYRIZA. , Επόμενα που προδιαγράφονται ως  Αποτέλεσμα της πολιτικής που όλοι αυτοί  Ακολουθούν  Παρουσιάζεται η δυνατότητα για  Αδρανοποίηση ή  Και μετατόπισης από τη νέα δημοκρατία  Το ΣΥΡΙΖΑ,political parties,coalition,greek politics,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,"[['next', 'o', '1.0'], ['syriza', 'org', '1.0']]","[['syriza', 'organization', '0.8']]"
35," From the field, in general, of opportunism of people, especially younger people.  The margins of posting.  Forces are much larger.  Of those that.  They were exposed at today's conference, but still the personalized concrete work that we accomplish in our organizations and each and every one of us individually is weak.  This possibility of posting.  The forces see her, of course.  And the various urban.  Headquarters. "," Από το χώρο, συνολικότερα του οπορτουνισμού ανθρώπων, κυρίως νεότερων ηλικιών  Τα περιθώρια απόσπασης  Δυνάμεων είναι πολύ μεγαλύτερα  Από αυτά που  Εκτέθηκαν στη σημερινή συνδιάσκεψη, αλλά ακόμα είναι αδύναμη η προσωποποιημένη η συγκεκριμένη δουλειά που καταφέρνουμε στις οργανώσεις μας και ο καθένας και η καθεμία ατομικά από εμάς  Αυτή τη δυνατότητα απόσπασης  Δυνάμεων την βλέπουν βεβαίως  Και τα διάφορα αστικά  Επιτελεία",other,other,opportunism,0.0,0.5,0.0,0.2,0.2,0.2,0.0,0.0,"[['opportunism', 'organization', '0.9'], ['people', 'miscellaneous', '0.9'], ['younger people', 'person', '0.8'], ['margins', 'location', '0.9'], ['posting', 'action', '0.8'], ['conference', 'event', '0.8'], ['personalized concrete work', 'miscellaneous', '0.9'], ['organizations', 'organization', '1.0'], ['possibility', 'concept', '0.8'], ['forces', 'organization', '1.0'], ['urban', 'location', '0.8'], ['headquarters', 'location', '0.9']]",[]
36, There are more and more.  Attempts and attempts with rigging.  Publications and analyses that ostensibly interpret in fact seek to direct.  Especially the resentment and anger of the. , Πληθαίνουν οι  Προσπάθειες και με στημένα  Δημοσιεύματα και με αναλύσεις που δήθεν ερμηνεύουν στην στην ουσία επιδιώκουν να κατευθύνουν  Ειδικά τη δυσαρέσκεια και την οργή της,media,other,manipulation,-0.6,0.85,0.0,0.7,0.5,0.75,0.1,0.5,[],"[['there', 'location', '0.75'], ['publications', 'organization', '0.5'], ['resentment', 'group of people', '0.5'], ['anger', 'group of people', '0.5']]"
37," Youth in Casual, and.  On dead-end roads.  Either they push.  The indignation towards abstinence, from. "," Νεολαίας σε ανώδυνους, και  Σε αδιέξοδους δρόμους  Είτε σπρώχνουν  Την αγανάκτηση προς την αποχή, από",other,abstention,youth,-0.3,0.5,0.0,0.5,0.5,0.7,0.0,0.1,"[['casual', 'org', '0.97']]",[]
38, The ballot boxes are either pushed to the.  So-called antisystemic vote when towards the far right.  And the fascists when.  To various painless small pieces.  But the system has parties and these parties cultivate the reputation.  As you will have them. , Τις κάλπες είτε σπρώχνουν την  Ονομαζόμενη αντισυστημική ψήφο πότε προς την ακροδεξιά  Και τους φασίστες πότε  Προς διάφορα ανώδυνα μικρά κομμάτια  Του συστήματος όμως κόμματα και καλλιεργούν τη φήμη αυτά τα κόμματα  Όπως θα τα έχετε,political parties,populism,political parties,0.0,0.5,0.0,0.8,0.8,0.7,0.0,0.6,"[['ballot boxes', 'none', '0.0'], ['antisystemic vote', 'none', '0.0'], ['far right', 'org', '0.7'], ['fascists', 'misc', '0.6']]",[]
39," Meet and you in your daily contact of the alternative.  The left, the progressive.  Either.  To other units to other Groups, generally of other orientations, unique.  Their goal.  But their sole purpose is the popular youth vote. "," Συναντήσει και εσείς στην καθημερινή σας επαφή του εναλλακτικού  Του αριστερού, του προοδευτικού  Είτε  Προς άλλες μονάδες προς άλλες Ομάδες, γενικότερα άλλων προσανατολισμών, μοναδικός  Τους στόχος  Όμως μοναδικός τους σκοπός αγωνία τους είναι η λαϊκή νεολαιίστικη ψήφος",political parties,youth,political activism,0.0,0.3,0.5,0.3,0.3,0.75,0.3,0.0,[],"[['unique', 'group of people', '0.75'], ['popular youth', 'group of people', '0.8']]"
40, Not to be radical.  Convinced finally not to.  Settle down in their JPC.  We also respond from this conference.  They will not pass. , Να μην ριζοσπαστικό  Πείθει τελικά να μην  Κατασταλάξει στο ΚΚΕ τους  Απαντάμε και από αυτή τη συνδιάσκεψη  Δεν θα τους περάσει,other,other,protest or resistance,0.0,0.0,0.0,0.1,0.1,0.5,0.0,0.0,"[['jpc', 'org', '0.60']]",[]
41," The dispute is.  Demanding and needs good equipment.  Of our forces.  Correct handling is needed.  So that they break established.  Preconceptions, meaningful engagement needed. "," Η διαπάλη είναι  Απαιτητική και χρειάζεται καλός εξοπλισμός  Των δυνάμεων μας  Χρειάζονται σωστοί χειρισμοί  Ώστε να σπάνε εδραιωμένες  Προκαταλήψεις, ουσιαστική ενασχόληση χρειάζεται",other,other,military training,0.0,0.0,0.0,0.1,0.0,0.2,0.0,0.0,[],[]
42," The party cadres of the members to be constantly close to the organisations close to the people, close especially to the organisations of the KNE.  We must not forget.  That too many.  Executives and members of the KNE give.  For the first time. "," Των κομματικών στελεχών των μελών να βρίσκονται συνεχώς κοντά στις οργανώσεις κοντά στο λαό, κοντά ιδιαίτερα στις οργανώσεις της ΚΝΕ  Δεν πρέπει να ξεχνάμε  Ότι πάρα πολλά  Στελέχη και μέλη της ΚΝΕ δίνουν  Για πρώτη φορά",political parties,other,party cadres,0.0,0.2,0.0,0.3,0.2,0.5,0.0,0.0,"[['kne', 'org', '0.9']]","[['kne', 'organization', '0.8']]"
43," The battle for parliamentary elections and demand.  Special support is required, we are seeking tens of thousands of.  Young men and women to.  Vote Mr. Mr.  E at the elections.  They are mostly young.  It is. "," Τη μάχη βουλευτικών εκλογών και απαιτούν  Απαιτείται ιδιαίτερη στήριξη, επιδιώκουμε δεκάδες χιλιάδες  Νέοι και νέες να  Ψηφίσουν κ κ  Ε στις εκλογές  Είναι κυρίως νέοι  Είναι",elections,election spending,election campaigning,0.0,0.0,0.0,0.2,0.1,0.5,0.0,0.0,"[['mr. e', 'person', '0.9']]","[['mr. e', 'person', '1.0']]"
44, Young people and.  New from 17.  Say up to 35 40 years old.  Especially those and those who.  Vote. , Νέοι και  Νέες από 17  Να πω έως 35 40 χρονών  Ιδιαίτερα αυτοί και αυτές που  Ψηφίζουν,elections,youth,young voters,0.0,0.0,0.0,0.2,0.5,0.75,0.0,0.0,[],"[['young people', 'group of people', '0.8'], ['new', 'political party', '0.6'], ['17', 'date', '0.3'], ['35', 'date', '0.3'], ['40', 'date', '0.3'], ['vote', 'organization', '0.4']]"
45, For the first time of all of them.  For the first time.  We must bear in mind. , Για πρώτη φορά από όλους αυτούς  Για πρώτη φορά  Πρέπει να έχουμε υπόψη μας,other,other,first time,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,[],[]
