id,text,text_el,topic,subtopic,topic-open,sentiment,polarization,polarization-definition,toxicity,toxicity-definition,populism,populism-definition,hate speech,ner,ner-limited
13," THE SYRIZA.  Four years in power, it was SYRIZA's fault.   On the fourth day they were all to blame.  The political system, the long-standing pathologies, the bad state, the guilds. "," Ο ΣΥΡΙΖΑ  Τέσσερα χρόνια κυβερνάνε, ο ΣΥΡΙΖΑ έφταιγε   Την τέταρτη μέρα έφταιγαν όλοι μαζί  Το πολιτικό σύστημα, οι διαχρονικές παθογένειες, το κακό κράτος, οι συντεχνίες",political parties,other,politics,-0.6,0.0,0.0,0.1,0.2,0.2,0.0,0.0,"[['syriza', 'organization', '1.0'], ['syriza', 'organization', '1.0']]","[['syriza', 'political party', '1.0']]"
14," Everyone, so no one in particular.  All but one.  There are 10 million responsibilities in the country, there is no one responsibility: The Chief of Staff of the State, the Prime Minister.  The irresponsible Prime Minister.  Because it looks like Mr. "," Όλοι, άρα κανένας συγκεκριμένα  Όλοι αλλά όχι ένας  10 εκατομμύρια ευθύνες υπάρχουν στον τόπο, μία ευθύνη δεν υπάρχει: Του αρχιεπιτελάρχη του επιτελικού κράτους, του Πρωθυπουργού  Του ανεύθυνου Πρωθυπουργού  Γιατί απ’ ό,τι φαίνεται ο κ",accountability,other,responsibility/leadership,-0.5,0.7,0.0,0.6,0.7,0.7,0.0,0.1,"[['chief of staff', 'organization', '0.5'], ['state', 'location', '0.5'], ['prime minister', 'title', '0.5'], ['prime minister', 'title', '0.5']]","[['chief of staff of the state', 'organization', '1.0'], ['prime minister', 'person', '0.9'], ['country', 'location', '0.8'], ['mr.', 'person', '1.0']]"
15," Mitsotakis is not Prime Minister of Greece, but he is Prime Minister of his country ""I didn't know"".  He didn't know that outside the ICU, our fellow citizens who are intubated die.  He did not know that his nephew had set up a parastate inside Maximos and was watching half the political system.  He did not know that the Minister of Culture had named Mr.  Lignadi.  He didn't know what Mr.  Patsis, Mrs. "," Μητσοτάκης  δεν είναι Πρωθυπουργός της Ελλάδας, αλλά είναι Πρωθυπουργός της χώρας του «δεν ήξερα»  Δεν ήξερε ότι εκτός ΜΕΘ όσοι συμπολίτες μας διασωληνώνονται, πεθαίνουν  Δεν ήξερε ότι ο ανιψιός του είχε στήσει παρακράτος μέσα στο Μαξίμου  και παρακολουθoύσε το μισό πολιτικό σύστημα  Δεν ήξερε ότι η Υπουργός του πολιτισμού ανέδειξε κορυφαίο πρόσωπο του Πολιτισμού τον κ  Λιγνάδη  Δεν ήξερε τι έκαναν ο κ  Πάτσης, η κ",corruption,corruption,mitsotakis,-0.6,0.8,1.0,0.6,0.8,0.8,0.0,0.2,"[['mitsotakis', 'person', '1.0'], ['prime minister of greece', 'title', '1.0'], ['prime minister', 'title', '0.8'], ['icu', 'abbreviation', '1.0'], ['maximos', 'location', '1.0'], ['minister of culture', 'title', '1.0'], ['mr. lignadi', 'person', '1.0'], ['mr. patsis', 'person', '1.0'], ['mrs.', 'title', '1.0']]","[['mitsotakis', 'person', '1.0'], ['prime minister', 'organization', '1.0'], ['greece', 'country', '1.0'], ['icu', 'location', '1.0'], ['maximos', 'location', '1.0'], ['minister of culture', 'organization', '1.0'], ['mr. lignadi', 'person', '1.0'], ['mr. patsis', 'person', '1.0'], ['mrs. (no name given)', 'person', '1.0']]"
16," Nikolaos, Mr.  Condoleon, the army of the unqualified in his government.  And of course he knew nothing, he had not heard, he had not been informed that the Minister had left the railway in ruins.  He knew nothing. But he knew very well to bring to the House yesterday for a vote in a bill that was supposed to be measures to support the families of the deceased, dozens of pre-election arrangements, last-minute buffet favors.  He also knew to bring in yesterday to vote for the unconstitutionality of the Committee of Experts, which they themselves appointed to control them. "," Νικολάου, ο κ  Κοντολέων, η στρατιά των αρίστων στην κυβέρνησή του  Και βέβαια  δεν ήξερε τίποτα, δεν είχε ακούσει, δεν είχε ενημερωθεί ότι ο Υπουργός είχε αφήσει ερείπιο το σιδηρόδρομο  Τίποτε δεν ήξερε Ήξερε όμως πολύ καλά να φέρει χθες  προς ψήφιση στη Βουλή σ’ ένα νομοσχέδιο που υποτίθεται ότι ήταν μέτρα για τη στήριξη των οικογενειών των θανόντων, δεκάδες προεκλογικές διευθετήσεις, εξυπηρετήσεις ρουσφέτια της τελευταίας στιγμής  Ήξερε επίσης να φέρει χτες να ψηφίσουν το ακαταδίωκτο για την Επιτροπή των Εμπειρογνωμόνων, που οι ίδιοι διόρισαν για να τους ελέγχουν",accountability,railway,government corruption,-0.8,0.9,0.0,0.75,0.8,0.9,0.0,0.2,"[['nikolaos', 'person', '1.0'], ['mr. condoleon', 'person', '1.0'], ['the army of the unqualified', 'organization', '0.7'], ['the minister', 'person', '1.0'], ['the house', 'location', '0.8'], ['the committee of experts', 'organization', '1.0']]","[['nikolaos', 'person', '0.8'], ['mr. condoleon', 'person', '0.6'], ['the army of the unqualified', 'group of people', '0.6'], ['government', 'organization', '0.5'], ['minister', 'organization', '0.7'], ['railway', 'location', '0.6'], ['house', 'location', '0.4'], ['bill', 'organization', '0.4'], ['committee of experts', 'organization', '0.7.']]"
17, So that no one can question them.  Nor does the law. And the question is: Why unprosecuted.  What exactly are those who are supposedly appointed to bring the truth to light afraid of?  Anyone who wants to get the truth out has no reason to be afraid.  The truth is not scary. , Για να μη μπορεί κανείς να τους αμφισβητήσει  Ούτε ο νόμος Και το ερώτημα είναι: Γιατί ακαταδίωκτο  Τι ακριβώς φοβούνται αυτοί που υποτίθεται έχουν ορισθεί για να βγάλουν στο φως την αλήθεια  Όποιος θέλει να βγάλει την αλήθεια δεν έχει κανένα λόγο να φοβάται  Η αλήθεια δεν φοβίζει,accountability,lack of accountability,unprosecuted,-0.5,0.3,0.1,0.2,0.2,0.2,0.0,0.0,[],[]
18, Those who want the cover-up have reason to fear.  But I fear that this government is constantly clinging to the logic of cover-up.  It invokes confidentiality for those called upon to tell the truth.  Remember what happened in the wiretapping case. , Όσοι θέλουν τη συγκάλυψη έχουν λόγους να φοβούνται  Φοβάμαι όμως ότι αυτή η κυβέρνηση είναι διαρκώς προσκολλημένη στη λογική της συγκάλυψης  Επικαλείται το απόρρητο για όσους καλούνται να πουν την αλήθεια  Θυμηθείτε τι έγινε στην υπόθεση των υποκλοπών,accountability,wiretapping,cover-up,-0.6,0.6,0.2,0.3,0.2,0.5,0.0,0.1,[],"[['i', 'person', '0.8'], ['government', 'organization', '0.7'], ['wiretapping case', 'legal case', '0.6.']]"
19," And impunity for those who call to cover up the truth.  This is the government of the cover-up.  But unfortunately for them, unfortunately for all of us with what we are living through, but unfortunately for those who are stuck with the logic of the cover-up, the time when this could happen has come to an end.  The road of the cover-up has finally ended in a dramatic way in Tempi, in the valley of Tempi. "," Και το ακαταδίωκτο σε όσους καλεί να συγκαλύψουν την αλήθεια  Αυτή είναι η κυβέρνηση της συγκάλυψης  Δυστυχώς όμως για αυτούς δυστυχώς για όλους μας με όσα ζούμε, αλλά δυστυχώς γι' αυτούς που είναι κολλημένοι με τη λογική της συγκάλυψης, η εποχή που αυτό μπορούσε να συμβαίνει, έλαβε τέλος  Ο δρόμος της συγκάλυψης τελείωσε οριστικά με δραματικό τρόπο στα Τέμπη, στην κοιλάδα των Τεμπών",corruption,impunity,cover-up,-0.7,0.8,0.2,0.2,0.4,0.2,0.0,0.0,"[['tempi', 'location', '1.0']]","[['tempi', 'location', '1.0'], ['tempi', 'location', '1.0']]"
20," And the next progressive government has an obligation, a moral duty, to give ample space to the truth.  And no unconvicted is going to apply to anyone after the political change.  Let everyone know that. "," Και η επόμενη προοδευτική κυβέρνηση είναι υποχρεωμένη, έχει χρέος ηθικό να  δώσει άπλετο χώρο στην αλήθεια  Και κανένα ακαταδίωκτο δεν πρόκειται να ισχύσει για κανέναν μετά την πολιτική αλλαγή  Ας το ξέρουν όλοι αυτό",accountability,corruption,political change,-0.4,0.3,0.0,0.1,0.1,0.7,0.0,0.1,[],"[['progressive government', 'organization', '0.8'], ['political change', 'event', '0.5']]"
21,"Friends, citizens of Kalamata, Tempi was the straw that broke the camel's back.  The fateful and tragic moment that showed the whole Greek society in a tragic way that those who hold the fate of the country in their hands do not care about the many.  They don't care.   This is the truth. ","Φίλες και φίλοι, πολίτες της Καλαμάτας, τα Τέμπη ήταν η σταγόνα που ξεχείλισε το ποτήρι  Η μοιραία και τραγική στιγμή που έδειξε σε όλη την ελληνική κοινωνία με τρόπο τραγικό, ότι αυτοί που κρατούν στα χέρια τους τις τύχες της χώρας δε νοιάζονται για τους πολλούς  Δε νοιάζονται   Αυτή είναι η αλήθεια",corruption,injustice,tempi,-0.8,0.7,0.1,0.2,0.1,0.5,0.6,0.0,"[['kalamata', 'location', '0.86'], ['tempi', 'location', '1.0'], ['greek', 'nationality', '0.65']]","[['kalamata', 'location', '0.5'], ['greek', 'country', '0.5']]"
22," They care about themselves, they care about the interests with which they are intertwined, they care about state officials.  They care about the appropriation of public funds, they care about the cover-up but not for the many, not for the citizens of this country.  We lived the drama of the pandemic.  Tens of thousands of people who could have been saved perished.   We are told that the pandemic is a global phenomenon.  But what they didn't tell us is why Greece was in the first place in terms of deaths in population ratio in the whole western world. Why they didn't strengthen the NHS and its people also they didn't tell us.  Why, instead of strengthening the NHS and its people, they have dismantled the NHS and are organising the invasion of the NHS by speculation.  We have lived and we are still living today, the energy crisis, the crisis of price stability. "," Νοιάζονται για τον εαυτό τους, νοιάζονται και για τα συμφέροντα με τα οποία διαπλέκονται, νοιάζονται  για τους κρατικούς αξιωματούχους  Νοιάζονται για την ιδιοποίηση και των δημόσιων Ταμείων, νοιάζονται για τη συγκάλυψη αλλά όχι για τους πολλούς, όχι για τους πολίτες αυτής της χώρας  Ζήσαμε το δράμα της πανδημίας  Δεκάδες χιλιάδες άνθρωποι που θα μπορούσαν να έχουν σωθεί χάθηκαν   Μας είπαν ότι η πανδημία είναι ένα παγκόσμιο φαινόμενο  Εκείνο που δεν μας είπαν όμως, είναι γιατί η Ελλάδα βρέθηκε στις πρώτες θέσεις των θανάτων σε αναλογία πληθυσμού σε όλο το δυτικό κόσμο Γιατί δεν ενίσχυσαν το ΕΣΥ και τους ανθρώπους του επίσης δε μας είπαν  Γιατί, αντίθετα, αντί να ενισχύσουν το ΕΣΥ και τους ανθρώπους του, διέλυσαν το ΕΣΥ και οργανώνουν την εισβολή της κερδοσκοπίας στο ΕΣΥ  Ζήσαμε και ζούμε ακόμα και σήμερα, την ενεργειακή κρίση, την κρίση της ακρίβειας",pandemic,other,government negligence,-0.8,0.8,0.2,0.6,0.6,0.8,0.2,0.0,"[['greece', 'geopolitical entity', '0.6'], ['nhs', 'organization', '0.7']]","[['greece', 'country', '1.0'], ['nhs', 'organization', '1.0']]"
23," We were told that this is also imported.  That the war in Ukraine is to blame.   But they didn't tell us why Greece is the most expensive country in terms of electricity and petrol prices in Europe.  We are not told why they allow energy providers to make sky-high profits. We are not told why they are subsidising obscenity from the public purse, through the bills.  They didn't tell us why they sold off the PPC when they knew an energy crisis was coming. "," Μας είπαν ότι κι αυτή είναι εισαγόμενη  Ότι φταίει ο πόλεμος στην Ουκρανία   Δεν μας είπαν όμως, γιατί η Ελλάδα είναι η ακριβότερη χώρα στις τιμές του ρεύματος και της βενζίνης σε όλη την Ευρώπη  Δεν μας είπαν γιατί επιτρέπουν στους παρόχους ενέργειας να αποκομίζουν ουρανοκατέβατα κέρδη Δεν μας είπαν γιατί επιδοτούν την αισχροκέρδεια από τα κρατικά ταμεία, μέσα από τους λογαριασμούς  Δεν μας είπαν γιατί ξεπούλησαν τη ΔΕΗ ενώ ήξεραν ότι έρχεται ενεργειακή κρίση",privatization,electricity,energy pricing,-0.7,0.87,0.0,0.1,0.6,0.4,0.3,0.0,"[['ukraine', 'location', '0.91'], ['greece', 'location', '0.91'], ['europe', 'location', '0.73'], ['ppc', 'organization', '0.55']]","[['ukraine', 'location', '0.8'], ['greece', 'country', '0.8'], ['europe', 'location', '0.5'], ['ppc', 'organization', '0.5']]"
24,"  They talk to us about an imported price crisis, but they hide the fact that the obscenity is not imported but is Greek, it is the result of their policy. We also lived through the great wiretapping scandal.  The scandal of the abuse of the rule of law.  It has been proven by the Independent Authority, with evidence and proof that half of the political system, journalists, businessmen, the leadership of the army, MEPs, party leaders, ministers, were all under illegal surveillance.   From where: From the NIS, which was transformed again from NIS to CIB, the National Intelligence Agency. ","  Μας μιλάνε για εισαγόμενη κρίση ακρίβειας,  κρύβουν όμως ότι η αισχροκέρδεια δεν είναι εισαγόμενη αλλά είναι ελληνική, είναι το αποτέλεσμα της πολιτικής τους Ζήσαμε επίσης το μεγάλο σκάνδαλο των υποκλοπών  Το σκάνδαλο της κακοποίησης του κράτους δικαίου  Αποδείχτηκε από την αρμόδια Ανεξάρτητη Αρχή, με αποδείξεις και στοιχεία ότι το μισό πολιτικό σύστημα, δημοσιογράφοι, επιχειρηματίες, η ηγεσία του στρατού, ευρωβουλευτές,  αρχηγοί κομμάτων, υπουργοί, ήταν όλοι υπό παράνομη παρακολούθηση   Από πού: Από  την ΕΥΠ που μετατράπηκε ξανά από ΕΥΠ σε ΚΥΠ, Καθεστωτική Υπηρεσία Πληροφοριών",corruption,wiretapping,wiretapping scandal,-0.8,0.5,0.5,0.3,0.6,0.3,0.5,0.0,"[['greek', 'type', '1.0'], ['independent authority', 'type', '1.0'], ['meps', 'type', '1.0'], ['cib', 'type', '1.0'], ['national intelligence agency', 'type', '1.0']]","[['greek', 'location', '1.0'], ['independent authority', 'organization', '1.0'], ['meps', 'group of people', '1.0'], ['nis', 'organization', '1.0'], ['cib', 'organization', '1.0'], ['national intelligence agency', 'organization', '1.0']]"
